M_sigma	S	Q_alpha	motif_ratio_summary	motif_ratio
0.15	0.2	Inf	50	0.9937094043425406
0.15	0.4	Inf	50	0.9952421107309865
0.15	0.8	Inf	50	0.9922960636071317
0.16	0	Inf	50	1
0.16	0.05	Inf	50	0.9996818806648621
0.16	0.1	Inf	50	1.0047056012023337
0.16	0.2	Inf	50	1.000387677450537
0.16	0.4	Inf	50	0.9951108566985736
0.16	0.8	Inf	50	1.0161265773867911
0.17	0	Inf	50	1
0.17	0.05	Inf	50	0.9982909528122678
0.17	0.1	Inf	50	1.0030379492593047
0.17	0.2	Inf	50	0.9986671615570697
0.17	0.4	Inf	50	1.020156519916023
0.17	0.8	Inf	50	1.0110892638350617
0.18	0	Inf	50	1
0.18	0.05	Inf	50	1.000561130617207
0.18	0.1	Inf	50	1.000858218149936
0.18	0.2	Inf	50	1.0016699834527167
0.18	0.4	Inf	50	1.0123869548424365
0.18	0.8	Inf	50	0.9867884270916245
0.19	0	Inf	50	1
0.19	0.05	Inf	50	1.000983937526133
0.19	0.1	Inf	50	1.0038967828366407
0.19	0.2	Inf	50	1.0015192878820616
0.19	0.4	Inf	50	1.0148752663823974
0.19	0.8	Inf	50	0.9876403835932317
0.2	0	Inf	50	1
0.2	0.05	Inf	50	1.0018535924236787
0.2	0.1	Inf	50	1.00740753030691
0.2	0.2	Inf	50	1.0013673528471623
0.2	0.4	Inf	50	0.9902770243657099
0.2	0.8	Inf	50	1.0185652712995625
0.21	0	Inf	50	1
0.21	0.05	Inf	50	1.0021210688543967
0.21	0.1	Inf	50	1.000583373836207
0.21	0.2	Inf	50	1.0019733083494629
0.21	0.4	Inf	50	1.0106419810617628
0.21	0.8	Inf	50	1.06088776208896
0.22	0	Inf	50	1
0.22	0.05	Inf	50	1.0029662179034624
0.22	0.1	Inf	50	1.0050498499997498
0.22	0.2	Inf	50	1.004387137443846
0.22	0.4	Inf	50	0.9919693481900492
0.22	0.8	Inf	50	1.060393462623027
0.23	0	Inf	50	1
0.23	0.05	Inf	50	1.0020452451598982
0.23	0.1	Inf	50	1.003441417220913
0.23	0.2	Inf	50	1.0131934633973918
0.23	0.4	Inf	50	1.0070014902173465
0.23	0.8	Inf	50	1.0144510063252028
0.24	0	Inf	50	1
0.24	0.05	Inf	50	1.0049724670728544
0.24	0.1	Inf	50	0.9980995131870022
0.24	0.2	Inf	50	0.9962810803878945
0.24	0.4	Inf	50	1.0194082649656553
0.24	0.8	Inf	50	1.0864709617710684
0.25	0	Inf	50	1
0.25	0.05	Inf	50	1.0044056135862145
0.25	0.1	Inf	50	1.0043508881083572
0.25	0.2	Inf	50	0.9936980831530058
0.25	0.4	Inf	50	1.0071066333642444
0.25	0.8	Inf	50	1.1064790893400054
0.26	0	Inf	50	1
0.26	0.05	Inf	50	0.9983565582349785
0.26	0.1	Inf	50	1.0002052133606036
0.26	0.2	Inf	50	0.9922963556076103
0.26	0.4	Inf	50	1.038684369340395
0.26	0.8	Inf	50	1.028084085750213
0.27	0	Inf	50	1
0.27	0.05	Inf	50	1.0018454519379798
0.27	0.1	Inf	50	1.0005509243290787
0.27	0.2	Inf	50	1.0043525028963374
0.27	0.4	Inf	50	1.0385311774234969
0.27	0.8	Inf	50	1.0454948519842
0.28	0	Inf	50	1
0.28	0.05	Inf	50	1.0019206361667148
0.28	0.1	Inf	50	1.0083575737847865
0.28	0.2	Inf	50	1.0134882256720865
0.28	0.4	Inf	50	1.0075352734737901
0.28	0.8	Inf	50	1.0643905759635541
0.29	0	Inf	50	1
0.29	0.05	Inf	50	0.9999528833999759
0.29	0.1	Inf	50	1.0054594686008422
0.29	0.2	Inf	50	1.0074087666756155
0.29	0.4	Inf	50	0.9980202866347712
0.29	0.8	Inf	50	1.0711070926292385
0.3	0	Inf	50	1
0.3	0.05	Inf	50	0.9987273861821047
0.3	0.1	Inf	50	1.0039866466920906
0.3	0.2	Inf	50	0.9999488039529081
0.3	0.4	Inf	50	1.023179294286689
0.3	0.8	Inf	50	1.0280962718090016
0.31	0	Inf	50	1
0.31	0.05	Inf	50	1.0030754025975583
0.31	0.1	Inf	50	0.9957901874805356
0.31	0.2	Inf	50	0.9918448510250664
0.31	0.4	Inf	50	1.0067223996254708
0.31	0.8	Inf	50	1.1098677283630218
0.32	0	Inf	50	1
0.32	0.05	Inf	50	1.0040408998663657
0.32	0.1	Inf	50	1.0098051300566258
0.32	0.2	Inf	50	1.0127225226607335
0.32	0.4	Inf	50	1.080538148336125
0.32	0.8	Inf	50	1.0355324301298827
0.33	0	Inf	50	1
0.33	0.05	Inf	50	0.9991885569075243
0.33	0.1	Inf	50	1.012007325520878
0.33	0.2	Inf	50	1.0065687377252153
0.33	0.4	Inf	50	1.0237641607321462
0.33	0.8	Inf	50	1.0114934479148159
0.34	0	Inf	50	1
0.34	0.05	Inf	50	1.0007921018751826
0.34	0.1	Inf	50	1.0020954912888773
0.34	0.2	Inf	50	1.028229422316669
0.34	0.4	Inf	50	1.0130527836200636
0.34	0.8	Inf	50	0.9754333411538234
0.35	0	Inf	50	1
0.35	0.05	Inf	50	1.0074762401610853
0.35	0.1	Inf	50	1.004103135286576
0.35	0.2	Inf	50	1.0204829364761285
0.35	0.4	Inf	50	1.0528041877768088
0.35	0.8	Inf	50	1.013037108506051
0.36	0	Inf	50	1
0.36	0.05	Inf	50	1.009504576816048
0.36	0.1	Inf	50	1.001755225585688
0.36	0.2	Inf	50	1.0110333346620712
0.36	0.4	Inf	50	1.064467320848059
0.36	0.8	Inf	50	1.1123881197667087
0.37	0	Inf	50	1
0.37	0.05	Inf	50	0.9996286573225635
0.37	0.1	Inf	50	1.0050108693827262
0.37	0.2	Inf	50	1.012791177735251
0.37	0.4	Inf	50	1.0590839841481283
0.37	0.8	Inf	50	1.059091760282916
0.38	0	Inf	50	1
0.38	0.05	Inf	50	1.004964845439073
0.38	0.1	Inf	50	1.0050919224547563
0.38	0.2	Inf	50	1.0236638317083833
0.38	0.4	Inf	50	1.0078763481503894
0.38	0.8	Inf	50	1.0084474738374054
0.39	0	Inf	50	1
0.39	0.05	Inf	50	1.0014196408015055
0.39	0.1	Inf	50	1.0057200614864172
0.39	0.2	Inf	50	1.0274645037684187
0.39	0.4	Inf	50	1.0395278119390778
0.39	0.8	Inf	50	1.0563941776935928
0.4	0	Inf	50	1
0.4	0.05	Inf	50	1.012114031417854
0.4	0.1	Inf	50	1.011750664376698
0.4	0.2	Inf	50	1.0100670409394947
0.4	0.4	Inf	50	1.0541644445129181
0.4	0.8	Inf	50	1.082099130794738
0.41	0	Inf	50	1
0.41	0.05	Inf	50	1.008975123543626
0.41	0.1	Inf	50	1.0289149112892244
0.41	0.2	Inf	50	1.0159541015152098
0.41	0.4	Inf	50	1.0011904735686374
0.41	0.8	Inf	50	0.9668974958005282
0.42	0	Inf	50	1
0.42	0.05	Inf	50	1.0003148808647195
0.42	0.1	Inf	50	1.001098659505272
0.42	0.2	Inf	50	0.99810272587634
0.42	0.4	Inf	50	1.066135398333992
0.42	0.8	Inf	50	1.1208842681798739
0.43	0	Inf	50	1
0.43	0.05	Inf	50	1.0027205379558102
0.43	0.1	Inf	50	1.0111357668346654
0.43	0.2	Inf	50	1.0357137036290491
0.43	0.4	Inf	50	1.035305302629306
0.43	0.8	Inf	50	1.1430744148091625
0.44	0	Inf	50	1
0.44	0.05	Inf	50	1.0119973217097975
0.44	0.1	Inf	50	1.010093893297495
0.44	0.2	Inf	50	1.0268873663167746
0.44	0.4	Inf	50	0.9966017412769962
0.44	0.8	Inf	50	1.3448770550209477
0.45	0	Inf	50	1
0.45	0.05	Inf	50	1.0194554299311238
0.45	0.1	Inf	50	1.0092160765336375
0.45	0.2	Inf	50	0.9925888486954664
0.45	0.4	Inf	50	1.0614247726101491
0.45	0.8	Inf	50	1.1439038826444472
0.46	0	Inf	50	1
0.46	0.05	Inf	50	1.0015641654088108
0.46	0.1	Inf	50	1.0220782652053786
0.46	0.2	Inf	50	1.0087720820260437
0.46	0.4	Inf	50	1.0232523017496868
0.46	0.8	Inf	50	0.9793199741993112
0.47	0	Inf	50	1
0.47	0.05	Inf	50	1.0052523706402794
0.47	0.1	Inf	50	1.0135625911235837
0.47	0.2	Inf	50	1.0143497679149547
0.47	0.4	Inf	50	1.0397837308572748
0.47	0.8	Inf	50	1.183387201811323
0.48	0	Inf	50	1
0.48	0.05	Inf	50	1.0139202305589616
0.48	0.1	Inf	50	1.027340511850407
0.48	0.2	Inf	50	1.0023645374840868
0.48	0.4	Inf	50	1.0068247651019524
0.48	0.8	Inf	50	1.0141847357480447
0.49	0	Inf	50	1
0.49	0.05	Inf	50	1.0063042918821878
0.49	0.1	Inf	50	1.0140800959895055
0.49	0.2	Inf	50	1.0207868805704274
0.49	0.4	Inf	50	1.0187998091813366
0.49	0.8	Inf	50	1.073845089099302
0.5	0	Inf	50	1
0.5	0.05	Inf	50	1.0099352212790689
0.5	0.1	Inf	50	1.0106338534806203
0.5	0.2	Inf	50	1.0027476418149952
0.5	0.4	Inf	50	1.1170947720425592
0.5	0.8	Inf	50	1.0559850482134625
0.51	0	Inf	50	1
0.51	0.05	Inf	50	1.0079536749258446
0.51	0.1	Inf	50	1.0018790622004783
0.51	0.2	Inf	50	1.0135524177572788
0.51	0.4	Inf	50	1.1691274245777743
0.51	0.8	Inf	50	1.2709298154081394
0.52	0	Inf	50	1
0.52	0.05	Inf	50	1.0171963145214664
0.52	0.1	Inf	50	1.0047489467476876
0.52	0.2	Inf	50	1.0270760816180993
0.52	0.4	Inf	50	1.0652543596763902
0.52	0.8	Inf	50	1.0802721834284914
0.53	0	Inf	50	1
0.53	0.05	Inf	50	1.001897595496923
0.53	0.1	Inf	50	1.0001965741837338
0.53	0.2	Inf	50	1.0048602371757567
0.53	0.4	Inf	50	1.0009148512553467
0.53	0.8	Inf	50	1.0480164150685538
0.54	0	Inf	50	1
0.54	0.05	Inf	50	1.0102194845555208
0.54	0.1	Inf	50	1.0073308464093893
0.54	0.2	Inf	50	1.0265544214485596
0.54	0.4	Inf	50	1.1028416075244234
0.54	0.8	Inf	50	0.96010552114185
0.55	0	Inf	50	1
0.55	0.05	Inf	50	1.0201406653723
0.55	0.1	Inf	50	1.0065571650937164
0.55	0.2	Inf	50	1.0382112634979053
0.55	0.4	Inf	50	1.2635163717966575
0.55	0.8	Inf	50	1.103730306205253
0.56	0	Inf	50	1
0.56	0.05	Inf	50	1.0042553565202632
0.56	0.1	Inf	50	1.025515907262081
0.56	0.2	Inf	50	1.0115119079813732
0.56	0.4	Inf	50	1.0304702533612686
0.56	0.8	Inf	50	1.1338137989822008
0.57	0	Inf	50	1
0.57	0.05	Inf	50	1.0136904737263248
0.57	0.1	Inf	50	1.0144078457202301
0.57	0.2	Inf	50	1.0490643653749483
0.57	0.4	Inf	50	1.0665290474827835
0.57	0.8	Inf	50	1.1926521111852781
0.58	0	Inf	50	1
0.58	0.05	Inf	50	1.0078967442867268
0.58	0.1	Inf	50	1.023633824099262
0.58	0.2	Inf	50	1.0022853516587769
0.58	0.4	Inf	50	1.0723252788794184
0.58	0.8	Inf	50	1.2131966808276067
0.59	0	Inf	50	1
0.59	0.05	Inf	50	1.0156907373486745
0.59	0.1	Inf	50	1.0007127877510325
0.59	0.2	Inf	50	1.0452561788509165
0.59	0.4	Inf	50	1.2525304453244068
0.59	0.8	Inf	50	1.5087023857660309
0.6	0	Inf	50	1
0.6	0.05	Inf	50	1.0091539128695621
0.6	0.1	Inf	50	1.019495135630918
0.6	0.2	Inf	50	1.0431321641224902
0.6	0.4	Inf	50	1.0385192215479968
0.6	0.8	Inf	50	0.9805814990072029
0.61	0	Inf	50	1
0.61	0.05	Inf	50	1.0078977171307852
0.61	0.1	Inf	50	1.0337238425912134
0.61	0.2	Inf	50	1.0905676196028353
0.61	0.4	Inf	50	1.1810553142226317
0.61	0.8	Inf	50	0.9708140600757749
0.62	0	Inf	50	1
0.62	0.05	Inf	50	1.0035800813694074
0.62	0.1	Inf	50	1.0329940835903821
0.62	0.2	Inf	50	1.0429378743863116
0.62	0.4	Inf	50	1.2403744578127527
0.62	0.8	Inf	50	1.1070067055861883
0.63	0	Inf	50	1
0.63	0.05	Inf	50	1.0075211307014813
0.63	0.1	Inf	50	1.02734014287249
0.63	0.2	Inf	50	1.0658533825786798
0.63	0.4	Inf	50	1.099050691151255
0.63	0.8	Inf	50	1.2966464668710072
0.64	0	Inf	50	1
0.64	0.05	Inf	50	1.0223942776148986
0.64	0.1	Inf	50	1.0214461794810692
0.64	0.2	Inf	50	1.0044972457579
0.64	0.4	Inf	50	1.1546803710200422
0.64	0.8	Inf	50	1.2864254526232375
0.65	0	Inf	50	1
0.65	0.05	Inf	50	1.007136572017676
0.65	0.1	Inf	50	1.0261981399205946
0.65	0.2	Inf	50	1.0875553517077525
0.65	0.4	Inf	50	1.0537564926163494
0.65	0.8	Inf	50	1.1963783021534593
0.66	0	Inf	50	1
0.66	0.05	Inf	50	1.0067566416839027
0.66	0.1	Inf	50	1.0340947200772181
0.66	0.2	Inf	50	1.0766404065958755
0.66	0.4	Inf	50	1.0814233555670392
0.66	0.8	Inf	50	1.2505490504651422
0.67	0	Inf	50	1
0.67	0.05	Inf	50	1.0213425154346778
0.67	0.1	Inf	50	1.0123936295158957
0.67	0.2	Inf	50	1.0913028308252195
0.67	0.4	Inf	50	1.0653462709468347
0.67	0.8	Inf	50	1.1062506442137332
0.68	0	Inf	50	1
0.68	0.05	Inf	50	1.009908259864377
0.68	0.1	Inf	50	1.029267893680967
0.68	0.2	Inf	50	1.0567136437613152
0.68	0.4	Inf	50	1.0592724957648536
0.68	0.8	Inf	50	1.2924219087971578
0.69	0	Inf	50	1
0.69	0.05	Inf	50	1.043325977569523
0.69	0.1	Inf	50	1.0112916682643154
0.69	0.2	Inf	50	1.0510107332247536
0.69	0.4	Inf	50	1.0124904261573413
0.69	0.8	Inf	50	1.2706777580369586
0.7	0	Inf	50	1
0.7	0.05	Inf	50	0.9984617824860016
0.7	0.1	Inf	50	1.0782214464444788
0.7	0.2	Inf	50	1.036394955406339
0.7	0.4	Inf	50	1.0658725271829708
0.7	0.8	Inf	50	1.493037021264541
0.71	0	Inf	50	1
0.71	0.05	Inf	50	1.0060174456025432
0.71	0.1	Inf	50	0.9993629156641581
0.71	0.2	Inf	50	1.0264383638001089
0.71	0.4	Inf	50	1.1698015349130992
0.71	0.8	Inf	50	1.1363899791991252
0.72	0	Inf	50	1
0.72	0.05	Inf	50	1.0310380908782624
0.72	0.1	Inf	50	1.0631641009069506
0.72	0.2	Inf	50	1.0449656029807386
0.72	0.4	Inf	50	1.4865404158979152
0.72	0.8	Inf	50	1.2235460011645856
0.73	0	Inf	50	1
0.73	0.05	Inf	50	1.009902372975914
0.73	0.1	Inf	50	1.0175355586736514
0.73	0.2	Inf	50	1.087304516449965
0.73	0.4	Inf	50	1.0454270273437463
0.73	0.8	Inf	50	1.4303686071302515
0.74	0	Inf	50	1
0.74	0.05	Inf	50	1.0055746246481183
0.74	0.1	Inf	50	1.014221261319578
0.74	0.2	Inf	50	1.0987094791140641
0.74	0.4	Inf	50	1.498742633690919
0.74	0.8	Inf	50	1.2785338646567275
0.75	0	Inf	50	1
0.75	0.05	Inf	50	1.0501455044508559
0.75	0.1	Inf	50	1.0361496515843103
0.75	0.2	Inf	50	1.0116706266164517
0.75	0.4	Inf	50	1.0537600176769368
0.75	0.8	Inf	50	1.4050948132266419
0.76	0	Inf	50	1
0.76	0.05	Inf	50	1.0194365139082864
0.76	0.1	Inf	50	1.0736968663481612
0.76	0.2	Inf	50	1.065378063546
0.76	0.4	Inf	50	1.0863329009374731
0.76	0.8	Inf	50	1.0186582034824607
0.77	0	Inf	50	1
0.77	0.05	Inf	50	1.012113729735625
0.77	0.1	Inf	50	1.0548307038081717
0.77	0.2	Inf	50	1.0747168037130734
0.77	0.4	Inf	50	1.2813161086354556
0.77	0.8	Inf	50	1.4207297598949076
0.78	0	Inf	50	1
0.78	0.05	Inf	50	1.025037080298087
0.78	0.1	Inf	50	1.0120696192073528
0.78	0.2	Inf	50	1.0643560571585409
0.78	0.4	Inf	50	1.2648003751819017
0.78	0.8	Inf	50	1.642399227049462
0.79	0	Inf	50	1
0.79	0.05	Inf	50	1.0147623003988895
0.79	0.1	Inf	50	1.011579894602175
0.79	0.2	Inf	50	1.0774058516553842
0.79	0.4	Inf	50	1.1500570968515924
0.79	0.8	Inf	50	1.0172287929946653
0.8	0	Inf	50	1
0.8	0.05	Inf	50	1.0106588226618223
0.8	0.1	Inf	50	1.0787195934808138
0.8	0.2	Inf	50	1.1099503567883042
0.8	0.4	Inf	50	1.0963219386797192
0.8	0.8	Inf	50	1.3455812166425831
0.81	0	Inf	50	1
0.81	0.05	Inf	50	1.0305410973247393
0.81	0.1	Inf	50	1.0481363096553074
0.81	0.2	Inf	50	1.1258501040495648
0.81	0.4	Inf	50	1.140547908842843
0.81	0.8	Inf	50	1.5255328409377018
0.82	0	Inf	50	1
0.82	0.05	Inf	50	1.0051430343635468
0.82	0.1	Inf	50	1.017971064391666
0.82	0.2	Inf	50	1.1317215634319475
0.82	0.4	Inf	50	1.096217478034324
0.82	0.8	Inf	50	2.4778006431865265
0.83	0	Inf	50	1
0.83	0.05	Inf	50	1.0122033066219576
0.83	0.1	Inf	50	1.030439591521529
0.83	0.2	Inf	50	1.193478381424754
0.83	0.4	Inf	50	1.4229677245453103
0.83	0.8	Inf	50	1.161505086807035
0.84	0	Inf	50	1
0.84	0.05	Inf	50	1.0152296790633808
0.84	0.1	Inf	50	1.0185383463297786
0.84	0.2	Inf	50	1.0426564161327243
0.84	0.4	Inf	50	1.209664562825877
0.84	0.8	Inf	50	1.1369228942478362
0.85	0	Inf	50	1
0.85	0.05	Inf	50	1.0452088104934716
0.85	0.1	Inf	50	1.0487682233478246
0.85	0.2	Inf	50	1.0817064863298027
0.85	0.4	Inf	50	1.0481506213447784
0.85	0.8	Inf	50	1.3843049239506977
0.86	0	Inf	50	1
0.86	0.05	Inf	50	1.0215711344591725
0.86	0.1	Inf	50	1.0683997786855277
0.86	0.2	Inf	50	1.073526146617316
0.86	0.4	Inf	50	1.34295269509269
0.86	0.8	Inf	50	2.553846739080017
0.87	0	Inf	50	1
0.87	0.05	Inf	50	1.0100289406560972
0.87	0.1	Inf	50	1.046206396352484
0.87	0.2	Inf	50	1.0925120177232142
0.87	0.4	Inf	50	1.1693378489894697
0.87	0.8	Inf	50	1.6641770263063025
0.88	0	Inf	50	1
0.88	0.05	Inf	50	1.052837348584468
0.88	0.1	Inf	50	1.0610439201242337
0.88	0.2	Inf	50	1.0499129122168223
0.88	0.4	Inf	50	1.1680051661481108
0.88	0.8	Inf	50	1.248629284673429
0.89	0	Inf	50	1
0.89	0.05	Inf	50	1.0095964516710163
0.89	0.1	Inf	50	1.0092125228588604
0.89	0.2	Inf	50	1.1011950472607304
0.89	0.4	Inf	50	1.1907432716245177
0.89	0.8	Inf	50	1.327611254652236
0.9	0	Inf	50	1
0.9	0.05	Inf	50	1.018015029988851
0.9	0.1	Inf	50	1.0191432829188454
0.9	0.2	Inf	50	1.130113156567768
0.9	0.4	Inf	50	1.1088094072354717
0.9	0.8	Inf	50	2.0304246575446743
0.91	0	Inf	50	1
0.91	0.05	Inf	50	1.0388800349247076
0.91	0.1	Inf	50	1.0320684252405603
0.91	0.2	Inf	50	1.1044529494784774
0.91	0.4	Inf	50	1.2452848652670387
0.91	0.8	Inf	50	2.6190162407673925
0.92	0	Inf	50	1
0.92	0.05	Inf	50	1.0194875810759996
0.92	0.1	Inf	50	1.0789417825486323
0.92	0.2	Inf	50	1.0927783828934476
0.92	0.4	Inf	50	1.184491628258924
0.92	0.8	Inf	50	1.2255505391298511
0.93	0	Inf	50	1
0.93	0.05	Inf	50	1.0259110011772912
0.93	0.1	Inf	50	1.0130414367860394
0.93	0.2	Inf	50	1.1747077806252029
0.93	0.4	Inf	50	1.7232471080204363
0.93	0.8	Inf	50	1.404685300195005
0.94	0	Inf	50	1
0.94	0.05	Inf	50	1.067895588369237
0.94	0.1	Inf	50	1.0677406012743416
0.94	0.2	Inf	50	1.3311026978211404
0.94	0.4	Inf	50	1.3082034161880203
0.94	0.8	Inf	50	1.4869971162846851
0.95	0	Inf	50	1
0.95	0.05	Inf	50	1.0091168062738725
0.95	0.1	Inf	50	1.0097927844443964
0.95	0.2	Inf	50	1.0588832878075372
0.95	0.4	Inf	50	1.1713297545012893
0.95	0.8	Inf	50	1.2697182981894826
0.96	0	Inf	50	1
0.96	0.05	Inf	50	1.0545346826411763
0.96	0.1	Inf	50	1.0391721507967595
0.96	0.2	Inf	50	1.2079833919129006
0.96	0.4	Inf	50	1.318027247560564
0.96	0.8	Inf	50	1.4150658921458734
0.97	0	Inf	50	1
0.97	0.05	Inf	50	1.0281693896071364
0.97	0.1	Inf	50	1.0246838553624036
0.97	0.2	Inf	50	1.3214555780302855
0.97	0.4	Inf	50	1.287530681213628
0.97	0.8	Inf	50	1.539915453806202
0.98	0	Inf	50	1
0.98	0.05	Inf	50	1.029560606062351
0.98	0.1	Inf	50	1.0796257196633634
0.98	0.2	Inf	50	1.1480800550025965
0.98	0.4	Inf	50	1.1994378365573355
0.98	0.8	Inf	50	1.3829452194860061
0.99	0	Inf	50	1
0.99	0.05	Inf	50	1.0024253485512689
0.99	0.1	Inf	50	1.1740970095393435
0.99	0.2	Inf	50	1.0709230029847685
0.99	0.4	Inf	50	1.2732241248491394
0.99	0.8	Inf	50	1.2932039458863656
1	0	Inf	50	1
1	0.05	Inf	50	1.0420718419031352
1	0.1	Inf	50	1.1151113417196639
1	0.2	Inf	50	1.210603110067245
1	0.4	Inf	50	1.3251489895614852
1	0.8	Inf	50	2.4028476912383265
0	0	Inf	75	1
0	0.05	Inf	75	1
0	0.1	Inf	75	1.0000000000000002
0	0.2	Inf	75	1.0000000000000002
0	0.4	Inf	75	1.0000000000000002
0	0.8	Inf	75	1.0000000000000002
0.01	0	Inf	75	1
0.01	0.05	Inf	75	1.0005204219664963
0.01	0.1	Inf	75	1.0005688675753854
0.01	0.2	Inf	75	1.0011741395206104
0.01	0.4	Inf	75	1.0027030749343742
0.01	0.8	Inf	75	1.0047429833198356
0.02	0	Inf	75	1
0.02	0.05	Inf	75	1.00057125430925
0.02	0.1	Inf	75	1.0019171946759566
0.02	0.2	Inf	75	1.0020452071157624
0.02	0.4	Inf	75	1.0078512349524202
0.02	0.8	Inf	75	1.014168334211321
0.03	0	Inf	75	1
0.03	0.05	Inf	75	1.001033046445702
0.03	0.1	Inf	75	1.002105371967267
0.03	0.2	Inf	75	1.0057413795077617
0.03	0.4	Inf	75	1.0096749344262768
0.03	0.8	Inf	75	1.0090121982555864
0.04	0	Inf	75	1
0.04	0.05	Inf	75	1.001128901260461
0.04	0.1	Inf	75	1.0022187935968254
0.04	0.2	Inf	75	1.006812878389712
0.04	0.4	Inf	75	1.0116049109807133
0.04	0.8	Inf	75	1.028941365855692
0.05	0	Inf	75	1
0.05	0.05	Inf	75	1.0014305209065046
0.05	0.1	Inf	75	1.0044019048183097
0.05	0.2	Inf	75	1.0093001465950198
0.05	0.4	Inf	75	1.0134906021658787
0.05	0.8	Inf	75	1.022369342537055
0.06	0	Inf	75	1
0.06	0.05	Inf	75	1.0016094218760725
0.06	0.1	Inf	75	1.003705984579074
0.06	0.2	Inf	75	1.0101891379150074
0.06	0.4	Inf	75	1.017279742690767
0.06	0.8	Inf	75	1.0244772187384652
0.07	0	Inf	75	1
0.07	0.05	Inf	75	1.0016044323485824
0.07	0.1	Inf	75	1.0074282355973319
0.07	0.2	Inf	75	1.0111276683808645
0.07	0.4	Inf	75	1.0129289210616905
0.07	0.8	Inf	75	1.0423430131114961
0.08	0	Inf	75	1
0.08	0.05	Inf	75	1.0013459538373444
0.08	0.1	Inf	75	1.0050301608743877
0.08	0.2	Inf	75	1.0091070880521387
0.08	0.4	Inf	75	1.025096757512711
0.08	0.8	Inf	75	1.0626306048721545
0.09	0	Inf	75	1
0.09	0.05	Inf	75	1.0018442390092903
0.09	0.1	Inf	75	1.007644803158453
0.09	0.2	Inf	75	1.0196583183911234
0.09	0.4	Inf	75	1.0254584933550661
0.09	0.8	Inf	75	1.0400567372142007
0.1	0	Inf	75	1
0.1	0.05	Inf	75	1.0032956027120896
0.1	0.1	Inf	75	1.0092660768961337
0.1	0.2	Inf	75	1.009491170035476
0.1	0.4	Inf	75	1.0287365195549278
0.1	0.8	Inf	75	1.0751851207535454
0.11	0	Inf	75	1
0.11	0.05	Inf	75	1.003077384767605
0.11	0.1	Inf	75	1.0092070100711126
0.11	0.2	Inf	75	1.0164921555300008
0.11	0.4	Inf	75	1.0458081144879925
0.11	0.8	Inf	75	1.0341138750257635
0.12	0	Inf	75	1
0.12	0.05	Inf	75	1.0042507863843524
0.12	0.1	Inf	75	1.0077650340764872
0.12	0.2	Inf	75	1.0251376730714856
0.12	0.4	Inf	75	1.0436187390620557
0.12	0.8	Inf	75	1.0840199630087077
0.13	0	Inf	75	1
0.13	0.05	Inf	75	1.0078573547715202
0.13	0.1	Inf	75	1.0101887163162944
0.13	0.2	Inf	75	1.0162421176049012
0.13	0.4	Inf	75	1.0528270437174287
0.13	0.8	Inf	75	1.0519220723404792
0.14	0	Inf	75	1
0.14	0.05	Inf	75	1.0059967248068604
0.14	0.1	Inf	75	1.0088767158543708
0.14	0.2	Inf	75	1.0223164822049233
0.14	0.4	Inf	75	1.0586551490074492
0.14	0.8	Inf	75	1.024751246434369
0.15	0	Inf	75	1
0.15	0.05	Inf	75	1.0054050852410639
0.15	0.1	Inf	75	1.0154113028644098
0.15	0.2	Inf	75	1.0399137314934834
0.15	0.4	Inf	75	1.0473878941055985
0.15	0.8	Inf	75	1.043166856219055
0.16	0	Inf	75	1
0.16	0.05	Inf	75	1.0046752228537703
0.16	0.1	Inf	75	1.0214562677654184
0.16	0.2	Inf	75	1.0219154791258087
0.16	0.4	Inf	75	1.046520870106353
0.16	0.8	Inf	75	1.087574526019506
0.17	0	Inf	75	1
0.17	0.05	Inf	75	1.0098799960678941
0.17	0.1	Inf	75	1.0102254324064082
0.17	0.2	Inf	75	1.0160087715688269
0.17	0.4	Inf	75	1.0647999630714013
0.17	0.8	Inf	75	1.107613510779964
0.18	0	Inf	75	1
0.18	0.05	Inf	75	1.011413104836285
0.18	0.1	Inf	75	1.014599617623383
0.18	0.2	Inf	75	1.0236885873267814
0.18	0.4	Inf	75	1.034227090540156
0.18	0.8	Inf	75	1.0969647382760557
0.19	0	Inf	75	1
0.19	0.05	Inf	75	1.007203091080517
0.19	0.1	Inf	75	1.0139637897794749
0.19	0.2	Inf	75	1.036656781832033
0.19	0.4	Inf	75	1.0460538477286558
0.19	0.8	Inf	75	1.0899518860829598
0.2	0	Inf	75	1
0.2	0.05	Inf	75	1.0066246550850535
0.2	0.1	Inf	75	1.0190748017922933
0.2	0.2	Inf	75	1.053840653784102
0.2	0.4	Inf	75	1.0587178051933994
0.2	0.8	Inf	75	1.092710800572378
0.21	0	Inf	75	1
0.21	0.05	Inf	75	1.0164568185609406
0.21	0.1	Inf	75	1.0074099336967088
0.21	0.2	Inf	75	1.071921973016365
0.21	0.4	Inf	75	1.0592018235859983
0.21	0.8	Inf	75	1.1152740907920673
0.22	0	Inf	75	1
0.22	0.05	Inf	75	1.0145404896435255
0.22	0.1	Inf	75	1.0209234981041448
0.22	0.2	Inf	75	1.0290994789608319
0.22	0.4	Inf	75	1.08594640408871
0.22	0.8	Inf	75	1.1869582008032684
0.23	0	Inf	75	1
0.23	0.05	Inf	75	1.0084222979503135
0.23	0.1	Inf	75	1.0142127195743904
0.23	0.2	Inf	75	1.0343902619619398
0.23	0.4	Inf	75	1.0686956423331007
