M_sigma	S	Q_alpha	motif_ratio_summary	motif_ratio
0.07	0.1	Inf	25	0.9919185248010112
0.07	0.2	Inf	25	0.9906534067627427
0.07	0.4	Inf	25	0.992814002062739
0.07	0.8	Inf	25	0.9736886872727089
0.08	0	Inf	25	1
0.08	0.05	Inf	25	0.996371472629847
0.08	0.1	Inf	25	0.9953240289346544
0.08	0.2	Inf	25	0.9916099444676743
0.08	0.4	Inf	25	0.9813780198604607
0.08	0.8	Inf	25	0.9392929918387047
0.09	0	Inf	25	1
0.09	0.05	Inf	25	0.9973745015752443
0.09	0.1	Inf	25	0.994597285345973
0.09	0.2	Inf	25	0.9914160299224608
0.09	0.4	Inf	25	0.9800955248856984
0.09	0.8	Inf	25	0.9555633551752057
0.1	0	Inf	25	1
0.1	0.05	Inf	25	0.9973427962433121
0.1	0.1	Inf	25	0.9913744270485558
0.1	0.2	Inf	25	0.9940261465019655
0.1	0.4	Inf	25	0.9675606194601205
0.1	0.8	Inf	25	0.9288096103337129
0.11	0	Inf	25	1
0.11	0.05	Inf	25	0.9958147929149433
0.11	0.1	Inf	25	0.9923218213143729
0.11	0.2	Inf	25	0.9883356273818671
0.11	0.4	Inf	25	0.9513222432815773
0.11	0.8	Inf	25	0.9725165880841986
0.12	0	Inf	25	1
0.12	0.05	Inf	25	0.996749603877408
0.12	0.1	Inf	25	0.9935116590212443
0.12	0.2	Inf	25	0.9847260302994152
0.12	0.4	Inf	25	0.9773025112003444
0.12	0.8	Inf	25	0.931010691447245
0.13	0	Inf	25	1
0.13	0.05	Inf	25	0.995348107172866
0.13	0.1	Inf	25	0.9928282451607531
0.13	0.2	Inf	25	0.9915024628808128
0.13	0.4	Inf	25	0.969000091176279
0.13	0.8	Inf	25	0.9333616901478787
0.14	0	Inf	25	1
0.14	0.05	Inf	25	0.9979872699478108
0.14	0.1	Inf	25	0.9931691239961045
0.14	0.2	Inf	25	0.986869028740239
0.14	0.4	Inf	25	0.9510511619063458
0.14	0.8	Inf	25	0.9868360986316206
0.15	0	Inf	25	1
0.15	0.05	Inf	25	0.996050736053919
0.15	0.1	Inf	25	0.9914188212793351
0.15	0.2	Inf	25	0.9780977596157394
0.15	0.4	Inf	25	0.9713276525475212
0.15	0.8	Inf	25	0.936846727362519
0.16	0	Inf	25	1
0.16	0.05	Inf	25	0.9940934108609092
0.16	0.1	Inf	25	0.9826955448973916
0.16	0.2	Inf	25	0.9875800639475304
0.16	0.4	Inf	25	0.9704335337472223
0.16	0.8	Inf	25	0.9453560006121322
0.17	0	Inf	25	1
0.17	0.05	Inf	25	0.9950181859003
0.17	0.1	Inf	25	0.9938760958552274
0.17	0.2	Inf	25	0.9854440619857436
0.17	0.4	Inf	25	0.9516101837089537
0.17	0.8	Inf	25	0.9117601871099795
0.18	0	Inf	25	1
0.18	0.05	Inf	25	0.9935604616072619
0.18	0.1	Inf	25	0.9881504201588083
0.18	0.2	Inf	25	0.9773684335152473
0.18	0.4	Inf	25	0.970090153710049
0.18	0.8	Inf	25	0.9440714991826137
0.19	0	Inf	25	1
0.19	0.05	Inf	25	0.9950726105180044
0.19	0.1	Inf	25	0.9913836438625201
0.19	0.2	Inf	25	0.9861614696592896
0.19	0.4	Inf	25	0.9670135654749554
0.19	0.8	Inf	25	0.923180078511774
0.2	0	Inf	25	1
0.2	0.05	Inf	25	0.9987222381378826
0.2	0.1	Inf	25	0.981363848877129
0.2	0.2	Inf	25	0.975875102887265
0.2	0.4	Inf	25	0.9653793529237216
0.2	0.8	Inf	25	0.9408453362478959
0.21	0	Inf	25	1
0.21	0.05	Inf	25	0.9942543426924447
0.21	0.1	Inf	25	0.9945902315860392
0.21	0.2	Inf	25	0.9694683562428734
0.21	0.4	Inf	25	0.9559207278238253
0.21	0.8	Inf	25	0.9261153668130035
0.22	0	Inf	25	1
0.22	0.05	Inf	25	0.9903368337160708
0.22	0.1	Inf	25	0.986493451953571
0.22	0.2	Inf	25	0.9835684009879369
0.22	0.4	Inf	25	0.96569432599381
0.22	0.8	Inf	25	0.8775505177891568
0.23	0	Inf	25	1
0.23	0.05	Inf	25	0.9954675303674484
0.23	0.1	Inf	25	0.9902716419032319
0.23	0.2	Inf	25	0.9839412354578345
0.23	0.4	Inf	25	0.9571456326130385
0.23	0.8	Inf	25	0.9262721030063961
0.24	0	Inf	25	1
0.24	0.05	Inf	25	0.9915632658513251
0.24	0.1	Inf	25	0.9879715834037684
0.24	0.2	Inf	25	0.9813192030007036
0.24	0.4	Inf	25	0.9370353977643031
0.24	0.8	Inf	25	0.8994649561061248
0.25	0	Inf	25	1
0.25	0.05	Inf	25	0.9984062087276417
0.25	0.1	Inf	25	0.9823863123076152
0.25	0.2	Inf	25	0.9741855563474415
0.25	0.4	Inf	25	0.9420585968220445
0.25	0.8	Inf	25	0.8582066088499014
0.26	0	Inf	25	1
0.26	0.05	Inf	25	0.989586573135133
0.26	0.1	Inf	25	0.9906911229623356
0.26	0.2	Inf	25	0.9754010630102146
0.26	0.4	Inf	25	0.941247803317345
0.26	0.8	Inf	25	0.8872844146269622
0.27	0	Inf	25	1
0.27	0.05	Inf	25	0.9923172624837667
0.27	0.1	Inf	25	0.9933467699588828
0.27	0.2	Inf	25	0.9692229235540213
0.27	0.4	Inf	25	0.9498390039592562
0.27	0.8	Inf	25	0.9055710626270045
0.28	0	Inf	25	1
0.28	0.05	Inf	25	0.9954139724161228
0.28	0.1	Inf	25	0.9969271183880554
0.28	0.2	Inf	25	0.9641575509678407
0.28	0.4	Inf	25	0.960665849842403
0.28	0.8	Inf	25	0.8614885130157959
0.29	0	Inf	25	1
0.29	0.05	Inf	25	0.9912042662578
0.29	0.1	Inf	25	0.9874568491420239
0.29	0.2	Inf	25	0.978794920993331
0.29	0.4	Inf	25	0.975649005206465
0.29	0.8	Inf	25	0.9221534492394758
0.3	0	Inf	25	1
0.3	0.05	Inf	25	0.9920269877419671
0.3	0.1	Inf	25	0.9888824289100882
0.3	0.2	Inf	25	0.9815090552944135
0.3	0.4	Inf	25	0.9679365372112626
0.3	0.8	Inf	25	0.9570646669227421
0.31	0	Inf	25	1
0.31	0.05	Inf	25	0.9911166553300871
0.31	0.1	Inf	25	0.9831828234656718
0.31	0.2	Inf	25	0.9721636093085404
0.31	0.4	Inf	25	0.932418867490022
0.31	0.8	Inf	25	0.8724153271726999
0.32	0	Inf	25	1
0.32	0.05	Inf	25	0.9964969184242023
0.32	0.1	Inf	25	0.9866294371895945
0.32	0.2	Inf	25	0.9592633645590223
0.32	0.4	Inf	25	0.9365257856169487
0.32	0.8	Inf	25	0.8361849846675886
0.33	0	Inf	25	1
0.33	0.05	Inf	25	0.9948118390493728
0.33	0.1	Inf	25	0.9963900899897633
0.33	0.2	Inf	25	0.9777136647791066
0.33	0.4	Inf	25	0.9205139094936551
0.33	0.8	Inf	25	0.9634006363435872
0.34	0	Inf	25	1
0.34	0.05	Inf	25	0.9925899393083497
0.34	0.1	Inf	25	0.9791717301721109
0.34	0.2	Inf	25	0.971155610318374
0.34	0.4	Inf	25	0.9338164459770035
0.34	0.8	Inf	25	0.8834019139673182
0.35	0	Inf	25	1
0.35	0.05	Inf	25	0.9905928399160263
0.35	0.1	Inf	25	0.9796443948931224
0.35	0.2	Inf	25	0.9462539939839312
0.35	0.4	Inf	25	0.9503584159900123
0.35	0.8	Inf	25	0.9062693662768109
0.36	0	Inf	25	1
0.36	0.05	Inf	25	0.9968961783671267
0.36	0.1	Inf	25	0.9831765434732169
0.36	0.2	Inf	25	0.9758223933768332
0.36	0.4	Inf	25	0.9187102630597641
0.36	0.8	Inf	25	0.8884058315144696
0.37	0	Inf	25	1
0.37	0.05	Inf	25	0.9958137142011684
0.37	0.1	Inf	25	0.9924857764083783
0.37	0.2	Inf	25	0.9632112730922096
0.37	0.4	Inf	25	0.9159389798344746
0.37	0.8	Inf	25	0.8327487802063213
0.38	0	Inf	25	1
0.38	0.05	Inf	25	0.9887255614500159
0.38	0.1	Inf	25	0.9855652208603357
0.38	0.2	Inf	25	0.9724628537961177
0.38	0.4	Inf	25	0.9460233416933377
0.38	0.8	Inf	25	0.8083785929247773
0.39	0	Inf	25	1
0.39	0.05	Inf	25	0.9938514780842
0.39	0.1	Inf	25	0.9832957091125107
0.39	0.2	Inf	25	0.9618204366059946
0.39	0.4	Inf	25	0.8916749355552759
0.39	0.8	Inf	25	0.8520112410772261
0.4	0	Inf	25	1
0.4	0.05	Inf	25	1.001286353455565
0.4	0.1	Inf	25	0.999549304010191
0.4	0.2	Inf	25	0.9500605864097166
0.4	0.4	Inf	25	0.9380439441488204
0.4	0.8	Inf	25	0.8855709260770055
0.41	0	Inf	25	1
0.41	0.05	Inf	25	0.991998514331481
0.41	0.1	Inf	25	0.9722414016817389
0.41	0.2	Inf	25	0.9622622758653929
0.41	0.4	Inf	25	0.9336089015817433
0.41	0.8	Inf	25	0.8704056307504495
0.42	0	Inf	25	1
0.42	0.05	Inf	25	0.9906237874799991
0.42	0.1	Inf	25	0.9862964807855845
0.42	0.2	Inf	25	0.9591379080974991
0.42	0.4	Inf	25	0.9435895892800917
0.42	0.8	Inf	25	0.983508231404596
0.43	0	Inf	25	1
0.43	0.05	Inf	25	0.9926398455828295
0.43	0.1	Inf	25	0.9831366593109248
0.43	0.2	Inf	25	0.9501696309411729
0.43	0.4	Inf	25	0.91877622678177
0.43	0.8	Inf	25	0.9293082578970219
0.44	0	Inf	25	1
0.44	0.05	Inf	25	0.9909330966496214
0.44	0.1	Inf	25	0.988881756200109
0.44	0.2	Inf	25	0.9653575376913752
0.44	0.4	Inf	25	0.9241019969421487
0.44	0.8	Inf	25	0.8491408462568703
0.45	0	Inf	25	1
0.45	0.05	Inf	25	0.9966115075384478
0.45	0.1	Inf	25	0.983824734820625
0.45	0.2	Inf	25	0.9658726974151709
0.45	0.4	Inf	25	0.9112264065254644
0.45	0.8	Inf	25	0.8873343403676953
0.46	0	Inf	25	1
0.46	0.05	Inf	25	0.9880475637149244
0.46	0.1	Inf	25	0.9730192527908119
0.46	0.2	Inf	25	0.9472663439475458
0.46	0.4	Inf	25	0.9369731710745698
0.46	0.8	Inf	25	0.8836689080141165
0.47	0	Inf	25	1
0.47	0.05	Inf	25	0.9941238342113442
0.47	0.1	Inf	25	0.9786824719341811
0.47	0.2	Inf	25	0.9470265328972537
0.47	0.4	Inf	25	0.8958671256109718
0.47	0.8	Inf	25	0.9741676435946045
0.48	0	Inf	25	1
0.48	0.05	Inf	25	1.0024174040688878
0.48	0.1	Inf	25	0.9836428409510352
0.48	0.2	Inf	25	0.9754889630697702
0.48	0.4	Inf	25	0.9032117069538083
0.48	0.8	Inf	25	0.9151241917674081
0.49	0	Inf	25	1
0.49	0.05	Inf	25	0.9922658967070056
0.49	0.1	Inf	25	0.9828520753958485
0.49	0.2	Inf	25	0.9704224472423655
0.49	0.4	Inf	25	0.9546751315167579
0.49	0.8	Inf	25	0.7624552586010802
0.5	0	Inf	25	1
0.5	0.05	Inf	25	0.9974095152109337
0.5	0.1	Inf	25	0.9905668799587961
0.5	0.2	Inf	25	0.9729631892061235
0.5	0.4	Inf	25	0.9787692326571799
0.5	0.8	Inf	25	0.8974054249249819
0.51	0	Inf	25	1
0.51	0.05	Inf	25	0.9869137062465589
0.51	0.1	Inf	25	0.9839897138245681
0.51	0.2	Inf	25	0.9759188116830034
0.51	0.4	Inf	25	0.9715338419327045
0.51	0.8	Inf	25	1.0591285868374818
0.52	0	Inf	25	1
0.52	0.05	Inf	25	0.9903617892837218
0.52	0.1	Inf	25	0.9728813168356454
0.52	0.2	Inf	25	0.969840175553329
0.52	0.4	Inf	25	0.8784625198630069
0.52	0.8	Inf	25	0.9109442040695861
0.53	0	Inf	25	1
0.53	0.05	Inf	25	0.98792499066059
0.53	0.1	Inf	25	0.9879807478060347
0.53	0.2	Inf	25	0.9630136522473783
0.53	0.4	Inf	25	0.9422790241085266
0.53	0.8	Inf	25	0.8743698015605541
0.54	0	Inf	25	1
0.54	0.05	Inf	25	0.9876306817286137
0.54	0.1	Inf	25	0.9851720638509467
0.54	0.2	Inf	25	0.9857739638060893
0.54	0.4	Inf	25	0.8907721699683193
0.54	0.8	Inf	25	0.7500580260211498
0.55	0	Inf	25	1
0.55	0.05	Inf	25	1.0030563600991043
0.55	0.1	Inf	25	0.979950142831886
0.55	0.2	Inf	25	0.9480969450660202
0.55	0.4	Inf	25	0.8861639703086964
0.55	0.8	Inf	25	0.8146015248735651
0.56	0	Inf	25	1
0.56	0.05	Inf	25	0.9897976483872517
0.56	0.1	Inf	25	0.9809246492936222
0.56	0.2	Inf	25	0.981995687082265
0.56	0.4	Inf	25	0.9008410849988199
0.56	0.8	Inf	25	0.8713103913251531
0.57	0	Inf	25	1
0.57	0.05	Inf	25	0.9858432559034509
0.57	0.1	Inf	25	0.9801512526512792
0.57	0.2	Inf	25	0.9724530704924064
0.57	0.4	Inf	25	0.9598817434489054
0.57	0.8	Inf	25	0.7605684434853659
0.58	0	Inf	25	1
0.58	0.05	Inf	25	0.9894307055386955
0.58	0.1	Inf	25	0.9918028891656374
0.58	0.2	Inf	25	0.9619527154135732
0.58	0.4	Inf	25	0.9424955821180021
0.58	0.8	Inf	25	0.9188908995238585
0.59	0	Inf	25	1
0.59	0.05	Inf	25	0.9876230773314385
0.59	0.1	Inf	25	0.9798975460462201
0.59	0.2	Inf	25	0.9554624304798659
0.59	0.4	Inf	25	0.8417016991519515
0.59	0.8	Inf	25	0.8328815752556714
0.6	0	Inf	25	1
0.6	0.05	Inf	25	0.9935048333189678
0.6	0.1	Inf	25	0.9891343389961056
0.6	0.2	Inf	25	0.9872995816299319
0.6	0.4	Inf	25	0.932342331619257
0.6	0.8	Inf	25	0.8180475400684087
0.61	0	Inf	25	1
0.61	0.05	Inf	25	0.9884937991757596
0.61	0.1	Inf	25	0.9732903817754366
0.61	0.2	Inf	25	0.9285990339822785
0.61	0.4	Inf	25	0.9332914604161117
0.61	0.8	Inf	25	0.8264605597922328
0.62	0	Inf	25	1
0.62	0.05	Inf	25	0.9892686735760228
0.62	0.1	Inf	25	0.9743960610212631
0.62	0.2	Inf	25	0.9512990302367489
0.62	0.4	Inf	25	0.9168811845513992
0.62	0.8	Inf	25	0.8486856910362343
0.63	0	Inf	25	1
0.63	0.05	Inf	25	0.9914843735307274
0.63	0.1	Inf	25	0.9744188926152824
0.63	0.2	Inf	25	0.9535437816415566
0.63	0.4	Inf	25	0.8842286866907665
0.63	0.8	Inf	25	0.983040351208505
0.64	0	Inf	25	1
0.64	0.05	Inf	25	1.0012655109120163
0.64	0.1	Inf	25	0.9859476734863198
0.64	0.2	Inf	25	0.9659633098486604
0.64	0.4	Inf	25	0.9371038591669865
0.64	0.8	Inf	25	0.9328349535750011
0.65	0	Inf	25	1
0.65	0.05	Inf	25	0.9874377047599016
0.65	0.1	Inf	25	0.9742896856885334
0.65	0.2	Inf	25	1.0158473081764021
0.65	0.4	Inf	25	0.9105300609885612
0.65	0.8	Inf	25	0.7598355687500902
0.66	0	Inf	25	1
0.66	0.05	Inf	25	0.9904828720133876
0.66	0.1	Inf	25	0.9728476323597796
0.66	0.2	Inf	25	1.0168430143703462
0.66	0.4	Inf	25	0.9470655814998724
0.66	0.8	Inf	25	0.7744392445492305
0.67	0	Inf	25	1
0.67	0.05	Inf	25	0.9944733999192544
0.67	0.1	Inf	25	0.9834245707416762
0.67	0.2	Inf	25	0.994647191465279
0.67	0.4	Inf	25	0.931878854761904
0.67	0.8	Inf	25	0.8049296706193345
0.68	0	Inf	25	1
0.68	0.05	Inf	25	0.9888432197981072
0.68	0.1	Inf	25	0.9795672485055357
0.68	0.2	Inf	25	0.9565143668188989
0.68	0.4	Inf	25	0.9731915603554527
0.68	0.8	Inf	25	0.8118372603589945
0.69	0	Inf	25	1
0.69	0.05	Inf	25	1.0036260401120336
0.69	0.1	Inf	25	0.9828302856659501
0.69	0.2	Inf	25	0.9599688368340589
0.69	0.4	Inf	25	0.9592709993068815
0.69	0.8	Inf	25	0.7770848127729746
0.7	0	Inf	25	1
0.7	0.05	Inf	25	0.9911697606712117
0.7	0.1	Inf	25	0.9885337399450185
0.7	0.2	Inf	25	0.9814652750773728
0.7	0.4	Inf	25	0.9169990413934326
0.7	0.8	Inf	25	1.0961190781721475
0.71	0	Inf	25	1
0.71	0.05	Inf	25	0.9850591271629897
0.71	0.1	Inf	25	0.9756560646224668
0.71	0.2	Inf	25	0.9626995231615245
0.71	0.4	Inf	25	0.9654972278434495
0.71	0.8	Inf	25	0.7352226526338701
0.72	0	Inf	25	1
0.72	0.05	Inf	25	0.9889911458000664
0.72	0.1	Inf	25	1.0080108109205086
0.72	0.2	Inf	25	0.9741935579473896
0.72	0.4	Inf	25	1.0535441601593822
0.72	0.8	Inf	25	0.7542922378905106
0.73	0	Inf	25	1
0.73	0.05	Inf	25	0.9903843426485863
0.73	0.1	Inf	25	0.9704324622987612
0.73	0.2	Inf	25	0.930635794148205
0.73	0.4	Inf	25	0.9247550183665059
0.73	0.8	Inf	25	0.9108266367852333
0.74	0	Inf	25	1
0.74	0.05	Inf	25	0.9899007210475714
0.74	0.1	Inf	25	0.9862197301327092
0.74	0.2	Inf	25	0.9701066466927556
0.74	0.4	Inf	25	0.9795708500452899
0.74	0.8	Inf	25	0.7380013741267683
0.75	0	Inf	25	1
0.75	0.05	Inf	25	0.9903862309874822
0.75	0.1	Inf	25	0.9675699521062486
0.75	0.2	Inf	25	0.9415296177417212
0.75	0.4	Inf	25	0.9300450399423965
0.75	0.8	Inf	25	0.9327732199499574
0.76	0	Inf	25	1
0.76	0.05	Inf	25	0.9882599888276142
0.76	0.1	Inf	25	0.9936773146853108
0.76	0.2	Inf	25	0.9495987765198963
0.76	0.4	Inf	25	0.895986733930892
0.76	0.8	Inf	25	0.7637741189286871
0.77	0	Inf	25	1
0.77	0.05	Inf	25	0.996031950918664
0.77	0.1	Inf	25	0.9759654830860125
0.77	0.2	Inf	25	0.9842180268939421
0.77	0.4	Inf	25	0.9532991464765423
0.77	0.8	Inf	25	0.7320008531509528
0.78	0	Inf	25	1
0.78	0.05	Inf	25	0.9933050535945539
0.78	0.1	Inf	25	0.9727948804128148
0.78	0.2	Inf	25	0.9896161519538075
0.78	0.4	Inf	25	0.9006509704457667
0.78	0.8	Inf	25	1.085282621940462
0.79	0	Inf	25	1
0.79	0.05	Inf	25	0.9925251136424678
0.79	0.1	Inf	25	0.989198961512763
0.79	0.2	Inf	25	0.9801312441158908
0.79	0.4	Inf	25	0.9224616771519352
0.79	0.8	Inf	25	0.936212859472833
0.8	0	Inf	25	1
0.8	0.05	Inf	25	0.9890938506896967
0.8	0.1	Inf	25	0.9708423804635242
0.8	0.2	Inf	25	1.0181688586926383
0.8	0.4	Inf	25	0.8816041755359036
0.8	0.8	Inf	25	0.8781515441094865
0.81	0	Inf	25	1
0.81	0.05	Inf	25	0.9850222878925303
0.81	0.1	Inf	25	0.9733215487217869
0.81	0.2	Inf	25	0.9276365422869218
0.81	0.4	Inf	25	0.9036612893709806
0.81	0.8	Inf	25	0.7689940363500984
0.82	0	Inf	25	1
0.82	0.05	Inf	25	0.9911977236773432
0.82	0.1	Inf	25	0.9921107822245246
0.82	0.2	Inf	25	0.9515261305698893
0.82	0.4	Inf	25	0.8546165726494919
0.82	0.8	Inf	25	1.1737649169035453
0.83	0	Inf	25	1
0.83	0.05	Inf	25	0.9903516174842089
0.83	0.1	Inf	25	0.9632462819195283
0.83	0.2	Inf	25	1.0161277245891323
0.83	0.4	Inf	25	1.1076676374752883
0.83	0.8	Inf	25	0.9042155188128178
0.84	0	Inf	25	1
0.84	0.05	Inf	25	0.9918739088041891
0.84	0.1	Inf	25	0.9923351188587102
0.84	0.2	Inf	25	0.9650294978657628
0.84	0.4	Inf	25	0.8708422219712753
0.84	0.8	Inf	25	0.8465931364161878
0.85	0	Inf	25	1
0.85	0.05	Inf	25	0.9936724897708344
0.85	0.1	Inf	25	0.987992740165471
0.85	0.2	Inf	25	0.9500207368475028
0.85	0.4	Inf	25	0.9068535508939949
0.85	0.8	Inf	25	0.9359540424143205
0.86	0	Inf	25	1
0.86	0.05	Inf	25	0.9910738003426871
0.86	0.1	Inf	25	0.966015716172138
0.86	0.2	Inf	25	1.0101441034543648
0.86	0.4	Inf	25	0.9208941706340611
0.86	0.8	Inf	25	0.9919576344016628
0.87	0	Inf	25	1
0.87	0.05	Inf	25	0.996359820606335
0.87	0.1	Inf	25	0.9669117085175069
0.87	0.2	Inf	25	0.9442645143707835
0.87	0.4	Inf	25	0.9112944092675571
0.87	0.8	Inf	25	0.6724824377736691
0.88	0	Inf	25	1
0.88	0.05	Inf	25	0.9871105903283297
0.88	0.1	Inf	25	0.9882493538937345
0.88	0.2	Inf	25	0.9551648413820654
0.88	0.4	Inf	25	0.8909213105182748
0.88	0.8	Inf	25	0.9332653502127572
0.89	0	Inf	25	1
0.89	0.05	Inf	25	0.992424260864805
0.89	0.1	Inf	25	0.9770255250834301
0.89	0.2	Inf	25	0.992575602893784
0.89	0.4	Inf	25	0.9591879158471462
0.89	0.8	Inf	25	1.0145287528646891
0.9	0	Inf	25	1
0.9	0.05	Inf	25	0.986514371765677
0.9	0.1	Inf	25	0.9882322636425723
0.9	0.2	Inf	25	0.985561303826026
0.9	0.4	Inf	25	0.8578874285026641
0.9	0.8	Inf	25	0.9848865010796747
0.91	0	Inf	25	1
0.91	0.05	Inf	25	0.9925882204343915
0.91	0.1	Inf	25	0.9808838626273775
0.91	0.2	Inf	25	0.9989985778007415
0.91	0.4	Inf	25	0.9384176869225658
0.91	0.8	Inf	25	0.8781814365690047
0.92	0	Inf	25	1
0.92	0.05	Inf	25	1.0008222352192724
0.92	0.1	Inf	25	0.9926220081330244
0.92	0.2	Inf	25	0.9478129692561815
0.92	0.4	Inf	25	0.9136111713744045
0.92	0.8	Inf	25	0.6470852410902158
0.93	0	Inf	25	1
0.93	0.05	Inf	25	0.982639717029692
0.93	0.1	Inf	25	0.9680377430933359
0.93	0.2	Inf	25	1.018083898849967
0.93	0.4	Inf	25	1.1073120019691391
0.93	0.8	Inf	25	0.8046072069552637
0.94	0	Inf	25	1
0.94	0.05	Inf	25	1.0010206836378925
0.94	0.1	Inf	25	1.0049998815370897
0.94	0.2	Inf	25	0.9909662453003324
0.94	0.4	Inf	25	0.9335817609893979
0.94	0.8	Inf	25	1.0427989041430754
0.95	0	Inf	25	1
0.95	0.05	Inf	25	0.9948790992256121
0.95	0.1	Inf	25	0.9839799132678678
0.95	0.2	Inf	25	0.9623274850027188
0.95	0.4	Inf	25	0.8581600313512256
0.95	0.8	Inf	25	0.8823445988791996
0.96	0	Inf	25	1
0.96	0.05	Inf	25	1.0182612824777622
0.96	0.1	Inf	25	0.9714179564921293
0.96	0.2	Inf	25	0.9473593004401597
0.96	0.4	Inf	25	0.843297902914647
0.96	0.8	Inf	25	0.8191723295815215
0.97	0	Inf	25	1
0.97	0.05	Inf	25	0.9881596252419987
0.97	0.1	Inf	25	0.9649176833335221
0.97	0.2	Inf	25	0.9543423140798944
0.97	0.4	Inf	25	0.9257258013075095
0.97	0.8	Inf	25	0.7797750932845195
0.98	0	Inf	25	1
0.98	0.05	Inf	25	0.9854178554234478
0.98	0.1	Inf	25	0.9822878217372335
0.98	0.2	Inf	25	0.957681747764518
0.98	0.4	Inf	25	0.923102942239639
0.98	0.8	Inf	25	0.940743962141499
0.99	0	Inf	25	1
0.99	0.05	Inf	25	0.9864377101506479
0.99	0.1	Inf	25	1.0843872781222512
0.99	0.2	Inf	25	0.9622633373076264
0.99	0.4	Inf	25	0.9975699033119887
0.99	0.8	Inf	25	1.1357572728965242
1	0	Inf	25	1
1	0.05	Inf	25	1.0050585548453026
1	0.1	Inf	25	1.0473866464484831
1	0.2	Inf	25	0.9435888303331703
1	0.4	Inf	25	1.0005673873939551
1	0.8	Inf	25	1.5895624758617282
0	0	Inf	50	1
0	0.05	Inf	50	1
0	0.1	Inf	50	1
0	0.2	Inf	50	1
0	0.4	Inf	50	1
0	0.8	Inf	50	0.9999999999999999
0.01	0	Inf	50	1
0.01	0.05	Inf	50	0.9997994767996803
0.01	0.1	Inf	50	1.000197600322217
0.01	0.2	Inf	50	0.9996628373162806
0.01	0.4	Inf	50	1.0004861336643271
0.01	0.8	Inf	50	1.0010414686633673
0.02	0	Inf	50	1
0.02	0.05	Inf	50	1.000260402096777
0.02	0.1	Inf	50	0.9994575657583238
0.02	0.2	Inf	50	0.9998238861924374
0.02	0.4	Inf	50	0.9982798406920084
0.02	0.8	Inf	50	1.0025839076438974
0.03	0	Inf	50	1
0.03	0.05	Inf	50	0.9998854393049144
0.03	0.1	Inf	50	0.9992328048719161
0.03	0.2	Inf	50	0.9985959393507043
0.03	0.4	Inf	50	0.9999178747361445
0.03	0.8	Inf	50	0.9993187381736279
0.04	0	Inf	50	1
0.04	0.05	Inf	50	0.9999711739465122
0.04	0.1	Inf	50	0.9996835898168477
0.04	0.2	Inf	50	1.0011437968511328
0.04	0.4	Inf	50	1.0003391893815592
0.04	0.8	Inf	50	1.0008064945074833
0.05	0	Inf	50	1
0.05	0.05	Inf	50	0.9998972761083178
0.05	0.1	Inf	50	1.0005880647416219
0.05	0.2	Inf	50	1.0021998934556549
0.05	0.4	Inf	50	0.999158403569118
0.05	0.8	Inf	50	0.994448701292084
0.06	0	Inf	50	1
0.06	0.05	Inf	50	0.9999987808357768
0.06	0.1	Inf	50	1.0010986635274663
0.06	0.2	Inf	50	1.0003922558258223
0.06	0.4	Inf	50	0.9990802816736302
0.06	0.8	Inf	50	1.0074452208205567
0.07	0	Inf	50	1
0.07	0.05	Inf	50	1.0002707900560273
0.07	0.1	Inf	50	1.0020448019620325
0.07	0.2	Inf	50	0.9951401900279546
0.07	0.4	Inf	50	1.008690277106583
0.07	0.8	Inf	50	0.9956477844351581
0.08	0	Inf	50	1
0.08	0.05	Inf	50	0.9999778373733887
0.08	0.1	Inf	50	1.000222215153847
0.08	0.2	Inf	50	1.0033032362667749
0.08	0.4	Inf	50	1.0035068427123917
0.08	0.8	Inf	50	0.9945854671091033
0.09	0	Inf	50	1
0.09	0.05	Inf	50	0.999161890395623
0.09	0.1	Inf	50	0.9998657235720091
0.09	0.2	Inf	50	0.9980321681691315
0.09	0.4	Inf	50	0.9949833890894144
0.09	0.8	Inf	50	0.9921059574435938
0.1	0	Inf	50	1
0.1	0.05	Inf	50	0.9997099846731161
0.1	0.1	Inf	50	1.003307169398055
0.1	0.2	Inf	50	1.001831835907454
0.1	0.4	Inf	50	0.9973780841485824
0.1	0.8	Inf	50	1.0029103988695613
0.11	0	Inf	50	1
0.11	0.05	Inf	50	1.0007773727997555
0.11	0.1	Inf	50	1.0000322625725853
0.11	0.2	Inf	50	0.9984189103388522
0.11	0.4	Inf	50	1.013830380676413
0.11	0.8	Inf	50	1.0110632109764461
0.12	0	Inf	50	1
0.12	0.05	Inf	50	1.0019662944227417
0.12	0.1	Inf	50	0.9987680761179107
0.12	0.2	Inf	50	0.99774464971471
0.12	0.4	Inf	50	1.0005668958495493
0.12	0.8	Inf	50	1.006955200978388
0.13	0	Inf	50	1
0.13	0.05	Inf	50	1.000383311469834
0.13	0.1	Inf	50	0.9990648820838077
0.13	0.2	Inf	50	1.00318743667144
0.13	0.4	Inf	50	1.033622917517727
0.13	0.8	Inf	50	0.9807497765362341
0.14	0	Inf	50	1
0.14	0.05	Inf	50	1.000323868790741
0.14	0.1	Inf	50	1.0015372668083846
0.14	0.2	Inf	50	1.0084174323914978
0.14	0.4	Inf	50	1.0204059168438149
0.14	0.8	Inf	50	1.0082357430059772
0.15	0	Inf	50	1
0.15	0.05	Inf	50	0.9987218428720577
0.15	0.1	Inf	50	0.9975318890196632
