M_sigma	S	Q_alpha	motif_exon_summary	motif_exon
0.03	0	Inf	50	0.04993155276566155
0.03	0.05	Inf	50	0.05011200451027788
0.03	0.1	Inf	50	0.05034842910085729
0.03	0.2	Inf	50	0.05028346827718584
0.03	0.4	Inf	50	0.05000644026205758
0.03	0.8	Inf	50	0.050008523036317545
0.04	0	Inf	50	0.049443877444497374
0.04	0.05	Inf	50	0.05002803105859238
0.04	0.1	Inf	50	0.050142841501064045
0.04	0.2	Inf	50	0.049774732270643135
0.04	0.4	Inf	50	0.04997467405273681
0.04	0.8	Inf	50	0.04999001433756484
0.05	0	Inf	50	0.050426207803842604
0.05	0.05	Inf	50	0.05009885877021568
0.05	0.1	Inf	50	0.04973717406247845
0.05	0.2	Inf	50	0.04956553728587585
0.05	0.4	Inf	50	0.05006339485911087
0.05	0.8	Inf	50	0.05006992707927052
0.06	0	Inf	50	0.04958390310082918
0.06	0.05	Inf	50	0.050001442775423774
0.06	0.1	Inf	50	0.049511015107501714
0.06	0.2	Inf	50	0.04992335467033518
0.06	0.4	Inf	50	0.05006914637183017
0.06	0.8	Inf	50	0.04990800526653227
0.07	0	Inf	50	0.047791468843132866
0.07	0.05	Inf	50	0.049744178817439144
0.07	0.1	Inf	50	0.04909851144346463
0.07	0.2	Inf	50	0.050996538443309314
0.07	0.4	Inf	50	0.04936209049951408
0.07	0.8	Inf	50	0.050055202848640984
0.08	0	Inf	50	0.049774554709486385
0.08	0.05	Inf	50	0.05002592983966941
0.08	0.1	Inf	50	0.049902255608466325
0.08	0.2	Inf	50	0.0493524142346264
0.08	0.4	Inf	50	0.04973981138313013
0.08	0.8	Inf	50	0.05006816742674373
0.09	0	Inf	50	0.049867990566273245
0.09	0.05	Inf	50	0.050811284352574815
0.09	0.1	Inf	50	0.050062705452888726
0.09	0.2	Inf	50	0.05039963358613232
0.09	0.4	Inf	50	0.05038381349708129
0.09	0.8	Inf	50	0.0500996621855628
0.1	0	Inf	50	0.04864979193524543
0.1	0.05	Inf	50	0.05029620239616417
0.1	0.1	Inf	50	0.048562328507681114
0.1	0.2	Inf	50	0.04963748965377698
0.1	0.4	Inf	50	0.05019801617419469
0.1	0.8	Inf	50	0.04996375225762605
0.11	0	Inf	50	0.05011449598916198
0.11	0.05	Inf	50	0.04927280399290475
0.11	0.1	Inf	50	0.049997566503235946
0.11	0.2	Inf	50	0.05031874607303559
0.11	0.4	Inf	50	0.04899920300879422
0.11	0.8	Inf	50	0.0498650893708482
0.12	0	Inf	50	0.050625350713064565
0.12	0.05	Inf	50	0.04821582478448165
0.12	0.1	Inf	50	0.05056409015792337
0.12	0.2	Inf	50	0.050456570957170765
0.12	0.4	Inf	50	0.04995756533026707
0.12	0.8	Inf	50	0.04991473171112104
0.13	0	Inf	50	0.04887069576770034
0.13	0.05	Inf	50	0.04966564930308133
0.13	0.1	Inf	50	0.05042598766517479
0.13	0.2	Inf	50	0.049373272702902676
0.13	0.4	Inf	50	0.047673825324806775
0.13	0.8	Inf	50	0.050246560730625986
0.14	0	Inf	50	0.051199162251438585
0.14	0.05	Inf	50	0.0497001221765164
0.14	0.1	Inf	50	0.04932511950284621
0.14	0.2	Inf	50	0.04838748964889038
0.14	0.4	Inf	50	0.048543968696514214
0.14	0.8	Inf	50	0.04989813178514668
0.15	0	Inf	50	0.04959482451850303
0.15	0.05	Inf	50	0.05124790446574182
0.15	0.1	Inf	50	0.05117077638944517
0.15	0.2	Inf	50	0.05131371226585672
0.15	0.4	Inf	50	0.05036211241205134
0.15	0.8	Inf	50	0.05009742535363536
0.16	0	Inf	50	0.0500157367958087
0.16	0.05	Inf	50	0.050304148535047125
0.16	0.1	Inf	50	0.04797799396882951
0.16	0.2	Inf	50	0.04992532517378672
0.16	0.4	Inf	50	0.050374420607048574
0.16	0.8	Inf	50	0.04980253468541458
0.17	0	Inf	50	0.05023230001670792
0.17	0.05	Inf	50	0.05168345828588086
0.17	0.1	Inf	50	0.04867435093908402
0.17	0.2	Inf	50	0.05026877860943966
0.17	0.4	Inf	50	0.04856118370504892
0.17	0.8	Inf	50	0.04986380225337288
0.18	0	Inf	50	0.04713983127290395
0.18	0.05	Inf	50	0.04949480436351962
0.18	0.1	Inf	50	0.049624400706418915
0.18	0.2	Inf	50	0.0496716104961525
0.18	0.4	Inf	50	0.0491057479065838
0.18	0.8	Inf	50	0.050169591934330154
0.19	0	Inf	50	0.04990476609994429
0.19	0.05	Inf	50	0.04908408396582099
0.19	0.1	Inf	50	0.04831599982091897
0.19	0.2	Inf	50	0.049708708266239916
0.19	0.4	Inf	50	0.048924777134795774
0.19	0.8	Inf	50	0.05015899302816687
0.2	0	Inf	50	0.04677866541556974
0.2	0.05	Inf	50	0.048312457315087445
0.2	0.1	Inf	50	0.046907919973941926
0.2	0.2	Inf	50	0.04977099533510829
0.2	0.4	Inf	50	0.05074980154472904
0.2	0.8	Inf	50	0.04977357672909566
0.21	0	Inf	50	0.049625625416366476
0.21	0.05	Inf	50	0.04807360306826905
0.21	0.1	Inf	50	0.049775338178283564
0.21	0.2	Inf	50	0.049613756343528964
0.21	0.4	Inf	50	0.049222620263961556
0.21	0.8	Inf	50	0.049292770675396384
0.22	0	Inf	50	0.04966424916608762
0.22	0.05	Inf	50	0.04734586006660599
0.22	0.1	Inf	50	0.04784436177175692
0.22	0.2	Inf	50	0.04914648788211551
0.22	0.4	Inf	50	0.050614647222369254
0.22	0.8	Inf	50	0.04930118481213071
0.23	0	Inf	50	0.04997348062975175
0.23	0.05	Inf	50	0.04813358497857706
0.23	0.1	Inf	50	0.048503148846619305
0.23	0.2	Inf	50	0.047552308087750704
0.23	0.4	Inf	50	0.04950224801685393
0.23	0.8	Inf	50	0.04982387493480149
0.24	0	Inf	50	0.04630046523596869
0.24	0.05	Inf	50	0.0457036685159698
0.24	0.1	Inf	50	0.05087222181912621
0.24	0.2	Inf	50	0.050759378276788655
0.24	0.4	Inf	50	0.04861174538590031
0.24	0.8	Inf	50	0.04902672313112668
0.25	0	Inf	50	0.045523505086316696
0.25	0.05	Inf	50	0.04615473960987568
0.25	0.1	Inf	50	0.0481587864858865
0.25	0.2	Inf	50	0.05130964665225674
0.25	0.4	Inf	50	0.04949656459167949
0.25	0.8	Inf	50	0.04883054173034711
0.26	0	Inf	50	0.049883792252154974
0.26	0.05	Inf	50	0.05168332830431631
0.26	0.1	Inf	50	0.04990983298435778
0.26	0.2	Inf	50	0.05162718962848462
0.26	0.4	Inf	50	0.04735544790192201
0.26	0.8	Inf	50	0.04966106918415432
0.27	0	Inf	50	0.04917041920361749
0.27	0.05	Inf	50	0.04835843019183331
0.27	0.1	Inf	50	0.049755081924189655
0.27	0.2	Inf	50	0.04915237102720735
0.27	0.4	Inf	50	0.04736436874697578
0.27	0.8	Inf	50	0.04946319492800842
0.28	0	Inf	50	0.04533609340341338
0.28	0.05	Inf	50	0.04824863134375785
0.28	0.1	Inf	50	0.046538992670042766
0.28	0.2	Inf	50	0.047476233828541006
0.28	0.4	Inf	50	0.04944543778370952
0.28	0.8	Inf	50	0.04925519630738203
0.29	0	Inf	50	0.047350335765720175
0.29	0.05	Inf	50	0.05006611171120123
0.29	0.1	Inf	50	0.0477013013144858
0.29	0.2	Inf	50	0.048621449197457686
0.29	0.4	Inf	50	0.05015032210923312
0.29	0.8	Inf	50	0.04918795394082841
0.3	0	Inf	50	0.047419823721825044
0.3	0.05	Inf	50	0.0512763380950889
0.3	0.1	Inf	50	0.048284328800667714
0.3	0.2	Inf	50	0.05001534833381623
0.3	0.4	Inf	50	0.04835677750107565
0.3	0.8	Inf	50	0.04967003268715966
0.31	0	Inf	50	0.0511268542730794
0.31	0.05	Inf	50	0.04724773940509292
0.31	0.1	Inf	50	0.051977724776088176
0.31	0.2	Inf	50	0.05172173997897377
0.31	0.4	Inf	50	0.04950445643380057
0.31	0.8	Inf	50	0.04879313366758272
0.32	0	Inf	50	0.045318610802883186
0.32	0.05	Inf	50	0.0464989693392681
0.32	0.1	Inf	50	0.04598197958582576
0.32	0.2	Inf	50	0.04761475024671702
0.32	0.4	Inf	50	0.04497355204467653
0.32	0.8	Inf	50	0.04957889175461698
0.33	0	Inf	50	0.049637413431506135
0.33	0.05	Inf	50	0.05078369746021626
0.33	0.1	Inf	50	0.045211135466304835
0.33	0.2	Inf	50	0.04873599452499726
0.33	0.4	Inf	50	0.04831885931789692
0.33	0.8	Inf	50	0.0498630515412684
0.34	0	Inf	50	0.05135438869100081
0.34	0.05	Inf	50	0.049386558391313715
0.34	0.1	Inf	50	0.04913171514991663
0.34	0.2	Inf	50	0.0451220809617487
0.34	0.4	Inf	50	0.04905454617133968
0.34	0.8	Inf	50	0.050320765692075525
0.35	0	Inf	50	0.05051106609801095
0.35	0.05	Inf	50	0.043877930049292954
0.35	0.1	Inf	50	0.04822636384489084
0.35	0.2	Inf	50	0.04656877936492925
0.35	0.4	Inf	50	0.04650277991636398
0.35	0.8	Inf	50	0.049842157699837616
0.36	0	Inf	50	0.04551095841826001
0.36	0.05	Inf	50	0.04254464230177396
0.36	0.1	Inf	50	0.04925694718158857
0.36	0.2	Inf	50	0.04797505219781956
0.36	0.4	Inf	50	0.04584283526569359
0.36	0.8	Inf	50	0.048769386685262844
0.37	0	Inf	50	0.04691813658924898
0.37	0.05	Inf	50	0.05035771292919172
0.37	0.1	Inf	50	0.047909244753567476
0.37	0.2	Inf	50	0.04796827805184313
0.37	0.4	Inf	50	0.04614019372487741
0.37	0.8	Inf	50	0.049312480202836996
0.38	0	Inf	50	0.04816119215315888
0.38	0.05	Inf	50	0.04573314600222296
0.38	0.1	Inf	50	0.04793679829964148
0.38	0.2	Inf	50	0.04583025729508955
0.38	0.4	Inf	50	0.049485196980899857
0.38	0.8	Inf	50	0.049918455539671974
0.39	0	Inf	50	0.046112086904117236
0.39	0.05	Inf	50	0.0486949887359138
0.39	0.1	Inf	50	0.047634695084387814
0.39	0.2	Inf	50	0.04517490819447754
0.39	0.4	Inf	50	0.047302047470153194
0.39	0.8	Inf	50	0.04935749309635737
0.4	0	Inf	50	0.04347045203031526
0.4	0.05	Inf	50	0.04073802286618668
0.4	0.1	Inf	50	0.04527056552078482
0.4	0.2	Inf	50	0.048131459730260374
0.4	0.4	Inf	50	0.046443952383449616
0.4	0.8	Inf	50	0.049073481319567985
0.41	0	Inf	50	0.04513602399395186
0.41	0.05	Inf	50	0.042822954279480206
0.41	0.1	Inf	50	0.039907837390636344
0.41	0.2	Inf	50	0.04714567971087866
0.41	0.4	Inf	50	0.050018724872513444
0.41	0.8	Inf	50	0.050432134545862616
0.42	0	Inf	50	0.046732274938681935
0.42	0.05	Inf	50	0.04972272070519105
0.42	0.1	Inf	50	0.04951173356543301
0.42	0.2	Inf	50	0.05038342131149561
0.42	0.4	Inf	50	0.04574539808453873
0.42	0.8	Inf	50	0.04869663574607251
0.43	0	Inf	50	0.04283164242987916
0.43	0.05	Inf	50	0.04754993669827423
0.43	0.1	Inf	50	0.04632533664134857
0.43	0.2	Inf	50	0.04396939094740153
0.43	0.4	Inf	50	0.047580380675603356
0.43	0.8	Inf	50	0.048482928276292456
0.44	0	Inf	50	0.04300921364342722
0.44	0.05	Inf	50	0.04080810956572446
0.44	0.1	Inf	50	0.045903442076380765
0.44	0.2	Inf	50	0.045325028844290044
0.44	0.4	Inf	50	0.05026387392830532
0.44	0.8	Inf	50	0.046988301371732766
0.45	0	Inf	50	0.0452632628832042
0.45	0.05	Inf	50	0.0369513909803406
0.45	0.1	Inf	50	0.046202947729070916
0.45	0.2	Inf	50	0.05156607648967837
0.45	0.4	Inf	50	0.046442076403621364
0.45	0.8	Inf	50	0.0484816667988055
0.46	0	Inf	50	0.052650971916043565
0.46	0.05	Inf	50	0.048676299567374695
0.46	0.1	Inf	50	0.04186283838510231
0.46	0.2	Inf	50	0.04831960844862804
0.46	0.4	Inf	50	0.04838906925080197
0.46	0.8	Inf	50	0.05026831755592848
0.47	0	Inf	50	0.04219300607912334
0.47	0.05	Inf	50	0.0454846122790524
0.47	0.1	Inf	50	0.04463453818726965
0.47	0.2	Inf	50	0.04739353852477457
0.47	0.4	Inf	50	0.04743053047233277
0.47	0.8	Inf	50	0.048152962201200036
0.48	0	Inf	50	0.04270115493041769
0.48	0.05	Inf	50	0.039655743781071076
0.48	0.1	Inf	50	0.040350292366479974
0.48	0.2	Inf	50	0.04953580141068635
0.48	0.4	Inf	50	0.0495371505847919
0.48	0.8	Inf	50	0.049826282549460185
0.49	0	Inf	50	0.04794188027184247
0.49	0.05	Inf	50	0.044710500674303925
0.49	0.1	Inf	50	0.04445063869889934
0.49	0.2	Inf	50	0.04624039479880844
0.49	0.4	Inf	50	0.04865348131839934
0.49	0.8	Inf	50	0.04920102793243501
0.5	0	Inf	50	0.0382269367983431
0.5	0.05	Inf	50	0.04215263057825262
0.5	0.1	Inf	50	0.04573849197682547
0.5	0.2	Inf	50	0.04946313019856835
0.5	0.4	Inf	50	0.043243706040820104
0.5	0.8	Inf	50	0.049348408927680096
0.51	0	Inf	50	0.047846909094222824
0.51	0.05	Inf	50	0.04351210854936784
0.51	0.1	Inf	50	0.04919850969847184
0.51	0.2	Inf	50	0.04746152862534833
0.51	0.4	Inf	50	0.04108745964319958
0.51	0.8	Inf	50	0.04750871654094381
0.52	0	Inf	50	0.045374905154205426
0.52	0.05	Inf	50	0.037845513950053644
0.52	0.1	Inf	50	0.04864512622270634
0.52	0.2	Inf	50	0.045303163497144985
0.52	0.4	Inf	50	0.04596020910803942
0.52	0.8	Inf	50	0.049133774029867947
0.53	0	Inf	50	0.037562269695879655
0.53	0.05	Inf	50	0.0482635328076781
0.53	0.1	Inf	50	0.04991194716716995
0.53	0.2	Inf	50	0.04909850884589818
0.53	0.4	Inf	50	0.04993551418889125
0.53	0.8	Inf	50	0.049434914349755776
0.54	0	Inf	50	0.0457698198972568
0.54	0.05	Inf	50	0.041974062969739476
0.54	0.1	Inf	50	0.04692732096117023
0.54	0.2	Inf	50	0.04531170571149424
0.54	0.4	Inf	50	0.04386731222309121
0.54	0.8	Inf	50	0.05052569811557371
0.55	0	Inf	50	0.03888461827390875
0.55	0.05	Inf	50	0.036411116540426613
0.55	0.1	Inf	50	0.04724354005668374
0.55	0.2	Inf	50	0.04382811351962066
0.55	0.4	Inf	50	0.03810880497421142
0.55	0.8	Inf	50	0.048872610523805385
0.56	0	Inf	50	0.047337983449826294
0.56	0.05	Inf	50	0.04637814645517055
0.56	0.1	Inf	50	0.040872130635701893
0.56	0.2	Inf	50	0.04782886236079996
0.56	0.4	Inf	50	0.04787650320561013
0.56	0.8	Inf	50	0.04856810781659543
0.57	0	Inf	50	0.04290845273914537
0.57	0.05	Inf	50	0.03982499655036327
0.57	0.1	Inf	50	0.04507614066329178
0.57	0.2	Inf	50	0.04212059210631396
0.57	0.4	Inf	50	0.04572311393344736
0.57	0.8	Inf	50	0.04806020429736492
0.58	0	Inf	50	0.04718839082871439
0.58	0.05	Inf	50	0.04484849968752667
0.58	0.1	Inf	50	0.0414021069692987
0.58	0.2	Inf	50	0.04954891357456483
0.58	0.4	Inf	50	0.04540623820884132
0.58	0.8	Inf	50	0.04791007445961848
0.59	0	Inf	50	0.04752607619883781
0.59	0.05	Inf	50	0.03866150879229886
0.59	0.1	Inf	50	0.04994352144677935
0.59	0.2	Inf	50	0.0427285415038526
0.59	0.4	Inf	50	0.03867529388389003
0.59	0.8	Inf	50	0.0461141045171687
0.6	0	Inf	50	0.032538894281799624
0.6	0.05	Inf	50	0.04264991478446781
0.6	0.1	Inf	50	0.0427868403260875
0.6	0.2	Inf	50	0.04291213821896836
0.6	0.4	Inf	50	0.04739618068229394
0.6	0.8	Inf	50	0.050249330879763514
0.61	0	Inf	50	0.03591872925799334
0.61	0.05	Inf	50	0.04353751428539619
0.61	0.1	Inf	50	0.03914604337160503
0.61	0.2	Inf	50	0.037557728748904645
0.61	0.4	Inf	50	0.040709175749607036
0.61	0.8	Inf	50	0.05037864198273267
0.62	0	Inf	50	0.034454083230903286
0.62	0.05	Inf	50	0.04682722403459295
0.62	0.1	Inf	50	0.03884267683749679
0.62	0.2	Inf	50	0.042999912505598994
0.62	0.4	Inf	50	0.03903516041426769
0.62	0.8	Inf	50	0.04882320089569514
0.63	0	Inf	50	0.05027996466294654
0.63	0.05	Inf	50	0.04378924236552077
0.63	0.1	Inf	50	0.04034191074336037
0.63	0.2	Inf	50	0.04009217370797939
0.63	0.4	Inf	50	0.04405733746739419
0.63	0.8	Inf	50	0.04735060038156029
0.64	0	Inf	50	0.046196035408408026
0.64	0.05	Inf	50	0.03531164500591273
0.64	0.1	Inf	50	0.0420592636814134
0.64	0.2	Inf	50	0.04912923640420564
0.64	0.4	Inf	50	0.04164485005213357
0.64	0.8	Inf	50	0.04736797910622213
0.65	0	Inf	50	0.04679934710558853
0.65	0.05	Inf	50	0.044185667687990274
0.65	0.1	Inf	50	0.040662422684010865
0.65	0.2	Inf	50	0.0378573826805684
0.65	0.4	Inf	50	0.0464602752414463
0.65	0.8	Inf	50	0.04802990065734737
0.66	0	Inf	50	0.04076601409459596
0.66	0.05	Inf	50	0.04434570996776725
0.66	0.1	Inf	50	0.03855927980827079
0.66	0.2	Inf	50	0.038923165661596204
0.66	0.4	Inf	50	0.045049682940818354
0.66	0.8	Inf	50	0.04761541280839804
0.67	0	Inf	50	0.03885436418555723
0.67	0.05	Inf	50	0.03579010833252751
0.67	0.1	Inf	50	0.04530052237370186
0.67	0.2	Inf	50	0.03746351206084664
0.67	0.4	Inf	50	0.04578932561515737
0.67	0.8	Inf	50	0.048830072348194545
0.68	0	Inf	50	0.04175008841074654
0.68	0.05	Inf	50	0.042403527155010806
0.68	0.1	Inf	50	0.039820107660313464
0.68	0.2	Inf	50	0.04140718580392441
0.68	0.4	Inf	50	0.04612948798781378
0.68	0.8	Inf	50	0.04732412042069632
0.69	0	Inf	50	0.03609596890982704
0.69	0.05	Inf	50	0.027948862648572378
0.69	0.1	Inf	50	0.0457420170680707
0.69	0.2	Inf	50	0.0418827063101718
0.69	0.4	Inf	50	0.04914879344895017
0.69	0.8	Inf	50	0.04757946280877427
0.7	0	Inf	50	0.050613684861403066
0.7	0.05	Inf	50	0.0515078487307047
0.7	0.1	Inf	50	0.030271534301739504
0.7	0.2	Inf	50	0.044014424293950125
0.7	0.4	Inf	50	0.04576051209647854
0.7	0.8	Inf	50	0.04637552070631406
0.71	0	Inf	50	0.04826171748913889
0.71	0.05	Inf	50	0.04501489646037336
0.71	0.1	Inf	50	0.050296872212361406
0.71	0.2	Inf	50	0.04538227195881782
0.71	0.4	Inf	50	0.041125704765425895
0.71	0.8	Inf	50	0.0485858320649281
0.72	0	Inf	50	0.04654061533656836
0.72	0.05	Inf	50	0.031816040482326106
0.72	0.1	Inf	50	0.03260150290574826
0.72	0.2	Inf	50	0.042659217579998784
0.72	0.4	Inf	50	0.03356048422163607
0.72	0.8	Inf	50	0.04782494612743729
0.73	0	Inf	50	0.031518655200403894
0.73	0.05	Inf	50	0.04215535913623894
0.73	0.1	Inf	50	0.04472904598478401
0.73	0.2	Inf	50	0.038008395480838904
0.73	0.4	Inf	50	0.046941376946692016
0.73	0.8	Inf	50	0.04650544749189464
0.74	0	Inf	50	0.02575205658823978
0.74	0.05	Inf	50	0.045235331422384555
0.74	0.1	Inf	50	0.04440014904230915
0.74	0.2	Inf	50	0.03680497239429019
0.74	0.4	Inf	50	0.033509458341261726
0.74	0.8	Inf	50	0.0474220166825208
0.75	0	Inf	50	0.027579584316832766
0.75	0.05	Inf	50	0.02633501370386405
0.75	0.1	Inf	50	0.03815810142377617
0.75	0.2	Inf	50	0.04798461454871836
0.75	0.4	Inf	50	0.04645462229735032
0.75	0.8	Inf	50	0.04663891124778183
0.76	0	Inf	50	0.03975085074436726
0.76	0.05	Inf	50	0.037216195487212
0.76	0.1	Inf	50	0.0309774416894772
0.76	0.2	Inf	50	0.04023354281021373
0.76	0.4	Inf	50	0.04467563633253775
0.76	0.8	Inf	50	0.04981617063524893
0.77	0	Inf	50	0.03526446799537169
0.77	0.05	Inf	50	0.04075327932332303
0.77	0.1	Inf	50	0.034130520295339944
0.77	0.2	Inf	50	0.039120901078505466
0.77	0.4	Inf	50	0.03855384349006611
0.77	0.8	Inf	50	0.04656560525405866
0.78	0	Inf	50	0.04471212995721153
0.78	0.05	Inf	50	0.03427575831153033
0.78	0.1	Inf	50	0.045309950151480004
0.78	0.2	Inf	50	0.040429679636918014
0.78	0.4	Inf	50	0.03809021285218511
0.78	0.8	Inf	50	0.04554909743682397
0.79	0	Inf	50	0.04444432009790128
0.79	0.05	Inf	50	0.03937236982987121
0.79	0.1	Inf	50	0.045526696677190746
0.79	0.2	Inf	50	0.038977430110623
0.79	0.4	Inf	50	0.04181933843556665
0.79	0.8	Inf	50	0.04978964392376464
0.8	0	Inf	50	0.041878803595931255
0.8	0.05	Inf	50	0.04172806209184102
0.8	0.1	Inf	50	0.03019847995227544
0.8	0.2	Inf	50	0.03583496994604303
0.8	0.4	Inf	50	0.0441807420523753
0.8	0.8	Inf	50	0.04698700903166385
0.81	0	Inf	50	0.023630793601720414
0.81	0.05	Inf	50	0.03222137996691299
0.81	0.1	Inf	50	0.035478316943296624
0.81	0.2	Inf	50	0.034603718038557676
0.81	0.4	Inf	50	0.04226302011109205
0.81	0.8	Inf	50	0.046053688055191826
0.82	0	Inf	50	0.0431509124644029
0.82	0.05	Inf	50	0.045569814135808684
0.82	0.1	Inf	50	0.043158225540132496
0.82	0.2	Inf	50	0.03456768448145803
0.82	0.4	Inf	50	0.044183370834055574
0.82	0.8	Inf	50	0.04351482243557109
0.83	0	Inf	50	0.03409978950521321
0.83	0.05	Inf	50	0.040693378587989305
0.83	0.1	Inf	50	0.039559931542573444
0.83	0.2	Inf	50	0.03033149572383482
0.83	0.4	Inf	50	0.034615851520005896
0.83	0.8	Inf	50	0.048320317495583145
0.84	0	Inf	50	0.03265657670227689
0.84	0.05	Inf	50	0.03898641961511863
0.84	0.1	Inf	50	0.0430146069385621
0.84	0.2	Inf	50	0.04300639988322433
0.84	0.4	Inf	50	0.03972891536170352
0.84	0.8	Inf	50	0.048577981370022144
0.85	0	Inf	50	0.04223821201227144
0.85	0.05	Inf	50	0.02744599287711479
0.85	0.1	Inf	50	0.03525391249229484
0.85	0.2	Inf	50	0.038928980615301395
0.85	0.4	Inf	50	0.04682736814152798
0.85	0.8	Inf	50	0.04675903299590386
0.86	0	Inf	50	0.036758128271324256
0.86	0.05	Inf	50	0.036370137062813
0.86	0.1	Inf	50	0.03183854853847905
0.86	0.2	Inf	50	0.039249775961424836
0.86	0.4	Inf	50	0.03615291767048505
0.86	0.8	Inf	50	0.043403741931402035
0.87	0	Inf	50	0.0382297966716478
0.87	0.05	Inf	50	0.042143007088040016
0.87	0.1	Inf	50	0.035788232084687975
0.87	0.2	Inf	50	0.03765119688572496
0.87	0.4	Inf	50	0.04114803608252277
0.87	0.8	Inf	50	0.045463831262395366
0.88	0	Inf	50	0.04147281950209425
0.88	0.05	Inf	50	0.025685558831815686
0.88	0.1	Inf	50	0.033011559728150355
0.88	0.2	Inf	50	0.04201241087514322
0.88	0.4	Inf	50	0.04119176425569976
0.88	0.8	Inf	50	0.04764165117904954
0.89	0	Inf	50	0.03514387674860547
0.89	0.05	Inf	50	0.04235756018225299
0.89	0.1	Inf	50	0.046263911581413825
0.89	0.2	Inf	50	0.03656675950545788
0.89	0.4	Inf	50	0.04035771039859958
0.89	0.8	Inf	50	0.047094807357395324
0.9	0	Inf	50	0.02366852603021452
0.9	0.05	Inf	50	0.0374187525312041
0.9	0.1	Inf	50	0.04276966722897594
0.9	0.2	Inf	50	0.03423451846978749
0.9	0.4	Inf	50	0.04373841065691879
0.9	0.8	Inf	50	0.044370640281446494
0.91	0	Inf	50	0.05449772787952009
0.91	0.05	Inf	50	0.029224909371392795
0.91	0.1	Inf	50	0.03907811504176334
0.91	0.2	Inf	50	0.03644609242046419
0.91	0.4	Inf	50	0.038596974749906754
0.91	0.8	Inf	50	0.043382647241457115
0.92	0	Inf	50	0.042181010096410274
0.92	0.05	Inf	50	0.03669231320597492
0.92	0.1	Inf	50	0.03045644416140597
0.92	0.2	Inf	50	0.03733039874084791
0.92	0.4	Inf	50	0.04106499670871449
0.92	0.8	Inf	50	0.04781752882393568
0.93	0	Inf	50	0.028951464374190154
0.93	0.05	Inf	50	0.034366776621306105
0.93	0.1	Inf	50	0.04527322403244826
0.93	0.2	Inf	50	0.031351950377752125
0.93	0.4	Inf	50	0.03068536491170347
0.93	0.8	Inf	50	0.04664075941650013
0.94	0	Inf	50	0.03891170994279416
0.94	0.05	Inf	50	0.022645800764006123
0.94	0.1	Inf	50	0.031827192028312426
0.94	0.2	Inf	50	0.025066848688186136
0.94	0.4	Inf	50	0.03698440305261208
0.94	0.8	Inf	50	0.04623617567420578
0.95	0	Inf	50	0.030734254537228514
0.95	0.05	Inf	50	0.042716325671381034
0.95	0.1	Inf	50	0.04607605436900794
0.95	0.2	Inf	50	0.04097292574016213
0.95	0.4	Inf	50	0.04105789099854899
0.95	0.8	Inf	50	0.04748059425723504
0.96	0	Inf	50	0.0454844643414979
0.96	0.05	Inf	50	0.025288732118638475
0.96	0.1	Inf	50	0.03738722748976087
0.96	0.2	Inf	50	0.029724424221541184
0.96	0.4	Inf	50	0.03681681869667037
0.96	0.8	Inf	50	0.046593657740563114
0.97	0	Inf	50	0.03912543504323443
0.97	0.05	Inf	50	0.032971049993103435
0.97	0.1	Inf	50	0.04109639040284821
0.97	0.2	Inf	50	0.025356477023852173
0.97	0.4	Inf	50	0.037706626344188234
0.97	0.8	Inf	50	0.0459869703148624
0.98	0	Inf	50	0.019450690593740702
0.98	0.05	Inf	50	0.03492524254025865
0.98	0.1	Inf	50	0.030251415567305033
0.98	0.2	Inf	50	0.034133745111355654
0.98	0.4	Inf	50	0.04049067513631585
0.98	0.8	Inf	50	0.04676282546577304
0.99	0	Inf	50	0.04051458501764969
0.99	0.05	Inf	50	0.04782894437053944
0.99	0.1	Inf	50	0.021418439947292582
0.99	0.2	Inf	50	0.03974115716214988
0.99	0.4	Inf	50	0.03861943802869175
0.99	0.8	Inf	50	0.04732138791114339
1	0	Inf	50	0.03450878398237062
1	0.05	Inf	50	0.028488068700078552
1	0.1	Inf	50	0.02597015398136934
1	0.2	Inf	50	0.02953740407786709
1	0.4	Inf	50	0.036728547708223105
1	0.8	Inf	50	0.04363170569221425
0	0	Inf	75	0.05000000000000002
0	0.05	Inf	75	0.05000000000000002
0	0.1	Inf	75	0.05000000000000002
0	0.2	Inf	75	0.05000000000000002
0	0.4	Inf	75	0.05000000000000002
0	0.8	Inf	75	0.05000000000000001
0.01	0	Inf	75	0.05034744544238931
0.01	0.05	Inf	75	0.05030781123625007
0.01	0.1	Inf	75	0.050249891470507
0.01	0.2	Inf	75	0.05021794967365169
0.01	0.4	Inf	75	0.05014885990172421
0.01	0.8	Inf	75	0.050039388887828815
0.02	0	Inf	75	0.050426046550385045
0.02	0.05	Inf	75	0.05070801297812306
0.02	0.1	Inf	75	0.050787150169411314
0.02	0.2	Inf	75	0.05038638893825052
0.02	0.4	Inf	75	0.05035718069023816
0.02	0.8	Inf	75	0.05016316705162034
0.03	0	Inf	75	0.05119634568701696
0.03	0.05	Inf	75	0.05096964457274154
0.03	0.1	Inf	75	0.05109908494471466
0.03	0.2	Inf	75	0.05091217479124226
0.03	0.4	Inf	75	0.05084056723778442
0.03	0.8	Inf	75	0.0501738558627198
0.04	0	Inf	75	0.05169649312218027
0.04	0.05	Inf	75	0.0513742329759707
0.04	0.1	Inf	75	0.05084721050304604
0.04	0.2	Inf	75	0.0514240481580943
0.04	0.4	Inf	75	0.050924918651289744
