M_sigma	S	Q_alpha	motif_exon_summary	motif_exon
0.01	0.05	Inf	25	0.04951074525061348
0.01	0.1	Inf	25	0.049745465619986676
0.01	0.2	Inf	25	0.04976654325665288
0.01	0.4	Inf	25	0.049798684595303414
0.01	0.8	Inf	25	0.04994106220309496
0.02	0	Inf	25	0.04947872355171197
0.02	0.05	Inf	25	0.049463484096379365
0.02	0.1	Inf	25	0.04915473625432658
0.02	0.2	Inf	25	0.04959510600136923
0.02	0.4	Inf	25	0.04942249592018725
0.02	0.8	Inf	25	0.04982597794282067
0.03	0	Inf	25	0.04909212638853929
0.03	0.05	Inf	25	0.04903860796337865
0.03	0.1	Inf	25	0.049072135372425635
0.03	0.2	Inf	25	0.04888379420865993
0.03	0.4	Inf	25	0.04929210595001088
0.03	0.8	Inf	25	0.04988875711871303
0.04	0	Inf	25	0.04860933764660606
0.04	0.05	Inf	25	0.04895169336004911
0.04	0.1	Inf	25	0.04902321810730101
0.04	0.2	Inf	25	0.04868233697070011
0.04	0.4	Inf	25	0.04915423509464717
0.04	0.8	Inf	25	0.049650868245622995
0.05	0	Inf	25	0.04888240600978891
0.05	0.05	Inf	25	0.04867881887333661
0.05	0.1	Inf	25	0.04810267848729259
0.05	0.2	Inf	25	0.0482229486433644
0.05	0.4	Inf	25	0.04902126193277796
0.05	0.8	Inf	25	0.04972811170570802
0.06	0	Inf	25	0.048351175162515955
0.06	0.05	Inf	25	0.04852106003737022
0.06	0.1	Inf	25	0.04839198238638663
0.06	0.2	Inf	25	0.048061035055288547
0.06	0.4	Inf	25	0.04876029808655685
0.06	0.8	Inf	25	0.049703119450108586
0.07	0	Inf	25	0.0454967035058884
0.07	0.05	Inf	25	0.0485241191601895
0.07	0.1	Inf	25	0.04689613421872127
0.07	0.2	Inf	25	0.04789226453055532
0.07	0.4	Inf	25	0.04906134779705977
0.07	0.8	Inf	25	0.04949765717556967
0.08	0	Inf	25	0.048216522839910715
0.08	0.05	Inf	25	0.04875492255608056
0.08	0.1	Inf	25	0.04784660032621103
0.08	0.2	Inf	25	0.04825802526559638
0.08	0.4	Inf	25	0.04822962500393056
0.08	0.8	Inf	25	0.04927410591547543
0.09	0	Inf	25	0.04638280044173293
0.09	0.05	Inf	25	0.04836116708850995
0.09	0.1	Inf	25	0.046806599839949475
0.09	0.2	Inf	25	0.04642041841500477
0.09	0.4	Inf	25	0.048216099293514614
0.09	0.8	Inf	25	0.049527133776358485
0.1	0	Inf	25	0.04610498567003376
0.1	0.05	Inf	25	0.04706278044657074
0.1	0.1	Inf	25	0.04618422468209751
0.1	0.2	Inf	25	0.04818790184183823
0.1	0.4	Inf	25	0.04799580457886157
0.1	0.8	Inf	25	0.04914124587933129
0.11	0	Inf	25	0.046099407722910074
0.11	0.05	Inf	25	0.04725221591954674
0.11	0.1	Inf	25	0.0462062941805794
0.11	0.2	Inf	25	0.04695309573531367
0.11	0.4	Inf	25	0.04691750072166096
0.11	0.8	Inf	25	0.04959138064196569
0.12	0	Inf	25	0.04616514718661091
0.12	0.05	Inf	25	0.046278388344477145
0.12	0.1	Inf	25	0.046760262413718515
0.12	0.2	Inf	25	0.045535120094924844
0.12	0.4	Inf	25	0.047054038972810144
0.12	0.8	Inf	25	0.04905029745414899
0.13	0	Inf	25	0.04305486845887914
0.13	0.05	Inf	25	0.043550848081321585
0.13	0.1	Inf	25	0.04585004544657763
0.13	0.2	Inf	25	0.04699562521339215
0.13	0.4	Inf	25	0.04650024935728485
0.13	0.8	Inf	25	0.04939053848687913
0.14	0	Inf	25	0.043473211878576085
0.14	0.05	Inf	25	0.0449192451311736
0.14	0.1	Inf	25	0.04633236128803103
0.14	0.2	Inf	25	0.045987919270635946
0.14	0.4	Inf	25	0.04616352106290897
0.14	0.8	Inf	25	0.04970038878670012
0.15	0	Inf	25	0.04290400405865452
0.15	0.05	Inf	25	0.04537090384056014
0.15	0.1	Inf	25	0.043991182528510114
0.15	0.2	Inf	25	0.043345422206538295
0.15	0.4	Inf	25	0.04684094899998638
0.15	0.8	Inf	25	0.04949546692327162
0.16	0	Inf	25	0.0461908685084763
0.16	0.05	Inf	25	0.04595322871015325
0.16	0.1	Inf	25	0.04205140477322861
0.16	0.2	Inf	25	0.046059969767664175
0.16	0.4	Inf	25	0.04687486697680365
0.16	0.8	Inf	25	0.049015386046055584
0.17	0	Inf	25	0.04485227448897043
0.17	0.05	Inf	25	0.04216340386537749
0.17	0.1	Inf	25	0.04582748251349816
0.17	0.2	Inf	25	0.04703749739691088
0.17	0.4	Inf	25	0.045836591545703353
0.17	0.8	Inf	25	0.04881603712578396
0.18	0	Inf	25	0.042608727743012983
0.18	0.05	Inf	25	0.04117275220943066
0.18	0.1	Inf	25	0.044268557841957705
0.18	0.2	Inf	25	0.04582299034578426
0.18	0.4	Inf	25	0.04763616411018126
0.18	0.8	Inf	25	0.04894991964089357
0.19	0	Inf	25	0.04224551001997157
0.19	0.05	Inf	25	0.044018762685128596
0.19	0.1	Inf	25	0.04448642950523975
0.19	0.2	Inf	25	0.04402304231359094
0.19	0.4	Inf	25	0.04690262869839404
0.19	0.8	Inf	25	0.048992938947451735
0.2	0	Inf	25	0.043714662583437806
0.2	0.05	Inf	25	0.044443253366918456
0.2	0.1	Inf	25	0.042791547583325346
0.2	0.2	Inf	25	0.041517441192223024
0.2	0.4	Inf	25	0.04616963787043014
0.2	0.8	Inf	25	0.04896856827769869
0.21	0	Inf	25	0.041787518645030386
0.21	0.05	Inf	25	0.038237942863640774
0.21	0.1	Inf	25	0.04692245713266828
0.21	0.2	Inf	25	0.03943099257264336
0.21	0.4	Inf	25	0.046133459258234304
0.21	0.8	Inf	25	0.04874372885004474
0.22	0	Inf	25	0.04497546919987454
0.22	0.05	Inf	25	0.039301438356780655
0.22	0.1	Inf	25	0.04221449168060339
0.22	0.2	Inf	25	0.04492738855300399
0.22	0.4	Inf	25	0.04470310345439367
0.22	0.8	Inf	25	0.04810571554435869
0.23	0	Inf	25	0.03702893180363613
0.23	0.05	Inf	25	0.04315624932273947
0.23	0.1	Inf	25	0.044550741599101426
0.23	0.2	Inf	25	0.04413273457234461
0.23	0.4	Inf	25	0.04560298336131384
0.23	0.8	Inf	25	0.04847770948980267
0.24	0	Inf	25	0.0383010079897034
0.24	0.05	Inf	25	0.03717671358996406
0.24	0.1	Inf	25	0.04106753902345065
0.24	0.2	Inf	25	0.04504735741978254
0.24	0.4	Inf	25	0.04513514173230919
0.24	0.8	Inf	25	0.04788294933166524
0.25	0	Inf	25	0.03818355380662631
0.25	0.05	Inf	25	0.042641896020666564
0.25	0.1	Inf	25	0.040893530010534085
0.25	0.2	Inf	25	0.04641854752325171
0.25	0.4	Inf	25	0.044680227605447785
0.25	0.8	Inf	25	0.04779135951826767
0.26	0	Inf	25	0.039883137782949774
0.26	0.05	Inf	25	0.04112641824126277
0.26	0.1	Inf	25	0.04046354390478713
0.26	0.2	Inf	25	0.04034134220834614
0.26	0.4	Inf	25	0.04575049672924637
0.26	0.8	Inf	25	0.046867320052384316
0.27	0	Inf	25	0.03830581403419773
0.27	0.05	Inf	25	0.0374201310512655
0.27	0.1	Inf	25	0.043460172267558134
0.27	0.2	Inf	25	0.03923739410812421
0.27	0.4	Inf	25	0.04572682406290722
0.27	0.8	Inf	25	0.04818822948140568
0.28	0	Inf	25	0.03874309573258727
0.28	0.05	Inf	25	0.04511487422763777
0.28	0.1	Inf	25	0.042884381671718236
0.28	0.2	Inf	25	0.039881830554887546
0.28	0.4	Inf	25	0.04831032842603596
0.28	0.8	Inf	25	0.048198947134730455
0.29	0	Inf	25	0.04092291364689137
0.29	0.05	Inf	25	0.04119019877900021
0.29	0.1	Inf	25	0.041177836420378214
0.29	0.2	Inf	25	0.04041236140603215
0.29	0.4	Inf	25	0.044704192499392253
0.29	0.8	Inf	25	0.04826589801837815
0.3	0	Inf	25	0.034463279572723104
0.3	0.05	Inf	25	0.03711908253398472
0.3	0.1	Inf	25	0.03917836226379121
0.3	0.2	Inf	25	0.041192285499094594
0.3	0.4	Inf	25	0.04536710714252083
0.3	0.8	Inf	25	0.04842826366931704
0.31	0	Inf	25	0.03863556741340414
0.31	0.05	Inf	25	0.03836203663032682
0.31	0.1	Inf	25	0.039425566725675196
0.31	0.2	Inf	25	0.040490654907394875
0.31	0.4	Inf	25	0.045482030837292166
0.31	0.8	Inf	25	0.04764360969494119
0.32	0	Inf	25	0.03718996057328356
0.32	0.05	Inf	25	0.0414096976200125
0.32	0.1	Inf	25	0.04253590842034287
0.32	0.2	Inf	25	0.037394348658756335
0.32	0.4	Inf	25	0.042989471572293554
0.32	0.8	Inf	25	0.04736348205887126
0.33	0	Inf	25	0.03989371101399849
0.33	0.05	Inf	25	0.03897629038319282
0.33	0.1	Inf	25	0.040143113982929364
0.33	0.2	Inf	25	0.04281858417189569
0.33	0.4	Inf	25	0.04012785385499978
0.33	0.8	Inf	25	0.048016043616949874
0.34	0	Inf	25	0.03834188826856831
0.34	0.05	Inf	25	0.04024509356415509
0.34	0.1	Inf	25	0.04007160040293674
0.34	0.2	Inf	25	0.037222637447292525
0.34	0.4	Inf	25	0.044116894797182504
0.34	0.8	Inf	25	0.046755298483922736
0.35	0	Inf	25	0.0400688467386456
0.35	0.05	Inf	25	0.040175139021263837
0.35	0.1	Inf	25	0.04014814528928243
0.35	0.2	Inf	25	0.03528555487796817
0.35	0.4	Inf	25	0.043303663572015066
0.35	0.8	Inf	25	0.0479860634145968
0.36	0	Inf	25	0.03205967896751916
0.36	0.05	Inf	25	0.03639801348077129
0.36	0.1	Inf	25	0.03973168629186494
0.36	0.2	Inf	25	0.03635281664957257
0.36	0.4	Inf	25	0.03947543405159057
0.36	0.8	Inf	25	0.04714776627648385
0.37	0	Inf	25	0.03462086063011766
0.37	0.05	Inf	25	0.03871827384956898
0.37	0.1	Inf	25	0.03879779745221593
0.37	0.2	Inf	25	0.03818072660541408
0.37	0.4	Inf	25	0.042764251402861254
0.37	0.8	Inf	25	0.046735617385480474
0.38	0	Inf	25	0.03990710727011179
0.38	0.05	Inf	25	0.03680190063321958
0.38	0.1	Inf	25	0.03681642107617005
0.38	0.2	Inf	25	0.03503386661337643
0.38	0.4	Inf	25	0.03958101809767566
0.38	0.8	Inf	25	0.04558334159615712
0.39	0	Inf	25	0.04138476038098167
0.39	0.05	Inf	25	0.03912472016500404
0.39	0.1	Inf	25	0.03778303580721204
0.39	0.2	Inf	25	0.04108770776804786
0.39	0.4	Inf	25	0.04001915069237675
0.39	0.8	Inf	25	0.04750653847449906
0.4	0	Inf	25	0.0361832961763363
0.4	0.05	Inf	25	0.03649793262530132
0.4	0.1	Inf	25	0.036259854771250224
0.4	0.2	Inf	25	0.03908005658767394
0.4	0.4	Inf	25	0.04209035697442604
0.4	0.8	Inf	25	0.04714318351222179
0.41	0	Inf	25	0.03805903102876315
0.41	0.05	Inf	25	0.034188105085807885
0.41	0.1	Inf	25	0.032974863858003606
0.41	0.2	Inf	25	0.03981198990057626
0.41	0.4	Inf	25	0.04090542285170776
0.41	0.8	Inf	25	0.04900842396757506
0.42	0	Inf	25	0.038512057293732714
0.42	0.05	Inf	25	0.033726057672951414
0.42	0.1	Inf	25	0.04293282090779049
0.42	0.2	Inf	25	0.03939181762948073
0.42	0.4	Inf	25	0.040788823660918766
0.42	0.8	Inf	25	0.045981743699268836
0.43	0	Inf	25	0.036836378601581024
0.43	0.05	Inf	25	0.040802552119032914
0.43	0.1	Inf	25	0.0325685391789963
0.43	0.2	Inf	25	0.038852551658584165
0.43	0.4	Inf	25	0.04158554912675583
0.43	0.8	Inf	25	0.047121954270342284
0.44	0	Inf	25	0.03598360453031466
0.44	0.05	Inf	25	0.03171857496052342
0.44	0.1	Inf	25	0.04004798424653028
0.44	0.2	Inf	25	0.038000071585215726
0.44	0.4	Inf	25	0.03917872293080418
0.44	0.8	Inf	25	0.04500530965581974
0.45	0	Inf	25	0.030667037132186454
0.45	0.05	Inf	25	0.028278923509832507
0.45	0.1	Inf	25	0.03420121193255164
0.45	0.2	Inf	25	0.038233329847934316
0.45	0.4	Inf	25	0.038999195342410406
0.45	0.8	Inf	25	0.04743602175540151
0.46	0	Inf	25	0.033890065979994576
0.46	0.05	Inf	25	0.03076659226115956
0.46	0.1	Inf	25	0.03516277364076525
0.46	0.2	Inf	25	0.037730462662367875
0.46	0.4	Inf	25	0.039183330831000604
0.46	0.8	Inf	25	0.047872745387949736
0.47	0	Inf	25	0.035805508723309815
0.47	0.05	Inf	25	0.03394885533793395
0.47	0.1	Inf	25	0.032415844716660126
0.47	0.2	Inf	25	0.03869093205256205
0.47	0.4	Inf	25	0.03863743054630441
0.47	0.8	Inf	25	0.045352885732124947
0.48	0	Inf	25	0.03467824553184123
0.48	0.05	Inf	25	0.03506194151898759
0.48	0.1	Inf	25	0.02989582250911733
0.48	0.2	Inf	25	0.03982816948783984
0.48	0.4	Inf	25	0.03740431514848503
0.48	0.8	Inf	25	0.0477294982259599
0.49	0	Inf	25	0.02806396730283384
0.49	0.05	Inf	25	0.0302218079919051
0.49	0.1	Inf	25	0.036376229130988126
0.49	0.2	Inf	25	0.04119041669556972
0.49	0.4	Inf	25	0.04186397813233401
0.49	0.8	Inf	25	0.04516473908939577
0.5	0	Inf	25	0.03160115099516938
0.5	0.05	Inf	25	0.036036073640029614
0.5	0.1	Inf	25	0.03411928369013784
0.5	0.2	Inf	25	0.03599278964267058
0.5	0.4	Inf	25	0.03706229421861871
0.5	0.8	Inf	25	0.047117453040712534
0.51	0	Inf	25	0.03413095180763639
0.51	0.05	Inf	25	0.031624589173367176
0.51	0.1	Inf	25	0.037922602546685905
0.51	0.2	Inf	25	0.03763724687983238
0.51	0.4	Inf	25	0.03418226068182888
0.51	0.8	Inf	25	0.04544897795741163
0.52	0	Inf	25	0.03590104899316974
0.52	0.05	Inf	25	0.026939681712459133
0.52	0.1	Inf	25	0.03426169796374897
0.52	0.2	Inf	25	0.03422770961081429
0.52	0.4	Inf	25	0.03915326746041222
0.52	0.8	Inf	25	0.04693016203081917
0.53	0	Inf	25	0.031160698069225744
0.53	0.05	Inf	25	0.03252456411472208
0.53	0.1	Inf	25	0.031162985947366995
0.53	0.2	Inf	25	0.03369895705466621
0.53	0.4	Inf	25	0.04387454823384519
0.53	0.8	Inf	25	0.046160761904289555
0.54	0	Inf	25	0.035592825685496404
0.54	0.05	Inf	25	0.02011408880212942
0.54	0.1	Inf	25	0.03951238560506899
0.54	0.2	Inf	25	0.03463138476741069
0.54	0.4	Inf	25	0.038353570847543775
0.54	0.8	Inf	25	0.04413369682384201
0.55	0	Inf	25	0.031436309125599214
0.55	0.05	Inf	25	0.032808124393016655
0.55	0.1	Inf	25	0.037072602651075946
0.55	0.2	Inf	25	0.034685840679450616
0.55	0.4	Inf	25	0.03167525311536728
0.55	0.8	Inf	25	0.04519355371889849
0.56	0	Inf	25	0.030072692458268567
0.56	0.05	Inf	25	0.031974033290236195
0.56	0.1	Inf	25	0.02612994736051107
0.56	0.2	Inf	25	0.03678060904608833
0.56	0.4	Inf	25	0.038704939137362046
0.56	0.8	Inf	25	0.04728815668022177
0.57	0	Inf	25	0.025464265119237904
0.57	0.05	Inf	25	0.028681688652129167
0.57	0.1	Inf	25	0.0284110811119379
0.57	0.2	Inf	25	0.02754840800291572
0.57	0.4	Inf	25	0.03732743164604313
0.57	0.8	Inf	25	0.04542011558971203
0.58	0	Inf	25	0.03343550739490108
0.58	0.05	Inf	25	0.030611818396486617
0.58	0.1	Inf	25	0.03201653564006397
0.58	0.2	Inf	25	0.042911437152380584
0.58	0.4	Inf	25	0.03475400262956352
0.58	0.8	Inf	25	0.04640575586663758
0.59	0	Inf	25	0.037473081672947564
0.59	0.05	Inf	25	0.02666436617356604
0.59	0.1	Inf	25	0.03072399510586524
0.59	0.2	Inf	25	0.035399098857977845
0.59	0.4	Inf	25	0.032811729980160534
0.59	0.8	Inf	25	0.04476622356429175
0.6	0	Inf	25	0.026118736677163863
0.6	0.05	Inf	25	0.03029915015698749
0.6	0.1	Inf	25	0.03416485952745338
0.6	0.2	Inf	25	0.035063388325621045
0.6	0.4	Inf	25	0.04434528611165246
0.6	0.8	Inf	25	0.047103172493458176
0.61	0	Inf	25	0.02572342508105702
0.61	0.05	Inf	25	0.03513310486191134
0.61	0.1	Inf	25	0.029860067186748215
0.61	0.2	Inf	25	0.031063776973645353
0.61	0.4	Inf	25	0.029614633516680217
0.61	0.8	Inf	25	0.04658163470190076
0.62	0	Inf	25	0.019283794647228035
0.62	0.05	Inf	25	0.03481330847429269
0.62	0.1	Inf	25	0.03323657159228996
0.62	0.2	Inf	25	0.031146753145722284
0.62	0.4	Inf	25	0.033944003283001414
0.62	0.8	Inf	25	0.046188955624946786
0.63	0	Inf	25	0.03023227450551425
0.63	0.05	Inf	25	0.03304861854383369
0.63	0.1	Inf	25	0.030411375287207467
0.63	0.2	Inf	25	0.028818027510449446
0.63	0.4	Inf	25	0.037303750674772464
0.63	0.8	Inf	25	0.04542486285982303
0.64	0	Inf	25	0.0260712398613765
0.64	0.05	Inf	25	0.02644808913732736
0.64	0.1	Inf	25	0.031915338873662435
0.64	0.2	Inf	25	0.035397214374742525
0.64	0.4	Inf	25	0.03437267629138954
0.64	0.8	Inf	25	0.04586077568005866
0.65	0	Inf	25	0.032745925846421435
0.65	0.05	Inf	25	0.028758059603682724
0.65	0.1	Inf	25	0.026506985808423124
0.65	0.2	Inf	25	0.02547883119718021
0.65	0.4	Inf	25	0.03896476974504631
0.65	0.8	Inf	25	0.045277142629020516
0.66	0	Inf	25	0.021586208402431077
0.66	0.05	Inf	25	0.03482096539691433
0.66	0.1	Inf	25	0.024404564219567198
0.66	0.2	Inf	25	0.03011487233624
0.66	0.4	Inf	25	0.03568592108584926
0.66	0.8	Inf	25	0.04516031760115456
0.67	0	Inf	25	0.02598770707487477
0.67	0.05	Inf	25	0.025399386958359544
0.67	0.1	Inf	25	0.03478658371238187
0.67	0.2	Inf	25	0.03069779329724386
0.67	0.4	Inf	25	0.03958312417913017
0.67	0.8	Inf	25	0.04540963685236759
0.68	0	Inf	25	0.021788556187358754
0.68	0.05	Inf	25	0.026287430917847063
0.68	0.1	Inf	25	0.03450930328862209
0.68	0.2	Inf	25	0.02686581852388967
0.68	0.4	Inf	25	0.03923219140007975
0.68	0.8	Inf	25	0.045695818182861885
0.69	0	Inf	25	0.022595420252805136
0.69	0.05	Inf	25	0.014944951988260485
0.69	0.1	Inf	25	0.025309793156173398
0.69	0.2	Inf	25	0.031902415178490316
0.69	0.4	Inf	25	0.041194066302719066
0.69	0.8	Inf	25	0.044182271390879116
0.7	0	Inf	25	0.02262561783450287
0.7	0.05	Inf	25	0.03089663330482568
0.7	0.1	Inf	25	0.022724099425094964
0.7	0.2	Inf	25	0.036239120044726195
0.7	0.4	Inf	25	0.033494442808108336
0.7	0.8	Inf	25	0.04362220471431358
0.71	0	Inf	25	0.03013850411112149
0.71	0.05	Inf	25	0.030275589942377192
0.71	0.1	Inf	25	0.03509557020767387
0.71	0.2	Inf	25	0.032549911767813924
0.71	0.4	Inf	25	0.035590943627236936
0.71	0.8	Inf	25	0.04391760244313195
0.72	0	Inf	25	0.03142692577486759
0.72	0.05	Inf	25	0.023171556390837067
0.72	0.1	Inf	25	0.025427112129120417
0.72	0.2	Inf	25	0.029558591890633694
0.72	0.4	Inf	25	0.030053924043769387
0.72	0.8	Inf	25	0.044203044389480216
0.73	0	Inf	25	0.024687022133705508
0.73	0.05	Inf	25	0.025331286157712334
0.73	0.1	Inf	25	0.02688714332534704
0.73	0.2	Inf	25	0.025256754136782408
0.73	0.4	Inf	25	0.035840250671249255
0.73	0.8	Inf	25	0.04424251884176098
0.74	0	Inf	25	0.01633708235225869
0.74	0.05	Inf	25	0.02521123648295518
0.74	0.1	Inf	25	0.021348803787539394
0.74	0.2	Inf	25	0.03172714326540358
0.74	0.4	Inf	25	0.029048907580338026
0.74	0.8	Inf	25	0.04391272229686008
0.75	0	Inf	25	0.01940097529083681
0.75	0.05	Inf	25	0.02269110527653705
0.75	0.1	Inf	25	0.0245504572477355
0.75	0.2	Inf	25	0.03167530616691643
0.75	0.4	Inf	25	0.0395747195487394
0.75	0.8	Inf	25	0.04381284317764934
0.76	0	Inf	25	0.019782323149655
0.76	0.05	Inf	25	0.025527186824437206
0.76	0.1	Inf	25	0.01921715966246996
0.76	0.2	Inf	25	0.028081209975545293
0.76	0.4	Inf	25	0.036075898536238465
0.76	0.8	Inf	25	0.04457349984388584
0.77	0	Inf	25	0.01825122920250185
0.77	0.05	Inf	25	0.02854786385011425
0.77	0.1	Inf	25	0.027692835379707775
0.77	0.2	Inf	25	0.02571636945063915
0.77	0.4	Inf	25	0.03233550836764539
0.77	0.8	Inf	25	0.04450277732122033
0.78	0	Inf	25	0.0160733140369062
0.78	0.05	Inf	25	0.023016566306392396
0.78	0.1	Inf	25	0.022052459310444247
0.78	0.2	Inf	25	0.025041236036433507
0.78	0.4	Inf	25	0.035094588671751754
0.78	0.8	Inf	25	0.0429573985047973
0.79	0	Inf	25	0.03463523538453567
0.79	0.05	Inf	25	0.031825165235727086
0.79	0.1	Inf	25	0.03424572017574265
0.79	0.2	Inf	25	0.030590205672079734
0.79	0.4	Inf	25	0.033240090090371856
0.79	0.8	Inf	25	0.04596605289647335
0.8	0	Inf	25	0.021819127095052175
0.8	0.05	Inf	25	0.021641841944264453
0.8	0.1	Inf	25	0.023608004037922476
0.8	0.2	Inf	25	0.028915984471214684
0.8	0.4	Inf	25	0.031227342637683467
0.8	0.8	Inf	25	0.044025902507701775
0.81	0	Inf	25	0.016302851433425844
0.81	0.05	Inf	25	0.02333544453054335
0.81	0.1	Inf	25	0.022758744949542133
0.81	0.2	Inf	25	0.02216699538427557
0.81	0.4	Inf	25	0.036687707573442474
0.81	0.8	Inf	25	0.042751740368653486
0.82	0	Inf	25	0.01931077978723334
0.82	0.05	Inf	25	0.025802240385428582
0.82	0.1	Inf	25	0.025425622803498964
0.82	0.2	Inf	25	0.02491051435730226
0.82	0.4	Inf	25	0.03348500899254297
0.82	0.8	Inf	25	0.04286527546378571
0.83	0	Inf	25	0.016641479049219955
0.83	0.05	Inf	25	0.02301535241653393
0.83	0.1	Inf	25	0.02801879944098331
0.83	0.2	Inf	25	0.02168441445294304
0.83	0.4	Inf	25	0.028088943276709598
0.83	0.8	Inf	25	0.04512951861357377
0.84	0	Inf	25	0.022771955420210453
0.84	0.05	Inf	25	0.027325086921946386
0.84	0.1	Inf	25	0.020783716403710246
0.84	0.2	Inf	25	0.03032087670693797
0.84	0.4	Inf	25	0.03135629876720852
0.84	0.8	Inf	25	0.04562228494552812
0.85	0	Inf	25	0.008978390557676505
0.85	0.05	Inf	25	0.020323865149653772
0.85	0.1	Inf	25	0.026936096233924338
0.85	0.2	Inf	25	0.023883591435612212
0.85	0.4	Inf	25	0.030030249915966964
0.85	0.8	Inf	25	0.04564424902321995
0.86	0	Inf	25	0.024091907852849544
0.86	0.05	Inf	25	0.016641860184091428
0.86	0.1	Inf	25	0.022504962840778686
0.86	0.2	Inf	25	0.027141727613409036
0.86	0.4	Inf	25	0.03214101026203223
0.86	0.8	Inf	25	0.04174887299736086
0.87	0	Inf	25	0.019882785266622016
0.87	0.05	Inf	25	0.0228874687784575
0.87	0.1	Inf	25	0.023032595108736606
0.87	0.2	Inf	25	0.029535693813704696
0.87	0.4	Inf	25	0.03382297681256011
0.87	0.8	Inf	25	0.043410680656720955
0.88	0	Inf	25	0.022527921165400706
0.88	0.05	Inf	25	0.013937461919979062
0.88	0.1	Inf	25	0.02187741210727428
0.88	0.2	Inf	25	0.026185668642933
0.88	0.4	Inf	25	0.027544741150128678
0.88	0.8	Inf	25	0.04295508994349909
0.89	0	Inf	25	0.012810497828315826
0.89	0.05	Inf	25	0.029758928534622073
0.89	0.1	Inf	25	0.026204112490462728
0.89	0.2	Inf	25	0.025638905771530676
0.89	0.4	Inf	25	0.029281198104591934
0.89	0.8	Inf	25	0.0437561984016699
0.9	0	Inf	25	0.014997012693231606
0.9	0.05	Inf	25	0.019179607605734644
0.9	0.1	Inf	25	0.03189585779884238
0.9	0.2	Inf	25	0.022276307732671363
0.9	0.4	Inf	25	0.032048255780261756
0.9	0.8	Inf	25	0.04327954860654367
0.91	0	Inf	25	0.0247422191098792
0.91	0.05	Inf	25	0.021809454128542495
0.91	0.1	Inf	25	0.017683635657508745
0.91	0.2	Inf	25	0.024512297217700294
0.91	0.4	Inf	25	0.029340830329947096
0.91	0.8	Inf	25	0.04167741026286068
0.92	0	Inf	25	0.016111788206579103
0.92	0.05	Inf	25	0.008615780733462489
0.92	0.1	Inf	25	0.022030371132075822
0.92	0.2	Inf	25	0.02194925890267233
0.92	0.4	Inf	25	0.031873826609535534
0.92	0.8	Inf	25	0.04304734444744927
0.93	0	Inf	25	0.01715816168392075
0.93	0.05	Inf	25	0.01699800746728189
0.93	0.1	Inf	25	0.017841381801155274
0.93	0.2	Inf	25	0.023872369736101698
0.93	0.4	Inf	25	0.0279633842925048
0.93	0.8	Inf	25	0.04512279502574412
0.94	0	Inf	25	0.028998282885075114
0.94	0.05	Inf	25	0.015882953246988248
0.94	0.1	Inf	25	0.016218941747000934
0.94	0.2	Inf	25	0.020492614634119687
0.94	0.4	Inf	25	0.028297489477067932
0.94	0.8	Inf	25	0.042986792244695655
0.95	0	Inf	25	0.021198301790406535
0.95	0.05	Inf	25	0.026399255231897498
0.95	0.1	Inf	25	0.02846150470722287
0.95	0.2	Inf	25	0.030974651210113967
0.95	0.4	Inf	25	0.03561334012533287
0.95	0.8	Inf	25	0.04445632374453022
0.96	0	Inf	25	0.013277773121568519
0.96	0.05	Inf	25	0.01717979766924838
0.96	0.1	Inf	25	0.02516491590908752
0.96	0.2	Inf	25	0.021989108302659825
0.96	0.4	Inf	25	0.02896653568591155
0.96	0.8	Inf	25	0.04415465106501351
0.97	0	Inf	25	0.023020366669705264
0.97	0.05	Inf	25	0.018775726493021748
0.97	0.1	Inf	25	0.014365557757414453
0.97	0.2	Inf	25	0.018311876118229563
0.97	0.4	Inf	25	0.03014911799274576
0.97	0.8	Inf	25	0.043363110423582166
0.98	0	Inf	25	0.011668577138402159
0.98	0.05	Inf	25	0.013796888822610966
0.98	0.1	Inf	25	0.02358167371395216
0.98	0.2	Inf	25	0.020515289320984214
0.98	0.4	Inf	25	0.029003044266768467
0.98	0.8	Inf	25	0.04430092680781156
0.99	0	Inf	25	0.018925839182754794
0.99	0.05	Inf	25	0.028085564065235623
0.99	0.1	Inf	25	0.014681336711486817
0.99	0.2	Inf	25	0.02652999159674861
0.99	0.4	Inf	25	0.026437645204449037
0.99	0.8	Inf	25	0.042883534437106824
1	0	Inf	25	0.012374766305128017
1	0.05	Inf	25	0.01946709600755618
1	0.1	Inf	25	0.01354661265832318
1	0.2	Inf	25	0.018703154741544267
1	0.4	Inf	25	0.027311788452259036
1	0.8	Inf	25	0.04202957259554672
0	0	Inf	50	0.05000000000000002
0	0.05	Inf	50	0.05000000000000002
0	0.1	Inf	50	0.05000000000000002
0	0.2	Inf	50	0.05000000000000002
0	0.4	Inf	50	0.05000000000000002
0	0.8	Inf	50	0.05000000000000001
0.01	0	Inf	50	0.05012991517832921
0.01	0.05	Inf	50	0.0501912686617376
0.01	0.1	Inf	50	0.04991125735469857
0.01	0.2	Inf	50	0.05006754687537013
0.01	0.4	Inf	50	0.04996358425338504
0.01	0.8	Inf	50	0.04998702177981785
0.02	0	Inf	50	0.05004944405735116
0.02	0.05	Inf	50	0.04975420078955852
0.02	0.1	Inf	50	0.050245426873243994
0.02	0.2	Inf	50	0.05003525381910648
0.02	0.4	Inf	50	0.05012976914198711
0.02	0.8	Inf	50	0.049967819304477204
