S	M_sigma	Q_alpha	iter_index	motif_index	motif_exon	motif_intron	motif_ratio	motif_mutrate	motif_ratio_max	mutrate_ratio_max
0	0.02	Inf	1	16	0.04921759739209525	0.04921759739209525	1	-19.30635110972152	NA	1.2435052188767817
0	0.02	Inf	1	17	0.048084084666757794	0.048084084666757794	1	-19.630434048858564	NA	1.2435052188767817
0	0.02	Inf	1	18	0.05261645848755182	0.05261645848755182	1	-18.041703679675546	NA	1.2435052188767817
0	0.02	Inf	1	19	0.04947184577787963	0.04947184577787963	1	-19.187550774885466	NA	1.2435052188767817
0	0.02	Inf	1	20	0.049338043859314326	0.049338043859314326	1	-19.35826179809036	NA	1.2435052188767817
0	0.03	Inf	1	1	0.049169527506732924	0.049169527506732924	1	-19.262779793544464	NA	1.2432437288815907
0	0.03	Inf	1	2	0.04884142803282043	0.04884142803282043	1	-19.497184502120803	NA	1.2432437288815907
0	0.03	Inf	1	3	0.049003590310745894	0.049003590310745894	1	-19.437963419178796	NA	1.2432437288815907
0	0.03	Inf	1	4	0.04973211373774786	0.04973211373774786	1	-19.08366236465648	NA	1.2432437288815907
0	0.03	Inf	1	5	0.052331597270688514	0.052331597270688514	1	-18.142879511293163	NA	1.2432437288815907
0	0.03	Inf	1	6	0.05031576186932861	0.05031576186932861	1	-18.955728132247234	NA	1.2432437288815907
0	0.03	Inf	1	7	0.04954712310273649	0.04954712310273649	1	-19.413866394529215	NA	1.2432437288815907
0	0.03	Inf	1	8	0.050425514583293446	0.050425514583293446	1	-18.797752755062586	NA	1.2432437288815907
0	0.03	Inf	1	9	0.04957809627819932	0.04957809627819932	1	-19.114655854169868	NA	1.2432437288815907
0	0.03	Inf	1	10	0.05287605675588724	0.05287605675588724	1	-18.2279303412479	NA	1.2432437288815907
0	0.03	Inf	1	11	0.04945430786767594	0.04945430786767594	1	-19.327457571743736	NA	1.2432437288815907
0	0.03	Inf	1	12	0.05057586776239966	0.05057586776239966	1	-18.855740326839	NA	1.2432437288815907
0	0.03	Inf	1	13	0.049432653630748766	0.049432653630748766	1	-19.1930820367982	NA	1.2432437288815907
0	0.03	Inf	1	14	0.048092473891004864	0.048092473891004864	1	-19.81087189647399	NA	1.2432437288815907
0	0.03	Inf	1	15	0.05017620272976228	0.05017620272976228	1	-19.05574714141377	NA	1.2432437288815907
0	0.03	Inf	1	16	0.0495500048200789	0.0495500048200789	1	-19.31248343173369	NA	1.2432437288815907
0	0.03	Inf	1	17	0.049476009068024074	0.049476009068024074	1	-19.11900387976331	NA	1.2432437288815907
0	0.03	Inf	1	18	0.0504574844628647	0.0504574844628647	1	-18.798625538398767	NA	1.2432437288815907
0	0.03	Inf	1	19	0.0506425878107422	0.0506425878107422	1	-18.728463060768938	NA	1.2432437288815907
0	0.03	Inf	1	20	0.05032159850851795	0.05032159850851795	1	-18.68503476591102	NA	1.2432437288815907
0	0.04	Inf	1	1	0.05124800749018763	0.05124800749018763	1	-18.757287123446826	NA	1.4160513064740852
0	0.04	Inf	1	2	0.04533521197039249	0.04533521197039249	1	-21.05261397008883	NA	1.4160513064740852
0	0.04	Inf	1	3	0.050122278369763754	0.050122278369763754	1	-19.118112213286636	NA	1.4160513064740852
0	0.04	Inf	1	4	0.04759493142744085	0.04759493142744085	1	-19.88149641309119	NA	1.4160513064740852
0	0.04	Inf	1	5	0.05678156080566771	0.05678156080566771	1	-16.94524114953922	NA	1.4160513064740852
0	0.04	Inf	1	6	0.05130316564889045	0.05130316564889045	1	-18.195234106190455	NA	1.4160513064740852
0	0.04	Inf	1	7	0.05074870644160539	0.05074870644160539	1	-18.966838719113	NA	1.4160513064740852
0	0.04	Inf	1	8	0.04966203803816807	0.04966203803816807	1	-19.158266148780104	NA	1.4160513064740852
0	0.04	Inf	1	9	0.05045081270339213	0.05045081270339213	1	-18.492974836076655	NA	1.4160513064740852
0	0.04	Inf	1	10	0.05244532991623836	0.05244532991623836	1	-17.96895776414674	NA	1.4160513064740852
0	0.04	Inf	1	11	0.045795145108990166	0.045795145108990166	1	-20.730124107689143	NA	1.4160513064740852
0	0.04	Inf	1	12	0.049518482202685135	0.049518482202685135	1	-19.179416046182276	NA	1.4160513064740852
0	0.04	Inf	1	13	0.048441326371668814	0.048441326371668814	1	-19.53899957293373	NA	1.4160513064740852
0	0.04	Inf	1	14	0.05245999289897038	0.05245999289897038	1	-18.01948062022772	NA	1.4160513064740852
0	0.04	Inf	1	15	0.0505959068183112	0.0505959068183112	1	-18.970935744111014	NA	1.4160513064740852
0	0.04	Inf	1	16	0.047840138733801205	0.047840138733801205	1	-19.6738753869071	NA	1.4160513064740852
0	0.04	Inf	1	17	0.04921533016511487	0.04921533016511487	1	-19.218761895678476	NA	1.4160513064740852
0	0.04	Inf	1	18	0.04905854867762028	0.04905854867762028	1	-19.423353134680543	NA	1.4160513064740852
0	0.04	Inf	1	19	0.049563721302326835	0.049563721302326835	1	-18.779188770571043	NA	1.4160513064740852
0	0.04	Inf	1	20	0.051819364908764216	0.051819364908764216	1	-18.153753014105536	NA	1.4160513064740852
0	0.05	Inf	1	1	0.04866046359304629	0.04866046359304629	1	-19.509601562993936	NA	1.402259988392649
0	0.05	Inf	1	2	0.05256631288690293	0.05256631288690293	1	-17.95086892494369	NA	1.402259988392649
0	0.05	Inf	1	3	0.04991209696714317	0.04991209696714317	1	-18.825974440160916	NA	1.402259988392649
0	0.05	Inf	1	4	0.047231145676319856	0.047231145676319856	1	-19.520586366056566	NA	1.402259988392649
0	0.05	Inf	1	5	0.04892721349912796	0.04892721349912796	1	-18.904848258614454	NA	1.402259988392649
0	0.05	Inf	1	6	0.04774740467244535	0.04774740467244535	1	-19.525035726339926	NA	1.402259988392649
0	0.05	Inf	1	7	0.05294549077485129	0.05294549077485129	1	-17.711682057490155	NA	1.402259988392649
0	0.05	Inf	1	8	0.0514724182264399	0.0514724182264399	1	-18.107529504182402	NA	1.402259988392649
0	0.05	Inf	1	9	0.04767607079151942	0.04767607079151942	1	-19.48328538382393	NA	1.402259988392649
0	0.05	Inf	1	10	0.051028940589365725	0.051028940589365725	1	-18.57452129863931	NA	1.402259988392649
0	0.05	Inf	1	11	0.049667498853189766	0.049667498853189766	1	-19.369688349489184	NA	1.402259988392649
0	0.05	Inf	1	12	0.052324867197186126	0.052324867197186126	1	-18.000329247062986	NA	1.402259988392649
0	0.05	Inf	1	13	0.04818149191255455	0.04818149191255455	1	-19.390251100715375	NA	1.402259988392649
0	0.05	Inf	1	14	0.048605189919476204	0.048605189919476204	1	-19.356036443520345	NA	1.402259988392649
0	0.05	Inf	1	15	0.05084674893947517	0.05084674893947517	1	-18.244033872210725	NA	1.402259988392649
0	0.05	Inf	1	16	0.04999371345587563	0.04999371345587563	1	-18.64942035566272	NA	1.402259988392649
0	0.05	Inf	1	17	0.05387369889595533	0.05387369889595533	1	-17.44301360473774	NA	1.402259988392649
0	0.05	Inf	1	18	0.050094954547934445	0.050094954547934445	1	-18.611256796376615	NA	1.402259988392649
0	0.05	Inf	1	19	0.048073276421834475	0.048073276421834475	1	-19.401471930310386	NA	1.402259988392649
0	0.05	Inf	1	20	0.0501710021793564	0.0501710021793564	1	-18.987441133541914	NA	1.402259988392649
0	0.06	Inf	1	1	0.04876063359644528	0.04876063359644528	1	-19.254833255992686	NA	1.594906080537965
0	0.06	Inf	1	2	0.04761960379359572	0.04761960379359572	1	-19.460625764096733	NA	1.594906080537965
0	0.06	Inf	1	3	0.05547854002411159	0.05547854002411159	1	-16.85676746352635	NA	1.594906080537965
0	0.06	Inf	1	4	0.05149730183453898	0.05149730183453898	1	-17.85715239414181	NA	1.594906080537965
0	0.06	Inf	1	5	0.046815896073253274	0.046815896073253274	1	-19.56292056883063	NA	1.594906080537965
0	0.06	Inf	1	6	0.04169061277580815	0.04169061277580815	1	-21.7681748750108	NA	1.594906080537965
0	0.06	Inf	1	7	0.04986050170929372	0.04986050170929372	1	-18.785119654084525	NA	1.594906080537965
0	0.06	Inf	1	8	0.05191319934156782	0.05191319934156782	1	-18.293943451122335	NA	1.594906080537965
0	0.06	Inf	1	9	0.0524196494336052	0.0524196494336052	1	-17.901130784795207	NA	1.594906080537965
0	0.06	Inf	1	10	0.05616202753438779	0.05616202753438779	1	-16.663435742006005	NA	1.594906080537965
0	0.06	Inf	1	11	0.04654971971409441	0.04654971971409441	1	-19.88064440492199	NA	1.594906080537965
0	0.06	Inf	1	12	0.055008461782745696	0.055008461782745696	1	-16.893665412477272	NA	1.594906080537965
0	0.06	Inf	1	13	0.04876451770245958	0.04876451770245958	1	-19.55079188801956	NA	1.594906080537965
0	0.06	Inf	1	14	0.04718153515178643	0.04718153515178643	1	-19.7689570207995	NA	1.594906080537965
0	0.06	Inf	1	15	0.05049507408084079	0.05049507408084079	1	-18.3649165003495	NA	1.594906080537965
0	0.06	Inf	1	16	0.04827679483488651	0.04827679483488651	1	-18.953281801211297	NA	1.594906080537965
0	0.06	Inf	1	17	0.04475779465831024	0.04475779465831024	1	-20.797495967977337	NA	1.594906080537965
0	0.06	Inf	1	18	0.04736615709195433	0.04736615709195433	1	-19.751334051099892	NA	1.594906080537965
0	0.06	Inf	1	19	0.05404421052799067	0.05404421052799067	1	-17.496582573687647	NA	1.594906080537965
0	0.06	Inf	1	20	0.055337768338323955	0.055337768338323955	1	-16.94700465438224	NA	1.594906080537965
0	0.07	Inf	1	1	0.05018032768495124	0.05018032768495124	1	-19.045746060452103	NA	1.7798120873262244
0	0.07	Inf	1	2	0.05476063650567479	0.05476063650567479	1	-17.672533078966314	NA	1.7798120873262244
0	0.07	Inf	1	3	0.04967008130349987	0.04967008130349987	1	-18.84372793208187	NA	1.7798120873262244
0	0.07	Inf	1	4	0.044285466747250556	0.044285466747250556	1	-21.543824669092153	NA	1.7798120873262244
0	0.07	Inf	1	5	0.04668339542222536	0.04668339542222536	1	-20.15383585324958	NA	1.7798120873262244
0	0.07	Inf	1	6	0.04882451565377346	0.04882451565377346	1	-20.13330759988208	NA	1.7798120873262244
0	0.07	Inf	1	7	0.050988985459570944	0.050988985459570944	1	-18.923472801685776	NA	1.7798120873262244
0	0.07	Inf	1	8	0.056984755415984446	0.056984755415984446	1	-17.002981002924372	NA	1.7798120873262244
0	0.07	Inf	1	9	0.05159417080652434	0.05159417080652434	1	-18.35403424108503	NA	1.7798120873262244
0	0.07	Inf	1	10	0.04947772527793682	0.04947772527793682	1	-19.212605602839368	NA	1.7798120873262244
0	0.07	Inf	1	11	0.04882240091422679	0.04882240091422679	1	-19.264452868942854	NA	1.7798120873262244
0	0.07	Inf	1	12	0.04811478147124327	0.04811478147124327	1	-19.926657435835246	NA	1.7798120873262244
0	0.07	Inf	1	13	0.04996072051770222	0.04996072051770222	1	-18.95842760317434	NA	1.7798120873262244
0	0.07	Inf	1	14	0.054465946627965535	0.054465946627965535	1	-17.43359208268179	NA	1.7798120873262244
0	0.07	Inf	1	15	0.05608910335373847	0.05608910335373847	1	-16.45025773372453	NA	1.7798120873262244
0	0.07	Inf	1	16	0.045943148973914445	0.045943148973914445	1	-20.542492938125033	NA	1.7798120873262244
0	0.07	Inf	1	17	0.049948189109618006	0.049948189109618006	1	-18.39413503373457	NA	1.7798120873262244
0	0.07	Inf	1	18	0.050137428604666	0.050137428604666	1	-18.885710689112376	NA	1.7798120873262244
0	0.07	Inf	1	19	0.04373267951880057	0.04373267951880057	1	-21.531398328097445	NA	1.7798120873262244
0	0.07	Inf	1	20	0.049335540630732956	0.049335540630732956	1	-19.38607921672368	NA	1.7798120873262244
0	0.08	Inf	1	1	0.0445106407515193	0.0445106407515193	1	-21.06528778774642	NA	1.7165983542957093
0	0.08	Inf	1	2	0.049425827601344376	0.049425827601344376	1	-18.667024365807954	NA	1.7165983542957093
0	0.08	Inf	1	3	0.04686857705712285	0.04686857705712285	1	-19.6551618623183	NA	1.7165983542957093
0	0.08	Inf	1	4	0.0524850970403614	0.0524850970403614	1	-17.855419917720997	NA	1.7165983542957093
0	0.08	Inf	1	5	0.04546809881344155	0.04546809881344155	1	-20.94139832284027	NA	1.7165983542957093
0	0.08	Inf	1	6	0.04887476602921465	0.04887476602921465	1	-19.01327372197642	NA	1.7165983542957093
0	0.08	Inf	1	7	0.05675736620847736	0.05675736620847736	1	-16.64419310309453	NA	1.7165983542957093
0	0.08	Inf	1	8	0.05298557502629237	0.05298557502629237	1	-18.082084402376275	NA	1.7165983542957093
0	0.08	Inf	1	9	0.04934333017318934	0.04934333017318934	1	-18.985675873387795	NA	1.7165983542957093
0	0.08	Inf	1	10	0.04680861132869712	0.04680861132869712	1	-19.719902393989766	NA	1.7165983542957093
0	0.08	Inf	1	11	0.04611008750307475	0.04611008750307475	1	-20.34783850415624	NA	1.7165983542957093
0	0.08	Inf	1	12	0.04913126701024485	0.04913126701024485	1	-18.945004405350293	NA	1.7165983542957093
0	0.08	Inf	1	13	0.051360969728414176	0.051360969728414176	1	-18.36464150510533	NA	1.7165983542957093
0	0.08	Inf	1	14	0.0496885114865952	0.0496885114865952	1	-18.640599109160625	NA	1.7165983542957093
0	0.08	Inf	1	15	0.05426679297186323	0.05426679297186323	1	-17.563298524808825	NA	1.7165983542957093
0	0.08	Inf	1	16	0.04888601479275168	0.04888601479275168	1	-19.902969798775164	NA	1.7165983542957093
0	0.08	Inf	1	17	0.050763172804332214	0.050763172804332214	1	-18.963404357443086	NA	1.7165983542957093
0	0.08	Inf	1	18	0.055641280050042284	0.055641280050042284	1	-17.053491416644388	NA	1.7165983542957093
0	0.08	Inf	1	19	0.04872165874813342	0.04872165874813342	1	-19.114646146047907	NA	1.7165983542957093
0	0.08	Inf	1	20	0.05190235487488792	0.05190235487488792	1	-18.285921190534253	NA	1.7165983542957093
0	0.09	Inf	1	1	0.05016010732377742	0.05016010732377742	1	-18.938580353295805	NA	2.052519347701973
0	0.09	Inf	1	2	0.054922077025823295	0.054922077025823295	1	-17.136061307174142	NA	2.052519347701973
0	0.09	Inf	1	3	0.05213389100192714	0.05213389100192714	1	-18.56567134180287	NA	2.052519347701973
0	0.09	Inf	1	4	0.04587417641629597	0.04587417641629597	1	-21.21667692229574	NA	2.052519347701973
0	0.09	Inf	1	5	0.04493386923481138	0.04493386923481138	1	-20.971534774274147	NA	2.052519347701973
0	0.09	Inf	1	6	0.04755194251938616	0.04755194251938616	1	-19.62882025615154	NA	2.052519347701973
0	0.09	Inf	1	7	0.06054391903168303	0.06054391903168303	1	-15.979765745766	NA	2.052519347701973
0	0.09	Inf	1	8	0.04206870242970826	0.04206870242970826	1	-21.99384900674805	NA	2.052519347701973
0	0.09	Inf	1	9	0.04563690198939712	0.04563690198939712	1	-20.53260153971861	NA	2.052519347701973
0	0.09	Inf	1	10	0.046353582787225296	0.046353582787225296	1	-20.72138611324112	NA	2.052519347701973
0	0.09	Inf	1	11	0.04816507532039468	0.04816507532039468	1	-19.97778751209684	NA	2.052519347701973
0	0.09	Inf	1	12	0.045826384138943174	0.045826384138943174	1	-20.382115284434455	NA	2.052519347701973
0	0.09	Inf	1	13	0.05089623537662371	0.05089623537662371	1	-18.773877364265175	NA	2.052519347701973
0	0.09	Inf	1	14	0.05496376135911062	0.05496376135911062	1	-17.238899860080107	NA	2.052519347701973
0	0.09	Inf	1	15	0.05098653466801242	0.05098653466801242	1	-18.431646376342627	NA	2.052519347701973
0	0.09	Inf	1	16	0.04871457564766592	0.04871457564766592	1	-19.24565020858518	NA	2.052519347701973
0	0.09	Inf	1	17	0.053188420299495436	0.053188420299495436	1	-17.654953508062988	NA	2.052519347701973
0	0.09	Inf	1	18	0.04839859062479459	0.04839859062479459	1	-19.14253174381436	NA	2.052519347701973
0	0.09	Inf	1	19	0.04872589049718488	0.04872589049718488	1	-19.32103509920313	NA	2.052519347701973
0	0.09	Inf	1	20	0.05995536230773927	0.05995536230773927	1	-15.721682148402932	NA	2.052519347701973
0	0.1	Inf	1	1	0.04497377043511426	0.04497377043511426	1	-20.825381366422512	NA	2.1298083090427453
0	0.1	Inf	1	2	0.057113981623254574	0.057113981623254574	1	-17.115703942074475	NA	2.1298083090427453
0	0.1	Inf	1	3	0.047208481475912924	0.047208481475912924	1	-20.48501363559714	NA	2.1298083090427453
0	0.1	Inf	1	4	0.05950854671065594	0.05950854671065594	1	-16.619293029708487	NA	2.1298083090427453
0	0.1	Inf	1	5	0.048873992897706976	0.048873992897706976	1	-19.144231519617826	NA	2.1298083090427453
0	0.1	Inf	1	6	0.05982833029159723	0.05982833029159723	1	-15.859537783192925	NA	2.1298083090427453
0	0.1	Inf	1	7	0.049553626291301854	0.049553626291301854	1	-19.357687814959217	NA	2.1298083090427453
0	0.1	Inf	1	8	0.050531679398883984	0.050531679398883984	1	-19.716869547331363	NA	2.1298083090427453
0	0.1	Inf	1	9	0.04617471377452334	0.04617471377452334	1	-20.97203020651224	NA	2.1298083090427453
0	0.1	Inf	1	10	0.048226319367469	0.048226319367469	1	-19.65071915346936	NA	2.1298083090427453
0	0.1	Inf	1	11	0.059485351723575344	0.059485351723575344	1	-16.172947699285825	NA	2.1298083090427453
0	0.1	Inf	1	12	0.04275335381285852	0.04275335381285852	1	-22.25476230544478	NA	2.1298083090427453
0	0.1	Inf	1	13	0.05786916413336796	0.05786916413336796	1	-17.115755071428776	NA	2.1298083090427453
0	0.1	Inf	1	14	0.047261626064995996	0.047261626064995996	1	-19.967602793635532	NA	2.1298083090427453
0	0.1	Inf	1	15	0.044861097436970344	0.044861097436970344	1	-21.507058882667863	NA	2.1298083090427453
0	0.1	Inf	1	16	0.04505768610444412	0.04505768610444412	1	-21.20784592208166	NA	2.1298083090427453
0	0.1	Inf	1	17	0.045092042853033594	0.045092042853033594	1	-20.73032975673031	NA	2.1298083090427453
0	0.1	Inf	1	18	0.05466853752051576	0.05466853752051576	1	-18.102111449354425	NA	2.1298083090427453
0	0.1	Inf	1	19	0.04569119527652777	0.04569119527652777	1	-20.80106804402187	NA	2.1298083090427453
0	0.1	Inf	1	20	0.04526650280729056	0.04526650280729056	1	-20.79608872290598	NA	2.1298083090427453
0	0.11	Inf	1	1	0.05130374545739765	0.05130374545739765	1	-18.855701213373653	NA	2.705241906416426
0	0.11	Inf	1	2	0.05413594872401373	0.05413594872401373	1	-18.06933938790347	NA	2.705241906416426
0	0.11	Inf	1	3	0.049811075052891465	0.049811075052891465	1	-18.96246986843407	NA	2.705241906416426
0	0.11	Inf	1	4	0.04517982067077233	0.04517982067077233	1	-21.665211228496265	NA	2.705241906416426
0	0.11	Inf	1	5	0.054470943513334126	0.054470943513334126	1	-17.41317296702517	NA	2.705241906416426
0	0.11	Inf	1	6	0.058280432549562465	0.058280432549562465	1	-16.523029877921996	NA	2.705241906416426
0	0.11	Inf	1	7	0.04831920186786771	0.04831920186786771	1	-19.357097932196638	NA	2.705241906416426
0	0.11	Inf	1	8	0.054447351139424637	0.054447351139424637	1	-16.815466965576228	NA	2.705241906416426
0	0.11	Inf	1	9	0.04032637698628799	0.04032637698628799	1	-23.226130081987133	NA	2.705241906416426
0	0.11	Inf	1	10	0.04814450607063698	0.04814450607063698	1	-19.99884682489023	NA	2.705241906416426
0	0.11	Inf	1	11	0.04318422382114587	0.04318422382114587	1	-22.541671133421225	NA	2.705241906416426
0	0.11	Inf	1	12	0.042980917600086946	0.042980917600086946	1	-21.90215894567785	NA	2.705241906416426
0	0.11	Inf	1	13	0.06124621638933547	0.06124621638933547	1	-15.178003901560349	NA	2.705241906416426
0	0.11	Inf	1	14	0.0480176418823681	0.0480176418823681	1	-20.45704042460746	NA	2.705241906416426
0	0.11	Inf	1	15	0.05311584871196398	0.05311584871196398	1	-17.96637853279595	NA	2.705241906416426
0	0.11	Inf	1	16	0.04260858604170955	0.04260858604170955	1	-22.75958872047682	NA	2.705241906416426
0	0.11	Inf	1	17	0.05209920062056717	0.05209920062056717	1	-18.522950346011825	NA	2.705241906416426
0	0.11	Inf	1	18	0.05105082933499112	0.05105082933499112	1	-18.135808999840673	NA	2.705241906416426
0	0.11	Inf	1	19	0.05691512029276808	0.05691512029276808	1	-16.274597416677942	NA	2.705241906416426
0	0.11	Inf	1	20	0.04436201327287456	0.04436201327287456	1	-20.3293570850996	NA	2.705241906416426
0	0.12	Inf	1	1	0.05096946128973104	0.05096946128973104	1	-19.265840971043218	NA	2.4781477231073312
0	0.12	Inf	1	2	0.047371230267278054	0.047371230267278054	1	-20.93200916564179	NA	2.4781477231073312
0	0.12	Inf	1	3	0.055117684398388336	0.055117684398388336	1	-17.86482542287092	NA	2.4781477231073312
0	0.12	Inf	1	4	0.048086813708250326	0.048086813708250326	1	-20.793920134037634	NA	2.4781477231073312
0	0.12	Inf	1	5	0.044705757551562884	0.044705757551562884	1	-21.895245408605003	NA	2.4781477231073312
0	0.12	Inf	1	6	0.045588720300740224	0.045588720300740224	1	-20.986918775635683	NA	2.4781477231073312
0	0.12	Inf	1	7	0.05048906107102681	0.05048906107102681	1	-18.795783773615437	NA	2.4781477231073312
0	0.12	Inf	1	8	0.042854420981905963	0.042854420981905963	1	-23.072672852144937	NA	2.4781477231073312
0	0.12	Inf	1	9	0.05895173984435798	0.05895173984435798	1	-16.57493451549296	NA	2.4781477231073312
0	0.12	Inf	1	10	0.05825903268514264	0.05825903268514264	1	-16.391959847511483	NA	2.4781477231073312
0	0.12	Inf	1	11	0.04437737927429076	0.04437737927429076	1	-21.075396547763532	NA	2.4781477231073312
0	0.12	Inf	1	12	0.05061707073808657	0.05061707073808657	1	-19.07324394731577	NA	2.4781477231073312
0	0.12	Inf	1	13	0.04102937138501107	0.04102937138501107	1	-23.43817780982167	NA	2.4781477231073312
0	0.12	Inf	1	14	0.05624902628382115	0.05624902628382115	1	-17.336833382902316	NA	2.4781477231073312
0	0.12	Inf	1	15	0.044581350127455927	0.044581350127455927	1	-22.784794676283603	NA	2.4781477231073312
0	0.12	Inf	1	16	0.0492838654662831	0.0492838654662831	1	-20.03032348306877	NA	2.4781477231073312
0	0.12	Inf	1	17	0.057970501743961025	0.057970501743961025	1	-16.43733890496719	NA	2.4781477231073312
0	0.12	Inf	1	18	0.04296964950399189	0.04296964950399189	1	-22.355740681394078	NA	2.4781477231073312
