M_sigma	S	Q_alpha	motif_intron_summary	motif_intron
0.03	0.4	Inf	75	0.051400945396307365
0.03	0.8	Inf	75	0.050869279313599
0.04	0	Inf	75	0.05169649312218027
0.04	0.05	Inf	75	0.05144656102733758
0.04	0.1	Inf	75	0.050941345003384486
0.04	0.2	Inf	75	0.05178006019761787
0.04	0.4	Inf	75	0.05154153108548291
0.04	0.8	Inf	75	0.05130851065118228
0.05	0	Inf	75	0.051391266128988145
0.05	0.05	Inf	75	0.05140629690480165
0.05	0.1	Inf	75	0.05123786013183048
0.05	0.2	Inf	75	0.05170217366198081
0.05	0.4	Inf	75	0.05132636589742062
0.05	0.8	Inf	75	0.05146160575435092
0.06	0	Inf	75	0.052261262206329984
0.06	0.05	Inf	75	0.05244357937305293
0.06	0.1	Inf	75	0.05135132537740562
0.06	0.2	Inf	75	0.051888026620916856
0.06	0.4	Inf	75	0.05114935547596629
0.06	0.8	Inf	75	0.05142844786642713
0.07	0	Inf	75	0.05408142181715397
0.07	0.05	Inf	75	0.051619411635732276
0.07	0.1	Inf	75	0.0543972715244625
0.07	0.2	Inf	75	0.05245120212864397
0.07	0.4	Inf	75	0.050917760011749164
0.07	0.8	Inf	75	0.05170124899663491
0.08	0	Inf	75	0.05251586869250626
0.08	0.05	Inf	75	0.05391248248582117
0.08	0.1	Inf	75	0.052465821943876265
0.08	0.2	Inf	75	0.052190016886160435
0.08	0.4	Inf	75	0.0524524825852841
0.08	0.8	Inf	75	0.05410597691204218
0.09	0	Inf	75	0.05250349955519843
0.09	0.05	Inf	75	0.05277111535001589
0.09	0.1	Inf	75	0.05287647526907078
0.09	0.2	Inf	75	0.05224356319130659
0.09	0.4	Inf	75	0.05262182225243376
0.09	0.8	Inf	75	0.052940653142787515
0.1	0	Inf	75	0.053191828177298395
0.1	0.05	Inf	75	0.052809111094524096
0.1	0.1	Inf	75	0.05471998851925607
0.1	0.2	Inf	75	0.051554738432937966
0.1	0.4	Inf	75	0.054412803458637256
0.1	0.8	Inf	75	0.054887989883692666
0.11	0	Inf	75	0.052394971738750976
0.11	0.05	Inf	75	0.054567535225217914
0.11	0.1	Inf	75	0.05415867680559888
0.11	0.2	Inf	75	0.05309918692156982
0.11	0.4	Inf	75	0.05692890801951403
0.11	0.8	Inf	75	0.051778840833820734
0.12	0	Inf	75	0.053815432454794754
0.12	0.05	Inf	75	0.053476670337280194
0.12	0.1	Inf	75	0.05346959764982417
0.12	0.2	Inf	75	0.05413484157902706
0.12	0.4	Inf	75	0.053009373480182614
0.12	0.8	Inf	75	0.054743715165778306
0.13	0	Inf	75	0.05668087441297437
0.13	0.05	Inf	75	0.05514261104211264
0.13	0.1	Inf	75	0.05386332230031716
0.13	0.2	Inf	75	0.05225067536299741
0.13	0.4	Inf	75	0.05420632619044015
0.13	0.8	Inf	75	0.05455857613398199
0.14	0	Inf	75	0.056795183352313386
0.14	0.05	Inf	75	0.052098181248357245
0.14	0.1	Inf	75	0.05366754363154168
0.14	0.2	Inf	75	0.053544682210985836
0.14	0.4	Inf	75	0.05697194522659789
0.14	0.8	Inf	75	0.05085305346807134
0.15	0	Inf	75	0.05532807148371656
0.15	0.05	Inf	75	0.05430295933125961
0.15	0.1	Inf	75	0.05469832419824543
0.15	0.2	Inf	75	0.05614920651994339
0.15	0.4	Inf	75	0.05386176902706457
0.15	0.8	Inf	75	0.054285457673693666
0.16	0	Inf	75	0.05296610063706024
0.16	0.05	Inf	75	0.05669898830291557
0.16	0.1	Inf	75	0.06051585901923104
0.16	0.2	Inf	75	0.053310943211415204
0.16	0.4	Inf	75	0.053997697107715806
0.16	0.8	Inf	75	0.053690012360072
0.17	0	Inf	75	0.054453057563386975
0.17	0.05	Inf	75	0.05553938090232433
0.17	0.1	Inf	75	0.05326725174755482
0.17	0.2	Inf	75	0.0539247809683687
0.17	0.4	Inf	75	0.05689143851821131
0.17	0.8	Inf	75	0.05622710229354834
0.18	0	Inf	75	0.05653348646900801
0.18	0.05	Inf	75	0.05739156713651059
0.18	0.1	Inf	75	0.05673650428493801
0.18	0.2	Inf	75	0.05638205732587164
0.18	0.4	Inf	75	0.05404538626169573
0.18	0.8	Inf	75	0.053758876142879046
0.19	0	Inf	75	0.06088861975110545
0.19	0.05	Inf	75	0.0554696877626987
0.19	0.1	Inf	75	0.054716425354915235
0.19	0.2	Inf	75	0.05373504199849718
0.19	0.4	Inf	75	0.05449490940346327
0.19	0.8	Inf	75	0.05531143863382146
0.2	0	Inf	75	0.052535525074546466
0.2	0.05	Inf	75	0.051316830864407754
0.2	0.1	Inf	75	0.061501667941374086
0.2	0.2	Inf	75	0.056858963693187534
0.2	0.4	Inf	75	0.054738060690718945
0.2	0.8	Inf	75	0.05399237965984022
0.21	0	Inf	75	0.05452645187441943
0.21	0.05	Inf	75	0.05649168983977188
0.21	0.1	Inf	75	0.0528596134850571
0.21	0.2	Inf	75	0.05901084337414339
0.21	0.4	Inf	75	0.05619390804846862
0.21	0.8	Inf	75	0.0550894308515094
0.22	0	Inf	75	0.055051107246008854
0.22	0.05	Inf	75	0.06198849417883592
0.22	0.1	Inf	75	0.05780807780209915
0.22	0.2	Inf	75	0.0544948912967342
0.22	0.4	Inf	75	0.054699773128637955
0.22	0.8	Inf	75	0.059040972243577274
0.23	0	Inf	75	0.05959962769482814
0.23	0.05	Inf	75	0.05498887390241215
0.23	0.1	Inf	75	0.05545964782835354
0.23	0.2	Inf	75	0.054366521441727114
0.23	0.4	Inf	75	0.056062101038844285
0.23	0.8	Inf	75	0.05507580304410477
0.24	0	Inf	75	0.05664885567392174
0.24	0.05	Inf	75	0.06025863498644787
0.24	0.1	Inf	75	0.056841274224761956
0.24	0.2	Inf	75	0.05515137362059834
0.24	0.4	Inf	75	0.05934199374794222
0.24	0.8	Inf	75	0.05724341002966116
0.25	0	Inf	75	0.055896143742253
0.25	0.05	Inf	75	0.05169351980580959
0.25	0.1	Inf	75	0.06069007367948865
0.25	0.2	Inf	75	0.0574120244036214
0.25	0.4	Inf	75	0.05852551596152142
0.25	0.8	Inf	75	0.06084159446889787
0.26	0	Inf	75	0.05844585252435087
0.26	0.05	Inf	75	0.06315427546613758
0.26	0.1	Inf	75	0.05513219356987605
0.26	0.2	Inf	75	0.05704275405542747
0.26	0.4	Inf	75	0.05862086839232127
0.26	0.8	Inf	75	0.05821253430741931
0.27	0	Inf	75	0.057467326661675464
0.27	0.05	Inf	75	0.05910077857080161
0.27	0.1	Inf	75	0.05356607965695866
0.27	0.2	Inf	75	0.05913644310461254
0.27	0.4	Inf	75	0.05717210230601679
0.27	0.8	Inf	75	0.0566918205367378
0.28	0	Inf	75	0.058218293548470273
0.28	0.05	Inf	75	0.05504936257974277
0.28	0.1	Inf	75	0.05160444619532993
0.28	0.2	Inf	75	0.06092747608126306
0.28	0.4	Inf	75	0.055459620974511674
0.28	0.8	Inf	75	0.06047098091418571
0.29	0	Inf	75	0.056062499584289376
0.29	0.05	Inf	75	0.060681151645164313
0.29	0.1	Inf	75	0.05718530069763633
0.29	0.2	Inf	75	0.05593486012571476
0.29	0.4	Inf	75	0.053243056792271815
0.29	0.8	Inf	75	0.05552407321385239
0.3	0	Inf	75	0.0613395560489598
0.3	0.05	Inf	75	0.059521413177604836
0.3	0.1	Inf	75	0.05625872894485175
0.3	0.2	Inf	75	0.055097073703308665
0.3	0.4	Inf	75	0.054474492678888625
0.3	0.8	Inf	75	0.05284685656097468
0.31	0	Inf	75	0.06182683172639349
0.31	0.05	Inf	75	0.060802849572596115
0.31	0.1	Inf	75	0.06016244897912468
0.31	0.2	Inf	75	0.058084579562626804
0.31	0.4	Inf	75	0.06016964403522293
0.31	0.8	Inf	75	0.0595315812200315
0.32	0	Inf	75	0.060709179764132024
0.32	0.05	Inf	75	0.05378935087786163
0.32	0.1	Inf	75	0.05778498114501813
0.32	0.2	Inf	75	0.06309903478071893
0.32	0.4	Inf	75	0.05944344168243142
0.32	0.8	Inf	75	0.06287776793081461
0.33	0	Inf	75	0.05709478546340543
0.33	0.05	Inf	75	0.05582870818366824
0.33	0.1	Inf	75	0.05188329724489203
0.33	0.2	Inf	75	0.056421402645910806
0.33	0.4	Inf	75	0.0624027290865653
0.33	0.8	Inf	75	0.05241114097389357
0.34	0	Inf	75	0.05792212207221906
0.34	0.05	Inf	75	0.058717416769388873
0.34	0.1	Inf	75	0.06331472012891029
0.34	0.2	Inf	75	0.05845434153966022
0.34	0.4	Inf	75	0.059956787742668584
0.34	0.8	Inf	75	0.05854101938640004
0.35	0	Inf	75	0.06313460460694284
0.35	0.05	Inf	75	0.06158830324474732
0.35	0.1	Inf	75	0.06278519260432594
0.35	0.2	Inf	75	0.06837434362492271
0.35	0.4	Inf	75	0.057090430416517096
0.35	0.8	Inf	75	0.0566398626614141
0.36	0	Inf	75	0.0648937841183472
0.36	0.05	Inf	75	0.053408918014867
0.36	0.1	Inf	75	0.060113510228570734
0.36	0.2	Inf	75	0.056929323196476006
0.36	0.4	Inf	75	0.06300910890064396
0.36	0.8	Inf	75	0.05815216305031294
0.37	0	Inf	75	0.05660077033641456
0.37	0.05	Inf	75	0.054576978530502855
0.37	0.1	Inf	75	0.054069768259015244
0.37	0.2	Inf	75	0.061345066533433336
0.37	0.4	Inf	75	0.06331082945223546
0.37	0.8	Inf	75	0.06342948588467366
0.38	0	Inf	75	0.05635309798839539
0.38	0.05	Inf	75	0.06456820480550259
0.38	0.1	Inf	75	0.05844320459742014
0.38	0.2	Inf	75	0.05798731974047017
0.38	0.4	Inf	75	0.05782335177536575
0.38	0.8	Inf	75	0.06583728387848034
0.39	0	Inf	75	0.062399346788318086
0.39	0.05	Inf	75	0.05708101403615756
0.39	0.1	Inf	75	0.06003850003326182
0.39	0.2	Inf	75	0.06238265850330442
0.39	0.4	Inf	75	0.0685749957942506
0.39	0.8	Inf	75	0.06139922066505074
0.4	0	Inf	75	0.06030920948581642
0.4	0.05	Inf	75	0.051958917453588924
0.4	0.1	Inf	75	0.050226921672492715
0.4	0.2	Inf	75	0.06669122084412224
0.4	0.4	Inf	75	0.05940584249679419
0.4	0.8	Inf	75	0.05844739261705713
0.41	0	Inf	75	0.05676249047650268
0.41	0.05	Inf	75	0.059695525477929084
0.41	0.1	Inf	75	0.0692657091413238
0.41	0.2	Inf	75	0.062110204917393566
0.41	0.4	Inf	75	0.05995251537971345
0.41	0.8	Inf	75	0.05966771756115322
0.42	0	Inf	75	0.0543795837808094
0.42	0.05	Inf	75	0.06165699935669654
0.42	0.1	Inf	75	0.05794040541884966
0.42	0.2	Inf	75	0.06286565587051518
0.42	0.4	Inf	75	0.058359739774900526
0.42	0.8	Inf	75	0.05114560336414104
0.43	0	Inf	75	0.054255880028079795
0.43	0.05	Inf	75	0.0586752241329829
0.43	0.1	Inf	75	0.06025469539777788
0.43	0.2	Inf	75	0.06662688462621184
0.43	0.4	Inf	75	0.06274028220229284
0.43	0.8	Inf	75	0.05485763459897361
0.44	0	Inf	75	0.05886898718719261
0.44	0.05	Inf	75	0.06138107423944371
0.44	0.1	Inf	75	0.05630335418980062
0.44	0.2	Inf	75	0.060617837036468156
0.44	0.4	Inf	75	0.06199410257598334
0.44	0.8	Inf	75	0.06177069583678986
0.45	0	Inf	75	0.0677061427747706
0.45	0.05	Inf	75	0.05375377380610011
0.45	0.1	Inf	75	0.05970413519386082
0.45	0.2	Inf	75	0.060382090604084324
0.45	0.4	Inf	75	0.06426932114756101
0.45	0.8	Inf	75	0.058895899649136996
0.46	0	Inf	75	0.06221473959159582
0.46	0.05	Inf	75	0.06571130645044537
0.46	0.1	Inf	75	0.06847513499529603
0.46	0.2	Inf	75	0.06790495748980227
0.46	0.4	Inf	75	0.05935596716442707
0.46	0.8	Inf	75	0.058509563391967265
0.47	0	Inf	75	0.05986818171707066
0.47	0.05	Inf	75	0.0567310921200211
0.47	0.1	Inf	75	0.06368963171872925
0.47	0.2	Inf	75	0.06802255337997361
0.47	0.4	Inf	75	0.06763196029453776
0.47	0.8	Inf	75	0.05179384085937311
0.48	0	Inf	75	0.0664799923894527
0.48	0.05	Inf	75	0.047791148794213034
0.48	0.1	Inf	75	0.059784428902992
0.48	0.2	Inf	75	0.05700624162863453
0.48	0.4	Inf	75	0.06604205835139607
0.48	0.8	Inf	75	0.056047633856608756
0.49	0	Inf	75	0.054966889240769375
0.49	0.05	Inf	75	0.059152294258185405
0.49	0.1	Inf	75	0.06041268562060814
0.49	0.2	Inf	75	0.058700496703204826
0.49	0.4	Inf	75	0.05701062690218643
0.49	0.8	Inf	75	0.07112429061330514
0.5	0	Inf	75	0.06106623760983724
0.5	0.05	Inf	75	0.05276580176498621
0.5	0.1	Inf	75	0.05521065054595261
0.5	0.2	Inf	75	0.05796271984468164
0.5	0.4	Inf	75	0.0531684358841759
0.5	0.8	Inf	75	0.05735809082943655
0.51	0	Inf	75	0.06465178315279146
0.51	0.05	Inf	75	0.06781156536744612
0.51	0.1	Inf	75	0.05953640011693495
0.51	0.2	Inf	75	0.0568717041490444
0.51	0.4	Inf	75	0.05785173773472502
0.51	0.8	Inf	75	0.04657841876458073
0.52	0	Inf	75	0.0635804616114306
0.52	0.05	Inf	75	0.06214834408843993
0.52	0.1	Inf	75	0.06862853830490169
0.52	0.2	Inf	75	0.05899822251354426
0.52	0.4	Inf	75	0.07183615706806674
0.52	0.8	Inf	75	0.05667461586061412
0.53	0	Inf	75	0.06919916532526102
0.53	0.05	Inf	75	0.06595311144999477
0.53	0.1	Inf	75	0.05688393288803037
0.53	0.2	Inf	75	0.061480264598615886
0.53	0.4	Inf	75	0.05862037563554204
0.53	0.8	Inf	75	0.05933484138578864
0.54	0	Inf	75	0.05772588342363409
0.54	0.05	Inf	75	0.06648652269264423
0.54	0.1	Inf	75	0.058862614150723316
0.54	0.2	Inf	75	0.05399365482783945
0.54	0.4	Inf	75	0.06878238029701841
0.54	0.8	Inf	75	0.07299766688431443
0.55	0	Inf	75	0.06353074928664584
0.55	0.05	Inf	75	0.04712427946117448
0.55	0.1	Inf	75	0.06253962327428418
0.55	0.2	Inf	75	0.06757059578179989
0.55	0.4	Inf	75	0.0714774383858029
0.55	0.8	Inf	75	0.06511051886849933
0.56	0	Inf	75	0.05790250276587634
0.56	0.05	Inf	75	0.06282050713431214
0.56	0.1	Inf	75	0.06231097789444864
0.56	0.2	Inf	75	0.05504510795472638
0.56	0.4	Inf	75	0.06682478639641955
0.56	0.8	Inf	75	0.05996879340505401
0.57	0	Inf	75	0.06276850999054981
0.57	0.05	Inf	75	0.06976796247227024
0.57	0.1	Inf	75	0.0625237468990715
0.57	0.2	Inf	75	0.057990031144555004
0.57	0.4	Inf	75	0.056307556643467295
0.57	0.8	Inf	75	0.07140219291027892
0.58	0	Inf	75	0.05760147993292442
0.58	0.05	Inf	75	0.06342063131441705
0.58	0.1	Inf	75	0.05457803790965101
0.58	0.2	Inf	75	0.06181432235048006
0.58	0.4	Inf	75	0.05843031884688687
0.58	0.8	Inf	75	0.055647914340164445
0.59	0	Inf	75	0.0651636745485146
0.59	0.05	Inf	75	0.06658705084070823
0.59	0.1	Inf	75	0.06258280257868395
0.59	0.2	Inf	75	0.06473954063856084
0.59	0.4	Inf	75	0.08274722631105744
0.59	0.8	Inf	75	0.06332452898623306
0.6	0	Inf	75	0.06450902400696186
0.6	0.05	Inf	75	0.05820092455629279
0.6	0.1	Inf	75	0.056110974416167955
0.6	0.2	Inf	75	0.05339500637601649
0.6	0.4	Inf	75	0.060242993602855316
0.6	0.8	Inf	75	0.06472797948728132
0.61	0	Inf	75	0.048583240916704164
0.61	0.05	Inf	75	0.06505513977850147
0.61	0.1	Inf	75	0.068246357576119
0.61	0.2	Inf	75	0.07818555083057149
0.61	0.4	Inf	75	0.06158382773922244
0.61	0.8	Inf	75	0.06398776498603556
0.62	0	Inf	75	0.07453299718447345
0.62	0.05	Inf	75	0.06367157962170708
0.62	0.1	Inf	75	0.06723199667490759
0.62	0.2	Inf	75	0.0661330144542588
0.62	0.4	Inf	75	0.06315639840329304
0.62	0.8	Inf	75	0.061758019007268156
0.63	0	Inf	75	0.06568823925214266
0.63	0.05	Inf	75	0.06061226842290465
0.63	0.1	Inf	75	0.06729853387787796
0.63	0.2	Inf	75	0.06566135334616666
0.63	0.4	Inf	75	0.07036766912251276
0.63	0.8	Inf	75	0.05111624197679744
0.64	0	Inf	75	0.07277021500627913
0.64	0.05	Inf	75	0.048779859822812605
0.64	0.1	Inf	75	0.05825548900965154
0.64	0.2	Inf	75	0.06032092285191418
0.64	0.4	Inf	75	0.0593421662215927
0.64	0.8	Inf	75	0.05488482280771999
0.65	0	Inf	75	0.06287601555661669
0.65	0.05	Inf	75	0.06701878072965345
0.65	0.1	Inf	75	0.06731276925336771
0.65	0.2	Inf	75	0.047272200922073036
0.65	0.4	Inf	75	0.06440636097819301
0.65	0.8	Inf	75	0.07148691315219924
0.66	0	Inf	75	0.05304047722788897
0.66	0.05	Inf	75	0.06176884199103818
0.66	0.1	Inf	75	0.0689371834644304
0.66	0.2	Inf	75	0.04613199852060315
0.66	0.4	Inf	75	0.05768682754785448
0.66	0.8	Inf	75	0.06963553347417795
0.67	0	Inf	75	0.0725631412453281
0.67	0.05	Inf	75	0.056214073119786684
0.67	0.1	Inf	75	0.06015877945673052
0.67	0.2	Inf	75	0.05158010761481902
0.67	0.4	Inf	75	0.060278930589937586
0.67	0.8	Inf	75	0.06669362395248025
0.68	0	Inf	75	0.06196750703989665
0.68	0.05	Inf	75	0.06444328729591724
0.68	0.1	Inf	75	0.06295445389929386
0.68	0.2	Inf	75	0.06390312124707916
0.68	0.4	Inf	75	0.05376696115778223
0.68	0.8	Inf	75	0.06550537154426285
0.69	0	Inf	75	0.07021026127588009
0.69	0.05	Inf	75	0.04837177337199848
0.69	0.1	Inf	75	0.06038911840352815
0.69	0.2	Inf	75	0.06251307935027216
0.69	0.4	Inf	75	0.055691034275398774
0.69	0.8	Inf	75	0.0693174112336789
0.7	0	Inf	75	0.05886063144718434
0.7	0.05	Inf	75	0.06107286186145584
0.7	0.1	Inf	75	0.060095092065293676
0.7	0.2	Inf	75	0.05510804325128792
0.7	0.4	Inf	75	0.06326833058715138
0.7	0.8	Inf	75	0.04555157099187191
0.71	0	Inf	75	0.05579681823602476
0.71	0.05	Inf	75	0.07131325461014093
0.71	0.1	Inf	75	0.06608963327717465
0.71	0.2	Inf	75	0.062263029613262716
0.71	0.4	Inf	75	0.054761467079096765
0.71	0.8	Inf	75	0.0747389024604369
0.72	0	Inf	75	0.05881152357669149
0.72	0.05	Inf	75	0.06411867847312458
0.72	0.1	Inf	75	0.046293028731551236
0.72	0.2	Inf	75	0.05745125885208411
0.72	0.4	Inf	75	0.04410135858383845
0.72	0.8	Inf	75	0.07225021533571119
0.73	0	Inf	75	0.07226425386601507
0.73	0.05	Inf	75	0.06190579776579046
0.73	0.1	Inf	75	0.07099220995786364
0.73	0.2	Inf	75	0.07705415858864827
0.73	0.4	Inf	75	0.06170251335098373
0.73	0.8	Inf	75	0.057411966355500825
0.74	0	Inf	75	0.05952795021659668
0.74	0.05	Inf	75	0.06273234717986939
0.74	0.1	Inf	75	0.057998844684944914
0.74	0.2	Inf	75	0.05887162685290061
0.74	0.4	Inf	75	0.05269170646637843
0.74	0.8	Inf	75	0.07444819300457714
0.75	0	Inf	75	0.0571028019652787
0.75	0.05	Inf	75	0.062468487910780066
0.75	0.1	Inf	75	0.0744111667325898
0.75	0.2	Inf	75	0.07073221939432539
0.75	0.4	Inf	75	0.06062371973331361
0.75	0.8	Inf	75	0.0545873573587318
0.76	0	Inf	75	0.08024102679988844
0.76	0.05	Inf	75	0.0654453513470622
0.76	0.1	Inf	75	0.05337680540765836
0.76	0.2	Inf	75	0.06923433423422197
0.76	0.4	Inf	75	0.06758650627922848
0.76	0.8	Inf	75	0.07119841739744856
0.77	0	Inf	75	0.059551632735222355
0.77	0.05	Inf	75	0.054664677182082434
0.77	0.1	Inf	75	0.06583737431449806
0.77	0.2	Inf	75	0.05492042828870669
0.77	0.4	Inf	75	0.05696231029266382
0.77	0.8	Inf	75	0.0753578044733035
0.78	0	Inf	75	0.07406201879622965
0.78	0.05	Inf	75	0.05778198938167785
0.78	0.1	Inf	75	0.06869659396534783
0.78	0.2	Inf	75	0.05277335584831769
0.78	0.4	Inf	75	0.06691663342142096
0.78	0.8	Inf	75	0.04629945975044312
0.79	0	Inf	75	0.06612391842242543
0.79	0.05	Inf	75	0.05878908732639519
0.79	0.1	Inf	75	0.05605559049903641
0.79	0.2	Inf	75	0.05553894476077728
0.79	0.4	Inf	75	0.06202502891621717
0.79	0.8	Inf	75	0.054332302912640684
0.8	0	Inf	75	0.06366188347013962
0.8	0.05	Inf	75	0.064283828791344
0.8	0.1	Inf	75	0.0708080124628736
0.8	0.2	Inf	75	0.04793564484198473
0.8	0.4	Inf	75	0.07102445815552608
0.8	0.8	Inf	75	0.05922328246003887
0.81	0	Inf	75	0.06221124050825769
0.81	0.05	Inf	75	0.07138579211775814
0.81	0.1	Inf	75	0.07015179205806503
0.81	0.2	Inf	75	0.0785483060966678
0.81	0.4	Inf	75	0.06595049892961817
0.81	0.8	Inf	75	0.0702995672525623
0.82	0	Inf	75	0.08236169302362738
0.82	0.05	Inf	75	0.06072093394562794
0.82	0.1	Inf	75	0.0543749639447956
0.82	0.2	Inf	75	0.06615987067656692
0.82	0.4	Inf	75	0.07885638685044238
0.82	0.8	Inf	75	0.04529008380480248
0.83	0	Inf	75	0.08360747074776081
0.83	0.05	Inf	75	0.062317884614890295
0.83	0.1	Inf	75	0.07905909404842071
0.83	0.2	Inf	75	0.04632915855902942
0.83	0.4	Inf	75	0.039402094046334026
0.83	0.8	Inf	75	0.05813453595529361
0.84	0	Inf	75	0.06204396834290615
0.84	0.05	Inf	75	0.05970324720362148
0.84	0.1	Inf	75	0.05427673214236358
0.84	0.2	Inf	75	0.06061154991583779
0.84	0.4	Inf	75	0.0738944231970751
0.84	0.8	Inf	75	0.061862704657835374
0.85	0	Inf	75	0.07513978846805448
0.85	0.05	Inf	75	0.05895589222388199
0.85	0.1	Inf	75	0.05684615793370349
0.85	0.2	Inf	75	0.06671873093431102
0.85	0.4	Inf	75	0.06544722633527658
0.85	0.8	Inf	75	0.05446416873595115
0.86	0	Inf	75	0.06796657799061316
0.86	0.05	Inf	75	0.06089020052525049
0.86	0.1	Inf	75	0.07621792782674165
0.86	0.2	Inf	75	0.04758727014972907
0.86	0.4	Inf	75	0.06237800690232116
0.86	0.8	Inf	75	0.050823755185508725
0.87	0	Inf	75	0.05905034281268069
0.87	0.05	Inf	75	0.054085047870733635
0.87	0.1	Inf	75	0.07474428202030524
0.87	0.2	Inf	75	0.06947998646044443
0.87	0.4	Inf	75	0.06568819423520914
0.87	0.8	Inf	75	0.08505675545515773
0.88	0	Inf	75	0.051168838414664214
0.88	0.05	Inf	75	0.067782266167441
0.88	0.1	Inf	75	0.056725660120091934
0.88	0.2	Inf	75	0.06463907047556133
0.88	0.4	Inf	75	0.06875725066278823
0.88	0.8	Inf	75	0.056973948809067254
0.89	0	Inf	75	0.06969694768498079
0.89	0.05	Inf	75	0.05893929329520912
0.89	0.1	Inf	75	0.06548137520739386
0.89	0.2	Inf	75	0.052037954790505214
0.89	0.4	Inf	75	0.05572151964300842
0.89	0.8	Inf	75	0.04921480592657558
0.9	0	Inf	75	0.03600130414767069
0.9	0.05	Inf	75	0.06945382232011883
0.9	0.1	Inf	75	0.05670480787897734
0.9	0.2	Inf	75	0.05397546024133185
0.9	0.4	Inf	75	0.07755524937683848
0.9	0.8	Inf	75	0.0512458590700136
0.91	0	Inf	75	0.07217789357972243
0.91	0.05	Inf	75	0.058854859385795016
0.91	0.1	Inf	75	0.06265968176854088
0.91	0.2	Inf	75	0.050424805184749434
0.91	0.4	Inf	75	0.05915861426454418
0.91	0.8	Inf	75	0.059200173548632676
0.92	0	Inf	75	0.05447794868186887
0.92	0.05	Inf	75	0.05166987168368442
0.92	0.1	Inf	75	0.05438385182722266
0.92	0.2	Inf	75	0.06769056892548951
0.92	0.4	Inf	75	0.06455578115396085
0.92	0.8	Inf	75	0.08951827008131923
0.93	0	Inf	75	0.0554901209588076
0.93	0.05	Inf	75	0.07669012938339718
0.93	0.1	Inf	75	0.07354546773675219
0.93	0.2	Inf	75	0.04587252555764158
0.93	0.4	Inf	75	0.039423472565513484
0.93	0.8	Inf	75	0.06622932338245577
0.94	0	Inf	75	0.0602717512100609
0.94	0.05	Inf	75	0.04900411410005631
0.94	0.1	Inf	75	0.047959793752525695
0.94	0.2	Inf	75	0.052635899269645556
0.94	0.4	Inf	75	0.05999822221220688
0.94	0.8	Inf	75	0.04886860937084414
0.95	0	Inf	75	0.0872104093416489
0.95	0.05	Inf	75	0.05625902347723634
0.95	0.1	Inf	75	0.05953998556415677
0.95	0.2	Inf	75	0.061918884812760706
0.95	0.4	Inf	75	0.07753582067792297
0.95	0.8	Inf	75	0.058919817528372984
0.96	0	Inf	75	0.06722657666430226
0.96	0.05	Inf	75	0.038741452082054505
0.96	0.1	Inf	75	0.07020430688103314
0.96	0.2	Inf	75	0.06808176812289056
0.96	0.4	Inf	75	0.0822157522731321
0.96	0.8	Inf	75	0.06787808997692249
0.97	0	Inf	75	0.06074427464134999
0.97	0.05	Inf	75	0.06627439159265808
0.97	0.1	Inf	75	0.07702685929517139
0.97	0.2	Inf	75	0.065616611451372
0.97	0.4	Inf	75	0.0620877151125586
0.97	0.8	Inf	75	0.06969312085568452
0.98	0	Inf	75	0.035411328140738926
0.98	0.05	Inf	75	0.07083155252349721
0.98	0.1	Inf	75	0.060771644866682246
0.98	0.2	Inf	75	0.06399036860284574
0.98	0.4	Inf	75	0.06253370311565823
0.98	0.8	Inf	75	0.05405105806912211
0.99	0	Inf	75	0.07594403177450422
0.99	0.05	Inf	75	0.0686120902319414
0.99	0.1	Inf	75	0.038811504320339085
0.99	0.2	Inf	75	0.06164059412497498
0.99	0.4	Inf	75	0.05038165320630404
0.99	0.8	Inf	75	0.04327121728177189
1	0	Inf	75	0.06314773693357714
1	0.05	Inf	75	0.045772336374911224
1	0.1	Inf	75	0.033936780210735054
1	0.2	Inf	75	0.07020074939856025
1	0.4	Inf	75	0.05011959704727575
1	0.8	Inf	75	0.028893847060293215
0	0	Inf	100	0.05000000000000002
0	0.05	Inf	100	0.05000000000000002
0	0.1	Inf	100	0.05000000000000002
0	0.2	Inf	100	0.05000000000000002
0	0.4	Inf	100	0.05000000000000002
0	0.8	Inf	100	0.05000000000000002
0.01	0	Inf	100	0.0507083368636327
0.01	0.05	Inf	100	0.05151384785426168
0.01	0.1	Inf	100	0.05104669381623763
0.01	0.2	Inf	100	0.05061097973043855
0.01	0.4	Inf	100	0.05076751258010936
0.01	0.8	Inf	100	0.05091221017040697
0.02	0	Inf	100	0.0520555368641244
0.02	0.05	Inf	100	0.051576197577138404
0.02	0.1	Inf	100	0.0518931104627343
0.02	0.2	Inf	100	0.051241908535602926
0.02	0.4	Inf	100	0.05253191375036727
0.02	0.8	Inf	100	0.05198261947860741
0.03	0	Inf	100	0.05302591745547302
0.03	0.05	Inf	100	0.05240678036660578
0.03	0.1	Inf	100	0.052217662054857214
0.03	0.2	Inf	100	0.05320110739933344
0.03	0.4	Inf	100	0.052459367814213356
0.03	0.8	Inf	100	0.05195739532576598
0.04	0	Inf	100	0.054297926837508934
0.04	0.05	Inf	100	0.05348533632810582
0.04	0.1	Inf	100	0.0520949072868627
0.04	0.2	Inf	100	0.05288758063700033
0.04	0.4	Inf	100	0.05264078125991262
0.04	0.8	Inf	100	0.05388672680060027
0.05	0	Inf	100	0.053812861770445
0.05	0.05	Inf	100	0.055614832819322786
0.05	0.1	Inf	100	0.05527637531136649
