M_sigma	S	Q_alpha	motif_intron_summary	motif_intron
0	0	Inf	25	0.049999999999999996
0	0.05	Inf	25	0.049999999999999996
0	0.1	Inf	25	0.049999999999999996
0	0.2	Inf	25	0.049999999999999996
0	0.4	Inf	25	0.049999999999999996
0	0.8	Inf	25	0.049999999999999996
0.01	0	Inf	25	0.0496536101237959
0.01	0.05	Inf	25	0.04948499500064577
0.01	0.1	Inf	25	0.04971718402220742
0.01	0.2	Inf	25	0.0497081790708161
0.01	0.4	Inf	25	0.049664474325505685
0.01	0.8	Inf	25	0.04970531101547476
0.02	0	Inf	25	0.04947872355171197
0.02	0.05	Inf	25	0.04943524641724144
0.02	0.1	Inf	25	0.04906081806036286
0.02	0.2	Inf	25	0.04949388250171153
0.02	0.4	Inf	25	0.04903749320031209
0.02	0.8	Inf	25	0.04912988971410331
0.03	0	Inf	25	0.04909212638853929
0.03	0.05	Inf	25	0.048988008382503834
0.03	0.1	Inf	25	0.04896903930269515
0.03	0.2	Inf	25	0.04860474276082491
0.03	0.4	Inf	25	0.048820176583351464
0.03	0.8	Inf	25	0.049443785593565125
0.04	0	Inf	25	0.04860933764660606
0.04	0.05	Inf	25	0.048896519326367495
0.04	0.1	Inf	25	0.048914686785890005
0.04	0.2	Inf	25	0.04835292121337513
0.04	0.4	Inf	25	0.04859039182441194
0.04	0.8	Inf	25	0.048254341228114936
0.05	0	Inf	25	0.04888240600978891
0.05	0.05	Inf	25	0.04860928302456485
0.05	0.1	Inf	25	0.04789186498588065
0.05	0.2	Inf	25	0.047778685804205495
0.05	0.4	Inf	25	0.04836876988796328
0.05	0.8	Inf	25	0.04864055852854003
0.06	0	Inf	25	0.048351175162515955
0.06	0.05	Inf	25	0.04844322109196865
0.06	0.1	Inf	25	0.0482133137626518
0.06	0.2	Inf	25	0.047576293819110674
0.06	0.4	Inf	25	0.04793383014426142
0.06	0.8	Inf	25	0.048515597250542906
0.07	0	Inf	25	0.0454967035058884
0.07	0.05	Inf	25	0.0484464412212521
0.07	0.1	Inf	25	0.046551260243023626
0.07	0.2	Inf	25	0.04736533066319414
0.07	0.4	Inf	25	0.04843557966176628
0.07	0.8	Inf	25	0.04748828587784833
0.08	0	Inf	25	0.048216522839910715
0.08	0.05	Inf	25	0.048689392164295325
0.08	0.1	Inf	25	0.04760733369579003
0.08	0.2	Inf	25	0.04782253158199547
0.08	0.4	Inf	25	0.047049375006550945
0.08	0.8	Inf	25	0.04637052957737711
0.09	0	Inf	25	0.04638280044173293
0.09	0.05	Inf	25	0.04827491272474732
0.09	0.1	Inf	25	0.04645177759994386
0.09	0.2	Inf	25	0.04552552301875596
0.09	0.4	Inf	25	0.047026832155857685
0.09	0.8	Inf	25	0.04763566888179242
0.1	0	Inf	25	0.04610498567003376
0.1	0.05	Inf	25	0.04690818994375867
0.1	0.1	Inf	25	0.04576024964677501
0.1	0.2	Inf	25	0.04773487730229777
0.1	0.4	Inf	25	0.04665967429810261
0.1	0.8	Inf	25	0.04570622939665639
0.11	0	Inf	25	0.046099407722910074
0.11	0.05	Inf	25	0.04710759570478604
0.11	0.1	Inf	25	0.0457847713117549
0.11	0.2	Inf	25	0.046191369669142085
0.11	0.4	Inf	25	0.044862501202768267
0.11	0.8	Inf	25	0.04795690320982843
0.12	0	Inf	25	0.04616514718661091
0.12	0.05	Inf	25	0.04608251404681805
0.12	0.1	Inf	25	0.04640029157079834
0.12	0.2	Inf	25	0.04441890011865604
0.12	0.4	Inf	25	0.04509006495468357
0.12	0.8	Inf	25	0.04525148727074495
0.13	0	Inf	25	0.04305486845887914
0.13	0.05	Inf	25	0.043211419032970086
0.13	0.1	Inf	25	0.045388939385086244
0.13	0.2	Inf	25	0.04624453151674019
0.13	0.4	Inf	25	0.04416708226214141
0.13	0.8	Inf	25	0.04695269243439562
0.14	0	Inf	25	0.043473211878576085
0.14	0.05	Inf	25	0.04465183698018274
0.14	0.1	Inf	25	0.04592484587559004
0.14	0.2	Inf	25	0.04498489908829493
0.14	0.4	Inf	25	0.0436058684381816
0.14	0.8	Inf	25	0.04850194393350055
0.15	0	Inf	25	0.04290400405865452
0.15	0.05	Inf	25	0.04512726720058963
0.15	0.1	Inf	25	0.04332353614278901
0.15	0.2	Inf	25	0.041681777758172875
0.15	0.4	Inf	25	0.044734914999977296
0.15	0.8	Inf	25	0.047477334616358086
0.16	0	Inf	25	0.0461908685084763
0.16	0.05	Inf	25	0.045740240747529734
0.16	0.1	Inf	25	0.041168227525809564
0.16	0.2	Inf	25	0.04507496220958022
0.16	0.4	Inf	25	0.0447914449613394
0.16	0.8	Inf	25	0.0450769302302779
0.17	0	Inf	25	0.04485227448897043
0.17	0.05	Inf	25	0.04175095143723946
0.17	0.1	Inf	25	0.04536386945944241
0.17	0.2	Inf	25	0.04629687174613859
0.17	0.4	Inf	25	0.04306098590950559
0.17	0.8	Inf	25	0.04408018562891976
0.18	0	Inf	25	0.042608727743012983
0.18	0.05	Inf	25	0.04070816022045332
0.18	0.1	Inf	25	0.04363173093550856
0.18	0.2	Inf	25	0.04477873793223032
0.18	0.4	Inf	25	0.046060273516968765
0.18	0.8	Inf	25	0.04474959820446778
0.19	0	Inf	25	0.04224551001997157
0.19	0.05	Inf	25	0.043703960721188
0.19	0.1	Inf	25	0.0438738105613775
0.19	0.2	Inf	25	0.042528802891988675
0.19	0.4	Inf	25	0.04483771449732339
0.19	0.8	Inf	25	0.044964694737258656
0.2	0	Inf	25	0.043714662583437806
0.2	0.05	Inf	25	0.0441507930178089
0.2	0.1	Inf	25	0.041990608425917036
0.2	0.2	Inf	25	0.03939680149027878
0.2	0.4	Inf	25	0.04361606311738357
0.2	0.8	Inf	25	0.044842841388493385
0.21	0	Inf	25	0.041787518645030386
0.21	0.05	Inf	25	0.037618887224885024
0.21	0.1	Inf	25	0.04658050792518697
0.21	0.2	Inf	25	0.0367887407158042
0.21	0.4	Inf	25	0.043555765430390504
0.21	0.8	Inf	25	0.043718644250223704
0.22	0	Inf	25	0.04497546919987454
0.22	0.05	Inf	25	0.03873835616503226
0.22	0.1	Inf	25	0.04134943520067043
0.22	0.2	Inf	25	0.04365923569125498
0.22	0.4	Inf	25	0.041171839090656116
0.22	0.8	Inf	25	0.04052857772179342
0.23	0	Inf	25	0.03702893180363613
0.23	0.05	Inf	25	0.04279605191867312
0.23	0.1	Inf	25	0.043945268443446026
0.23	0.2	Inf	25	0.04266591821543077
0.23	0.4	Inf	25	0.04267163893552305
0.23	0.8	Inf	25	0.04238854744901334
0.24	0	Inf	25	0.0383010079897034
0.24	0.05	Inf	25	0.03650180377890953
0.24	0.1	Inf	25	0.04007504335938961
0.24	0.2	Inf	25	0.043809196774728165
0.24	0.4	Inf	25	0.04189190288718197
0.24	0.8	Inf	25	0.03941474665832619
0.25	0	Inf	25	0.03818355380662631
0.25	0.05	Inf	25	0.04225462739017534
0.25	0.1	Inf	25	0.03988170001170453
0.25	0.2	Inf	25	0.04552318440406464
0.25	0.4	Inf	25	0.0411337126757463
0.25	0.8	Inf	25	0.03895679759133828
0.26	0	Inf	25	0.039883137782949774
0.26	0.05	Inf	25	0.04065938762238186
0.26	0.1	Inf	25	0.039403937671985696
0.26	0.2	Inf	25	0.037926677760432674
0.26	0.4	Inf	25	0.04291749454874395
0.26	0.8	Inf	25	0.03433660026192153
0.27	0	Inf	25	0.03830581403419773
0.27	0.05	Inf	25	0.03675803268554263
0.27	0.1	Inf	25	0.042733524741731255
0.27	0.2	Inf	25	0.036546742635155255
0.27	0.4	Inf	25	0.04287804010484537
0.27	0.8	Inf	25	0.04094114740702835
0.28	0	Inf	25	0.03874309573258727
0.28	0.05	Inf	25	0.04485776234488186
0.28	0.1	Inf	25	0.042093757413020266
0.28	0.2	Inf	25	0.03735228819360944
0.28	0.4	Inf	25	0.04718388071005993
0.28	0.8	Inf	25	0.04099473567365226
0.29	0	Inf	25	0.04092291364689137
0.29	0.05	Inf	25	0.04072652503052653
0.29	0.1	Inf	25	0.040197596022642446
0.29	0.2	Inf	25	0.03801545175754018
0.29	0.4	Inf	25	0.041173654165653766
0.29	0.8	Inf	25	0.04132949009189072
0.3	0	Inf	25	0.034463279572723104
0.3	0.05	Inf	25	0.036441139509457605
0.3	0.1	Inf	25	0.037975958070879126
0.3	0.2	Inf	25	0.03899035687386824
0.3	0.4	Inf	25	0.04227851190420138
0.3	0.8	Inf	25	0.04214131834658519
0.31	0	Inf	25	0.03863556741340414
0.31	0.05	Inf	25	0.03774951224244928
0.31	0.1	Inf	25	0.03825062969519466
0.31	0.2	Inf	25	0.03811331863424359
0.31	0.4	Inf	25	0.04247005139548694
0.31	0.8	Inf	25	0.03821804847470591
0.32	0	Inf	25	0.03718996057328356
0.32	0.05	Inf	25	0.04095757644211842
0.32	0.1	Inf	25	0.04170656491149208
0.32	0.2	Inf	25	0.03424293582344542
0.32	0.4	Inf	25	0.03831578595382258
0.32	0.8	Inf	25	0.03681741029435628
0.33	0	Inf	25	0.03989371101399849
0.33	0.05	Inf	25	0.038396095140202965
0.33	0.1	Inf	25	0.039047904425477065
0.33	0.2	Inf	25	0.041023230214869616
0.33	0.4	Inf	25	0.03354642309166629
0.33	0.8	Inf	25	0.04008021808474935
0.34	0	Inf	25	0.03834188826856831
0.34	0.05	Inf	25	0.03973167743595273
0.34	0.1	Inf	25	0.03896844489215193
0.34	0.2	Inf	25	0.03402829680911565
0.34	0.4	Inf	25	0.040194824661970836
0.34	0.8	Inf	25	0.03377649241961367
0.35	0	Inf	25	0.0400688467386456
0.35	0.05	Inf	25	0.03965804107501457
0.35	0.1	Inf	25	0.039053494765869355
0.35	0.2	Inf	25	0.0316069435974602
0.35	0.4	Inf	25	0.03883943928669176
0.35	0.8	Inf	25	0.03993031707298396
0.36	0	Inf	25	0.03205967896751916
0.36	0.05	Inf	25	0.03568211945344346
0.36	0.1	Inf	25	0.0385907625465166
0.36	0.2	Inf	25	0.03294102081196571
0.36	0.4	Inf	25	0.03245905675265094
0.36	0.8	Inf	25	0.035738831382419185
0.37	0	Inf	25	0.03462086063011766
0.37	0.05	Inf	25	0.03812449878901998
0.37	0.1	Inf	25	0.03755310828023993
0.37	0.2	Inf	25	0.0352259082567676
0.37	0.4	Inf	25	0.037940419004768744
0.37	0.8	Inf	25	0.033678086927402304
0.38	0	Inf	25	0.03990710727011179
0.38	0.05	Inf	25	0.03610726382444166
0.38	0.1	Inf	25	0.035351578973522285
0.38	0.2	Inf	25	0.03129233326672053
0.38	0.4	Inf	25	0.032635030162792754
0.38	0.8	Inf	25	0.02791670798078559
0.39	0	Inf	25	0.04138476038098167
0.39	0.05	Inf	25	0.03855233701579372
0.39	0.1	Inf	25	0.036425595341346706
0.39	0.2	Inf	25	0.03885963471005982
0.39	0.4	Inf	25	0.033365251153961245
0.39	0.8	Inf	25	0.03753269237249528
0.4	0	Inf	25	0.0361832961763363
0.4	0.05	Inf	25	0.03578729750031718
0.4	0.1	Inf	25	0.034733171968055795
0.4	0.2	Inf	25	0.03635007073459242
0.4	0.4	Inf	25	0.03681726162404339
0.4	0.8	Inf	25	0.03571591756110893
0.41	0	Inf	25	0.03805903102876315
0.41	0.05	Inf	25	0.03335590009032408
0.41	0.1	Inf	25	0.031083182064448447
0.41	0.2	Inf	25	0.037264987375720315
0.41	0.4	Inf	25	0.03484237141951292
0.41	0.8	Inf	25	0.045042119837875254
0.42	0	Inf	25	0.038512057293732714
0.42	0.05	Inf	25	0.03286953439258044
0.42	0.1	Inf	25	0.04214757878643388
0.42	0.2	Inf	25	0.0367397720368509
0.42	0.4	Inf	25	0.0346480394348646
0.42	0.8	Inf	25	0.029908718496344144
0.43	0	Inf	25	0.036836378601581024
0.43	0.05	Inf	25	0.04031847591477149
0.43	0.1	Inf	25	0.030631710198884776
0.43	0.2	Inf	25	0.0360656895732302
0.43	0.4	Inf	25	0.035975915211259715
0.43	0.8	Inf	25	0.03560977135171141
0.44	0	Inf	25	0.03598360453031466
0.44	0.05	Inf	25	0.03075639469528781
0.44	0.1	Inf	25	0.03894220471836697
0.44	0.2	Inf	25	0.035000089481519656
0.44	0.4	Inf	25	0.03196453821800697
0.44	0.8	Inf	25	0.025026548279098667
0.45	0	Inf	25	0.030667037132186454
0.45	0.05	Inf	25	0.027135708957718427
0.45	0.1	Inf	25	0.032445791036168486
0.45	0.2	Inf	25	0.035291662309917884
0.45	0.4	Inf	25	0.03166532557068401
0.45	0.8	Inf	25	0.037180108777007524
0.46	0	Inf	25	0.033890065979994576
0.46	0.05	Inf	25	0.02975430764332585
0.46	0.1	Inf	25	0.033514192934183604
0.46	0.2	Inf	25	0.03466307832795984
0.46	0.4	Inf	25	0.031972218051667674
0.46	0.8	Inf	25	0.039363726939748656
0.47	0	Inf	25	0.035805508723309815
0.47	0.05	Inf	25	0.033104058250456786
0.47	0.1	Inf	25	0.030462049685177912
0.47	0.2	Inf	25	0.03586366506570256
0.47	0.4	Inf	25	0.031062384243840686
0.47	0.8	Inf	25	0.02676442866062471
0.48	0	Inf	25	0.03467824553184123
0.48	0.05	Inf	25	0.034275727914723775
0.48	0.1	Inf	25	0.02766202501013037
0.48	0.2	Inf	25	0.0372852118597998
0.48	0.4	Inf	25	0.029007191914141715
0.48	0.8	Inf	25	0.038647491129799455
0.49	0	Inf	25	0.02806396730283384
0.49	0.05	Inf	25	0.029180850517794843
0.49	0.1	Inf	25	0.03486247681220902
0.49	0.2	Inf	25	0.03898802086946214
0.49	0.4	Inf	25	0.03643996355389001
0.49	0.8	Inf	25	0.025823695446978823
0.5	0	Inf	25	0.03160115099516938
0.5	0.05	Inf	25	0.03530113014739959
0.5	0.1	Inf	25	0.03235475965570871
0.5	0.2	Inf	25	0.032490987053338215
0.5	0.4	Inf	25	0.028437157031031172
0.5	0.8	Inf	25	0.03558726520356263
0.51	0	Inf	25	0.03413095180763639
0.51	0.05	Inf	25	0.03065746228775492
0.51	0.1	Inf	25	0.03658066949631767
0.51	0.2	Inf	25	0.03454655859979047
0.51	0.4	Inf	25	0.02363710113638146
0.51	0.8	Inf	25	0.027244889787058114
0.52	0	Inf	25	0.03590104899316974
0.52	0.05	Inf	25	0.02572598074995698
0.52	0.1	Inf	25	0.03251299773749885
0.52	0.2	Inf	25	0.03028463701351786
0.52	0.4	Inf	25	0.03192211243402036
0.52	0.8	Inf	25	0.034650810154095796
0.53	0	Inf	25	0.031160698069225744
0.53	0.05	Inf	25	0.031604804331286394
0.53	0.1	Inf	25	0.029069984385963327
0.53	0.2	Inf	25	0.029623696318332757
0.53	0.4	Inf	25	0.03979091372307531
0.53	0.8	Inf	25	0.030803809521447723
0.54	0	Inf	25	0.035592825685496404
0.54	0.05	Inf	25	0.018541146107504656
0.54	0.1	Inf	25	0.03834709511674333
0.54	0.2	Inf	25	0.03078923095926336
0.54	0.4	Inf	25	0.030589284745906282
0.54	0.8	Inf	25	0.020668484119209983
0.55	0	Inf	25	0.031436309125599214
0.55	0.05	Inf	25	0.03190328883475438
0.55	0.1	Inf	25	0.03563622516786216
0.55	0.2	Inf	25	0.030857300849313263
0.55	0.4	Inf	25	0.019458755192278788
0.55	0.8	Inf	25	0.02596776859449241
0.56	0	Inf	25	0.030072692458268567
0.56	0.05	Inf	25	0.031025298200248626
0.56	0.1	Inf	25	0.023477719289456744
0.56	0.2	Inf	25	0.03347576130761041
0.56	0.4	Inf	25	0.031174898562270067
0.56	0.8	Inf	25	0.03644078340110884
0.57	0	Inf	25	0.025464265119237904
0.57	0.05	Inf	25	0.027559672265399123
0.57	0.1	Inf	25	0.026012312346597663
0.57	0.2	Inf	25	0.021935510003644645
0.57	0.4	Inf	25	0.028879052743405208
0.57	0.8	Inf	25	0.027100577948560124
0.58	0	Inf	25	0.03343550739490108
0.58	0.05	Inf	25	0.029591387785775383
0.58	0.1	Inf	25	0.03001837293340441
0.58	0.2	Inf	25	0.04113929644047572
0.58	0.4	Inf	25	0.024590004382605866
0.58	0.8	Inf	25	0.032028779333187846
0.59	0	Inf	25	0.037473081672947564
0.59	0.05	Inf	25	0.025436174919543197
0.59	0.1	Inf	25	0.028582216784294713
0.59	0.2	Inf	25	0.0317488735724723
0.59	0.4	Inf	25	0.02135288330026755
0.59	0.8	Inf	25	0.023831117821458705
0.6	0	Inf	25	0.026118736677163863
0.6	0.05	Inf	25	0.029262263323144723
0.6	0.1	Inf	25	0.03240539947494819
0.6	0.2	Inf	25	0.0313292354070263
0.6	0.4	Inf	25	0.04057547685275411
0.6	0.8	Inf	25	0.035515862467290854
0.61	0	Inf	25	0.02572342508105702
0.61	0.05	Inf	25	0.03435063669674878
0.61	0.1	Inf	25	0.027622296874164683
0.61	0.2	Inf	25	0.026329721217056686
0.61	0.4	Inf	25	0.016024389194467015
0.61	0.8	Inf	25	0.032908173509503785
0.62	0	Inf	25	0.019283794647228035
0.62	0.05	Inf	25	0.03401400892030809
0.62	0.1	Inf	25	0.031373968435877725
0.62	0.2	Inf	25	0.02643344143215285
0.62	0.4	Inf	25	0.023240005471669024
0.62	0.8	Inf	25	0.030944778124733906
0.63	0	Inf	25	0.03023227450551425
0.63	0.05	Inf	25	0.032156440572456514
0.63	0.1	Inf	25	0.028234861430230514
0.63	0.2	Inf	25	0.023522534388061803
0.63	0.4	Inf	25	0.028839584457954107
0.63	0.8	Inf	25	0.027124314299115153
0.64	0	Inf	25	0.0260712398613765
0.64	0.05	Inf	25	0.025208514881397224
0.64	0.1	Inf	25	0.029905932081847154
0.64	0.2	Inf	25	0.031746517968428145
0.64	0.4	Inf	25	0.023954460485649233
0.64	0.8	Inf	25	0.029303878400293287
0.65	0	Inf	25	0.032745925846421435
0.65	0.05	Inf	25	0.027640062740718657
0.65	0.1	Inf	25	0.023896650898247912
0.65	0.2	Inf	25	0.019348538996475262
0.65	0.4	Inf	25	0.03160794957507719
0.65	0.8	Inf	25	0.026385713145102553
0.66	0	Inf	25	0.021586208402431077
0.66	0.05	Inf	25	0.034022068838857195
0.66	0.1	Inf	25	0.02156062691063022
0.66	0.2	Inf	25	0.025143590420299993
0.66	0.4	Inf	25	0.026143201809748766
0.66	0.8	Inf	25	0.02580158800577279
0.67	0	Inf	25	0.02598770707487477
0.67	0.05	Inf	25	0.024104617850904782
0.67	0.1	Inf	25	0.033096204124868744
0.67	0.2	Inf	25	0.02587224162155482
0.67	0.4	Inf	25	0.032638540298550275
0.67	0.8	Inf	25	0.02704818426183791
0.68	0	Inf	25	0.021788556187358754
0.68	0.05	Inf	25	0.025039400966154802
0.68	0.1	Inf	25	0.03278811476513565
0.68	0.2	Inf	25	0.021082273154862087
0.68	0.4	Inf	25	0.03205365233346624
0.68	0.8	Inf	25	0.028479090914309373
0.69	0	Inf	25	0.022595420252805136
0.69	0.05	Inf	25	0.013099949461326827
0.69	0.1	Inf	25	0.02256643684019266
0.69	0.2	Inf	25	0.027378018973112893
0.69	0.4	Inf	25	0.03532344383786511
0.69	0.8	Inf	25	0.02091135695439556
0.7	0	Inf	25	0.02262561783450287
0.7	0.05	Inf	25	0.029891192952448086
0.7	0.1	Inf	25	0.019693443805661064
0.7	0.2	Inf	25	0.03279890005590774
0.7	0.4	Inf	25	0.02249073801351388
0.7	0.8	Inf	25	0.018111023571567846
0.71	0	Inf	25	0.03013850411112149
0.71	0.05	Inf	25	0.029237463097239152
0.71	0.1	Inf	25	0.03343952245297097
0.71	0.2	Inf	25	0.0281873897097674
0.71	0.4	Inf	25	0.025984906045394895
0.71	0.8	Inf	25	0.019588012215659742
0.72	0	Inf	25	0.03142692577486759
0.72	0.05	Inf	25	0.021759533042986386
0.72	0.1	Inf	25	0.022696791254578238
0.72	0.2	Inf	25	0.024448239863292115
0.72	0.4	Inf	25	0.016756540072948974
0.72	0.8	Inf	25	0.021015221947401023
0.73	0	Inf	25	0.024687022133705508
0.73	0.05	Inf	25	0.024032932797591937
0.73	0.1	Inf	25	0.024319048139274484
0.73	0.2	Inf	25	0.019070942670978003
0.73	0.4	Inf	25	0.026400417785415412
0.73	0.8	Inf	25	0.021212594208804874
0.74	0	Inf	25	0.01633708235225869
0.74	0.05	Inf	25	0.023906564718900188
0.74	0.1	Inf	25	0.018165337541710437
0.74	0.2	Inf	25	0.02715892908175447
0.74	0.4	Inf	25	0.015081512633896706
0.74	0.8	Inf	25	0.01956361148430035
0.75	0	Inf	25	0.01940097529083681
0.75	0.05	Inf	25	0.021253795027933738
0.75	0.1	Inf	25	0.021722730275261663
0.75	0.2	Inf	25	0.02709413270864554
0.75	0.4	Inf	25	0.03262453258123234
0.75	0.8	Inf	25	0.01906421588824666
0.76	0	Inf	25	0.019782323149655
0.76	0.05	Inf	25	0.024239144025723375
0.76	0.1	Inf	25	0.015796844069411065
0.76	0.2	Inf	25	0.02260151246943162
0.76	0.4	Inf	25	0.02679316422706409
0.76	0.8	Inf	25	0.02286749921942916
0.77	0	Inf	25	0.01825122920250185
0.77	0.05	Inf	25	0.027418804052751846
0.77	0.1	Inf	25	0.02521426153300864
0.77	0.2	Inf	25	0.019645461813298938
0.77	0.4	Inf	25	0.02055918061274231
0.77	0.8	Inf	25	0.022513886606101614
0.78	0	Inf	25	0.0160733140369062
0.78	0.05	Inf	25	0.02159638558567621
0.78	0.1	Inf	25	0.01894717701160472
0.78	0.2	Inf	25	0.01880154504554188
0.78	0.4	Inf	25	0.025157647786252908
0.78	0.8	Inf	25	0.014786992523986462
0.79	0	Inf	25	0.03463523538453567
0.79	0.05	Inf	25	0.030868594984975878
0.79	0.1	Inf	25	0.03249524463971406
0.79	0.2	Inf	25	0.025737757090099667
0.79	0.4	Inf	25	0.02206681681728642
0.79	0.8	Inf	25	0.029830264482366725
0.8	0	Inf	25	0.021819127095052175
0.8	0.05	Inf	25	0.020149307309752056
0.8	0.1	Inf	25	0.020675560042136085
0.8	0.2	Inf	25	0.023644980589018354
0.8	0.4	Inf	25	0.01871223772947244
0.8	0.8	Inf	25	0.020129512538508858
0.81	0	Inf	25	0.016302851433425844
0.81	0.05	Inf	25	0.021932046874256154
0.81	0.1	Inf	25	0.019731938832824595
0.81	0.2	Inf	25	0.015208744230344464
0.81	0.4	Inf	25	0.02781284595573745
0.81	0.8	Inf	25	0.013758701843267374
0.82	0	Inf	25	0.01931077978723334
0.82	0.05	Inf	25	0.02452867408992482
0.82	0.1	Inf	25	0.022695136448332178
0.82	0.2	Inf	25	0.018638142946627818
0.82	0.4	Inf	25	0.022475014987571606
0.82	0.8	Inf	25	0.01432637731892852
0.83	0	Inf	25	0.016641479049219955
0.83	0.05	Inf	25	0.021595107806877824
0.83	0.1	Inf	25	0.025576443823314785
0.83	0.2	Inf	25	0.014605518066178793
0.83	0.4	Inf	25	0.013481572127849329
0.83	0.8	Inf	25	0.02564759306786879
0.84	0	Inf	25	0.022771955420210453
0.84	0.05	Inf	25	0.02613167044415409
0.84	0.1	Inf	25	0.017537462670789157
0.84	0.2	Inf	25	0.02540109588367246
0.84	0.4	Inf	25	0.018927164612014182
0.84	0.8	Inf	25	0.028111424727640544
0.85	0	Inf	25	0.008978390557676505
0.85	0.05	Inf	25	0.018761963315425026
0.85	0.1	Inf	25	0.02437344025991593
0.85	0.2	Inf	25	0.017354489294515264
0.85	0.4	Inf	25	0.016717083193278272
0.85	0.8	Inf	25	0.028221245116099695
0.86	0	Inf	25	0.024091907852849544
0.86	0.05	Inf	25	0.014886168614833082
0.86	0.1	Inf	25	0.019449958711976318
0.86	0.2	Inf	25	0.021427159516761288
0.86	0.4	Inf	25	0.020235017103387043
0.86	0.8	Inf	25	0.00874436498680428
0.87	0	Inf	25	0.019882785266622016
0.87	0.05	Inf	25	0.0214604934510079
0.87	0.1	Inf	25	0.02003621678748512
0.87	0.2	Inf	25	0.024419617267130864
0.87	0.4	Inf	25	0.023038294687600172
0.87	0.8	Inf	25	0.017053403283604752
0.88	0	Inf	25	0.022527921165400706
0.88	0.05	Inf	25	0.012039433599977958
0.88	0.1	Inf	25	0.018752680119193642
0.88	0.2	Inf	25	0.020232085803666245
0.88	0.4	Inf	25	0.012574568583547788
0.88	0.8	Inf	25	0.01477544971749541
0.89	0	Inf	25	0.012810497828315826
0.89	0.05	Inf	25	0.028693608983812707
0.89	0.1	Inf	25	0.02356012498940303
0.89	0.2	Inf	25	0.019548632214413338
0.89	0.4	Inf	25	0.015468663507653219
0.89	0.8	Inf	25	0.018780992008349463
0.9	0	Inf	25	0.014997012693231606
0.9	0.05	Inf	25	0.01755748169024699
0.9	0.1	Inf	25	0.029884286443158194
0.9	0.2	Inf	25	0.015345384665839202
0.9	0.4	Inf	25	0.020080426300436258
0.9	0.8	Inf	25	0.01639774303271833
0.91	0	Inf	25	0.0247422191098792
0.91	0.05	Inf	25	0.02032574118793947
0.91	0.1	Inf	25	0.01409292850834305
0.91	0.2	Inf	25	0.018140371522125363
0.91	0.4	Inf	25	0.015568050549911824
0.91	0.8	Inf	25	0.008387051314303362
0.92	0	Inf	25	0.016111788206579103
0.92	0.05	Inf	25	0.0064376639299605146
0.92	0.1	Inf	25	0.018922634591195357
0.92	0.2	Inf	25	0.014936573628340413
0.92	0.4	Inf	25	0.01978971101589255
0.92	0.8	Inf	25	0.015236722237246335
0.93	0	Inf	25	0.01715816168392075
0.93	0.05	Inf	25	0.015261060491875676
0.93	0.1	Inf	25	0.014268202001283637
0.93	0.2	Inf	25	0.017340462170127118
0.93	0.4	Inf	25	0.01327230715417466
0.93	0.8	Inf	25	0.025613975128720583
0.94	0	Inf	25	0.028998282885075114
0.94	0.05	Inf	25	0.014087319207356052
0.94	0.1	Inf	25	0.01246549083000104
0.94	0.2	Inf	25	0.013115768292649604
0.94	0.4	Inf	25	0.013829149128446551
0.94	0.8	Inf	25	0.014933961223478252
0.95	0	Inf	25	0.021198301790406535
0.95	0.05	Inf	25	0.025157110770418423
0.95	0.1	Inf	25	0.026068338563580963
0.95	0.2	Inf	25	0.026218314012642456
0.95	0.4	Inf	25	0.026022233542221447
0.95	0.8	Inf	25	0.022281618722651084
0.96	0	Inf	25	0.013277773121568519
0.96	0.05	Inf	25	0.01545241859920882
0.96	0.1	Inf	25	0.022405462121208353
0.96	0.2	Inf	25	0.014986385378324777
0.96	0.4	Inf	25	0.014944226143185909
0.96	0.8	Inf	25	0.020773255325067512
0.97	0	Inf	25	0.023020366669705264
0.97	0.05	Inf	25	0.017132343676865003
0.97	0.1	Inf	25	0.010406175286016056
0.97	0.2	Inf	25	0.010389845147786955
0.97	0.4	Inf	25	0.01691519665457626
0.97	0.8	Inf	25	0.016815552117910776
0.98	0	Inf	25	0.011668577138402159
0.98	0.05	Inf	25	0.01189146191853786
0.98	0.1	Inf	25	0.02064630412661351
0.98	0.2	Inf	25	0.01314411165123026
0.98	0.4	Inf	25	0.015005073777947433
0.98	0.8	Inf	25	0.02150463403905773
0.99	0	Inf	25	0.018925839182754794
0.99	0.05	Inf	25	0.026932172700248027
0.99	0.1	Inf	25	0.010757040790540906
0.99	0.2	Inf	25	0.020662489495935757
0.99	0.4	Inf	25	0.010729408674081724
0.99	0.8	Inf	25	0.014417672185534068
1	0	Inf	25	0.012374766305128017
1	0.05	Inf	25	0.01786010106058545
1	0.1	Inf	25	0.009496236287025756
1	0.2	Inf	25	0.010878943426930333
1	0.4	Inf	25	0.012186314087098388
1	0.8	Inf	25	0.01014786297773355
0	0	Inf	50	0.05000000000000002
0	0.05	Inf	50	0.05000000000000002
0	0.1	Inf	50	0.05000000000000002
0	0.2	Inf	50	0.05000000000000002
0	0.4	Inf	50	0.05000000000000002
0	0.8	Inf	50	0.05000000000000002
0.01	0	Inf	50	0.05012991517832921
0.01	0.05	Inf	50	0.050201335433408004
0.01	0.1	Inf	50	0.04990139706077619
0.01	0.2	Inf	50	0.05008443359421265
0.01	0.4	Inf	50	0.049939307088975066
