init_cond	constr_cond	run_number	seq_length	mutation	mut_scaled	mutation_tot	mut_scaled_tot	mut_mean	esr_mean	A3SS_R1_mean	A3SS_R2_mean	A5SS_R1_mean	A5SS_R2_mean
random	neutral	0	999	9190	9.199199199199999	10090	10.1001001001	0.005065011199199199	-0.0685955043360161	0.11663876052067067	-0.2915631734957891	0.04270132790657101	0.08144257826914185
random	neutral	0	999	9390	9.3993993994	10307	10.3173173173	0.005373580347347348	-0.051472736569416505	0.12613938341905162	-0.26597832557975004	0.06399079789528898	0.07245919379243855
random	neutral	0	999	9590	9.599599599600001	10534	10.5445445445	0.005691364537871203	-0.06531039190140846	0.16690407182249528	-0.31993889553723104	-0.0033387625205116528	0.08240349533976443
random	neutral	0	999	9790	9.7997997998	10749	10.7597597598	0.005190534906906907	-0.07914150188128774	0.16468777982703292	-0.34626422314727634	-0.0039934322880589	0.0821786199880089
random	neutral	0	999	9990	10.0	10971	10.981981982	0.0055625255185185185	-0.07289350544265594	0.23100748277412433	-0.34539087650486605	0.03518224765575027	0.09125853800403881
random	neutral	1	999	0	0.0	0	0.0	0.0077264323363363365	0.009876636961770621	0.03187071416795619	-0.07458123239412999	0.20051608379381497	0.05199074872728767
random	neutral	1	999	199	0.199199199199	216	0.21621621621599998	0.0065617361905238565	-0.030355317474849097	0.07136827401502854	-0.18132232021485856	0.1123607363438791	0.06276574362963518
random	neutral	1	999	399	0.39939939939900004	430	0.43043043043000007	0.005887086385051719	-0.037520920291750505	0.11594613735668136	-0.20010371141983838	0.1165370879617771	0.06765391905792772
random	neutral	1	999	599	0.5995995996	642	0.6426426426430001	0.005485675872205539	-0.048406644154929575	0.09133096607006215	-0.23837409561293899	0.07619328676751587	0.06716087340957083
random	neutral	1	999	799	0.7997997998	857	0.857857857858	0.005121878261261261	-0.07248388736418511	0.11202845076804986	-0.31992512620485847	0.0018817339337606224	0.06920217188284122
random	neutral	1	999	999	1.0	1068	1.06906906907	0.005683450628294962	-0.06436485214285714	0.1038213357924004	-0.3182878383759033	0.01453440043979377	0.07066326910434136
random	neutral	1	999	1198	1.1991991992	1280	1.2812812812799999	0.0053719141768435105	-0.06295080820925554	0.08694288000153391	-0.307223152755898	0.008980093514847748	0.0754765643720942
random	neutral	1	999	1398	1.3993993994	1503	1.5045045044999998	0.00510027488988989	-0.050537850090543256	0.10758418969853091	-0.26939616603208866	0.04352152310336048	0.05974638931419422
random	neutral	1	999	1598	1.5995995996	1711	1.71271271271	0.005299348546212879	-0.06189695528169014	0.11132386196220263	-0.2697224848804714	0.0827410161126412	0.06716349312047604
random	neutral	1	999	1798	1.7997997998	1931	1.9329329329299998	0.0054795475138471805	-0.04500240185110664	0.07587326517016005	-0.2254781171742544	0.0770600402818591	0.06967701549844396
random	neutral	1	999	1998	2.0	2143	2.14514514515	0.005174181022355689	-0.05355736947686117	0.06104845256463043	-0.21850627283166915	0.10299102938789696	0.06807408421739544
random	neutral	1	999	2197	2.1991991991999997	2364	2.36636636637	0.005358769278278278	-0.05613502580482897	0.054371542111171116	-0.22625695395012696	0.09704720278849523	0.06296456587249996
random	neutral	1	999	2397	2.3993993994	2573	2.57557557558	0.005371687861194528	-0.03655104632796781	0.040123479516815413	-0.19354615642813633	0.140971446445298	0.05489130890387327
random	neutral	1	999	2597	2.5995995996	2782	2.78478478478	0.004937835318985653	-0.05991638067404426	0.0752264626898163	-0.2687523700471457	0.09556322157063829	0.05335812073678181
random	neutral	1	999	2797	2.7997997998	2992	2.9949949949900003	0.005255097293293293	-0.0549652414084507	0.12113206450702617	-0.29634545071696256	0.06962348816140168	0.06451765574873507
random	neutral	1	999	2997	3.0	3221	3.22422422422	0.005657715852185518	-0.056979412092555325	0.13549752908214402	-0.2857097139657137	0.06212878640426048	0.07694967843973889
random	neutral	1	999	3196	3.1991991992	3438	3.44144144144	0.005447264793126461	-0.038564618098591553	0.12596941620524016	-0.23552943555111575	0.06344345941504481	0.07047944490441733
random	neutral	1	999	3396	3.3993993994	3652	3.65565565566	0.00518553174307641	-0.03605676151911469	0.12681901652605904	-0.22426687192489503	0.07011012197856409	0.07483759469492599
random	neutral	1	999	3596	3.5995995996	3867	3.8708708708699997	0.005488560796796798	-0.04116465210261569	0.11134180325940753	-0.19081523699467848	0.12039904484783441	0.07042484178028725
random	neutral	1	999	3796	3.7997997998	4073	4.07707707708	0.00559172167634301	-0.028639619245472838	0.1491254893288364	-0.1767170287315259	0.13000130858266065	0.08120729002228266
random	neutral	1	999	3996	4.0	4285	4.28928928929	0.005579485029029029	-0.03343829788732394	0.10713316955302245	-0.21760092279605303	0.08226288706407385	0.07870439795509084
random	neutral	1	999	4195	4.1991991992	4499	4.5035035035	0.005573695418418418	-0.05214065606639839	0.06880209863224437	-0.232622654354906	0.09948105939689876	0.05368741655720506
random	neutral	1	999	4395	4.3993993994	4708	4.712712712709999	0.005441742962295628	-0.042604995030181086	0.07325635691642839	-0.2311015897679114	0.08259875652509117	0.06421750214817293
random	neutral	1	999	4595	4.599599599599999	4918	4.92292292292	0.005023140218885552	-0.06427715539235412	0.12664056110339722	-0.26910485936597905	0.05036575705538705	0.07674241758913367
random	neutral	1	999	4795	4.799799799800001	5129	5.134134134130001	0.0051316122826159495	-0.05671075460764588	0.12917454315348953	-0.26285175048305276	0.022502523932475635	0.062101321666442603
random	neutral	1	999	4995	5.0	5345	5.35035035035	0.005856673959626294	-0.04053739026156942	0.10444893187073996	-0.2471235492440958	0.05578595946710276	0.06588968706854102
random	neutral	1	999	5194	5.1991991992	5560	5.565565565569999	0.005598910482482482	-0.03319811037223341	0.11988852899930205	-0.24973988564930102	0.058452249157308865	0.07453560632052735
random	neutral	1	999	5394	5.399399399400001	5776	5.7817817817799995	0.005730690161828496	-0.025398071659959755	0.12265166700960126	-0.2193676400452224	0.0610226103321733	0.07852327468515385
random	neutral	1	999	5594	5.5995995996	5985	5.990990990989999	0.005105943052052051	-0.07978240938631792	0.12259139279674584	-0.3176700759968445	-0.002399530024982294	0.08321179507771732
random	neutral	1	999	5794	5.799799799800001	6197	6.2032032032	0.005037736166166166	-0.06150410533199196	0.1458999378225964	-0.2794538125774433	0.027026238369567884	0.08270739160946239
random	neutral	1	999	5994	6.0	6408	6.4144144144099995	0.00523821571304638	-0.05475342089537224	0.1111444954093829	-0.2415115638099825	0.05869240974869004	0.07173672624757813
random	neutral	1	999	6193	6.1991991992	6619	6.625625625630001	0.005294875679346014	-0.06752467002012073	0.14030043851979876	-0.30991269416370976	0.024589147454410525	0.07363162653446532
random	neutral	1	999	6393	6.399399399400001	6844	6.850850850850001	0.00575735518118118	-0.04350391267605634	0.15727970568587368	-0.2583159509214541	0.05109481876936666	0.08088952537328502
random	neutral	1	999	6593	6.5995995996	7060	7.06706706707	0.005685722800800801	-0.05008073480885311	0.13727060860505172	-0.28869831073172403	0.009171804838500032	0.07275140575522121
random	neutral	1	999	6793	6.799799799800001	7272	7.27927927928	0.005409311768435101	-0.04210759307847082	0.1125429011057388	-0.24475472293700848	0.026224571079970022	0.07341150054110955
random	neutral	1	999	6993	7.0	7494	7.5015015015	0.0054987309356022696	-0.036594368571428566	0.1047056129039038	-0.23609888753286845	0.04805514108556677	0.06809481273294606
random	neutral	1	999	7192	7.1991991992	7704	7.7117117117100005	0.005414655214547881	-0.040854980462776656	0.1070212982865231	-0.2589732112523432	0.06681272561618969	0.06846496696059441
random	neutral	1	999	7392	7.399399399400001	7919	7.926926926930001	0.0054808092996329666	-0.05987940616700202	0.09982361014524102	-0.2999110930728733	0.07790961616328237	0.06903467969286399
random	neutral	1	999	7592	7.5995995996	8135	8.14314314314	0.005126624535535535	-0.05126521485915493	0.12628801230272801	-0.28039398961167694	0.0868200933541192	0.07804734801850434
random	neutral	1	999	7792	7.799799799800001	8354	8.36236236236	0.004850948394728061	-0.0584412947585513	0.11114598485538127	-0.2855377080758337	0.05907582120624455	0.07449447343071576
random	neutral	1	999	7992	8.0	8564	8.57257257257	0.005226251673006339	-0.0401275546780684	0.11167981004685998	-0.25550194925180697	0.07425276156214361	0.07694096110151438
random	neutral	1	999	8191	8.199199199199999	8773	8.78178178178	0.004969256717384051	-0.05972828624748491	0.12771868701649708	-0.3220638284776	0.016187914315984524	0.0749093058047041
random	neutral	1	999	8391	8.3993993994	8985	8.99399399399	0.00635568374974975	-0.042682594557344064	0.136534486136589	-0.25352185358208784	0.07923751034959137	0.07727227468296614
random	neutral	1	999	8591	8.599599599600001	9194	9.203203203200001	0.005409842654654654	-0.0659872768913481	0.15039806832107752	-0.3437316046562519	0.05764228016560704	0.08992034463251088
random	neutral	1	999	8791	8.7997997998	9412	9.42142142142	0.005688550512178846	-0.051603406911468815	0.11769578090884741	-0.25476198295409147	0.14367986167115232	0.06749492800959439
random	neutral	1	999	8991	9.0	9623	9.632632632630001	0.0051823177230563905	-0.06600918932595573	0.18103128148824524	-0.3011498084030675	0.07656635601671277	0.09184391068987782
random	neutral	1	999	9190	9.199199199199999	9834	9.84384384384	0.005275860943610277	-0.06267899499999999	0.16088000103025984	-0.2859134594610027	0.08655717972542296	0.08722402919657399
random	neutral	1	999	9390	9.3993993994	10053	10.0630630631	0.00562067371638305	-0.04667766301810866	0.1301887337943492	-0.21956392204768424	0.12236732889525116	0.0719582315971427
random	neutral	1	999	9590	9.599599599600001	10274	10.2842842843	0.005289576341675008	-0.0559290490442656	0.20928371128258472	-0.26944095054171585	0.08921577920995016	0.0931854425284164
random	neutral	1	999	9790	9.7997997998	10497	10.5075075075	0.005559394532198866	-0.07542534345070423	0.20248306289921453	-0.3620653720196455	-0.009395914062617507	0.08410081736084042
random	neutral	1	999	9990	10.0	10711	10.7217217217	0.005557978056056056	-0.07442678192152918	0.14809750577698289	-0.33684331019953834	0.01288258739511838	0.07885734451664048
random	identity	0	999	0	0.0	0	0.0	0.007775525257257258	0.02364413079476861	-0.043123059303771964	-0.048708847460604776	0.15584969944956573	0.0418399894606688
random	identity	0	999	199	0.199199199199	696	0.696696696697	0.006350258050383716	-0.030775823038229382	0.000839806311803099	-0.16011233186887722	0.11157603811071003	0.051322015255931386
random	identity	0	999	399	0.39939939939900004	1455	1.45645645646	0.006407196638972306	-0.022713102696177063	-0.0003504900141686549	-0.13842535263228675	0.14500530421712848	0.05148836907776272
random	identity	0	999	599	0.5995995996	2166	2.16816816817	0.006024173659993327	-0.006514571901408451	0.010799561800410322	-0.12322544258992521	0.15954215799910987	0.04829617500003951
random	identity	0	999	799	0.7997997998	2938	2.9409409409400005	0.00600831372305639	-0.037774600301810866	0.014345633040015975	-0.1777663331528366	0.10560212240302615	0.05812711012794899
random	identity	0	999	999	1.0	3762	3.7657657657699994	0.006152184481815148	-0.04157678591549296	0.020957299897082917	-0.19741824325820848	0.09761253798109674	0.0560014753412362
random	identity	0	999	1198	1.1991991992	4593	4.5975975976	0.005959499239572907	-0.03824293649899396	-0.01785472073598522	-0.1847417270453759	0.11663157907024564	0.04092403157389964
random	identity	0	999	1398	1.3993993994	5423	5.42842842843	0.006290098238238238	-0.009576812987927561	-0.0037893386605462372	-0.12518561194825897	0.1757200337759617	0.0471681637619322
random	identity	0	999	1598	1.5995995996	6215	6.2212212212199995	0.006277449247247247	-0.026011191398390344	-0.0169612705654792	-0.16476340094933817	0.10484127170819513	0.04807829091834639
random	identity	0	999	1798	1.7997997998	6968	6.974974974969999	0.006057244960627294	-0.03974339630784708	-0.0064662026320895846	-0.2004616208104119	0.09942501849100253	0.04969263294081566
random	identity	0	999	1998	2.0	7786	7.79379379379	0.0055791067494160825	-0.06438782837022132	0.01773670585972982	-0.21774574793768217	0.1058236918161387	0.05114391592831647
random	identity	0	999	2197	2.1991991991999997	8581	8.58958958959	0.00564088694994995	-0.04014693031187123	0.03686273514875274	-0.19422103611557318	0.09395684248280889	0.05284846800412092
random	identity	0	999	2397	2.3993993994	9340	9.34934934935	0.005551105373373374	-0.026515571830985917	0.029394967323048533	-0.15360383729725563	0.15220070337978764	0.04999375671064927
random	identity	0	999	2597	2.5995995996	10146	10.1561561562	0.005913210044711378	-0.03689100349094568	0.01401595966878261	-0.1763681366382754	0.12048942512498212	0.044438581513724665
random	identity	0	999	2797	2.7997997998	10905	10.9159159159	0.005941788912579246	-0.02454673965794769	0.01800438795384963	-0.15485198339423992	0.14810210327529374	0.05222456200712205
random	identity	0	999	2997	3.0	11689	11.700700700699999	0.006520927268268269	-0.019235599054325956	-0.017150635578515233	-0.15201174767631875	0.09039683542766427	0.05224262188499045
random	identity	0	999	3196	3.1991991992	12432	12.4444444444	0.006124029587921254	-0.05792925085513079	0.003253419231585944	-0.20116294755865566	0.08755219845149052	0.055865492651870366
random	identity	0	999	3396	3.3993993994	13236	13.2492492492	0.005935230738071405	-0.05176918870221328	0.01222068618077744	-0.18625673912056506	0.1360893983651861	0.04942048361750453
random	identity	0	999	3596	3.5995995996	14029	14.043043042999999	0.005994481707374041	-0.03590622836016096	-0.0015493293095476931	-0.15338446415541954	0.13642019832070543	0.03812970586359301
random	identity	0	999	3796	3.7997997998	14858	14.8728728729	0.005659935837837838	-0.04037184555331992	0.009609061947785965	-0.170014912434833	0.13539689964585638	0.039411152124456755
random	identity	0	999	3996	4.0	15641	15.656656656700001	0.0062820950804137465	-0.023496636136820927	6.240907940266421e-06	-0.1386786431427218	0.15392311914846754	0.047527713187464064
random	identity	0	999	4195	4.1991991992	16316	16.332332332300002	0.005971374526526526	-0.014022073742454727	0.021744433253470336	-0.11458818482305679	0.18648144600423494	0.05789881434703895
random	identity	0	999	4395	4.3993993994	17085	17.1021021021	0.005604833602268935	-0.030009713712273643	0.06560926996374154	-0.19355023828936757	0.11893999821027501	0.07260523924121141
random	identity	0	999	4595	4.599599599599999	17856	17.873873873900003	0.006043002235568903	-0.0123692176056338	0.017558882170629876	-0.13936645988121682	0.15570484704231713	0.06173606761869754
random	identity	0	999	4795	4.799799799800001	18616	18.6346346346	0.006277859804471138	-0.010734205171026155	0.049894112607634516	-0.13800089752288155	0.13820961694522685	0.05892940734407205
random	identity	0	999	4995	5.0	19440	19.4594594595	0.0061459197180513845	-0.028294550925553323	0.056672754191547284	-0.1648929311064386	0.10052678445925659	0.057419302244210525
random	identity	0	999	5194	5.1991991992	20215	20.2352352352	0.00612047910910911	-0.025228974607645876	0.041360110770304964	-0.12695408557306745	0.149480770776157	0.04894917344949948
random	identity	0	999	5394	5.399399399400001	21029	21.0500500501	0.0060471476933600275	-0.013536803460764586	0.012942316615766876	-0.10947679840631777	0.16453372962745183	0.04432030124425197
random	identity	0	999	5594	5.5995995996	21830	21.8518518519	0.005775303073406741	-0.01567053782696177	0.0328600869986134	-0.1325698885578517	0.19538202663829127	0.04943810030003434
random	identity	0	999	5794	5.799799799800001	22622	22.6446446446	0.006127579104771438	-0.013709167173038234	-0.004007465523570415	-0.14695273522926794	0.18066529028114223	0.036148395770055915
random	identity	0	999	5994	6.0	23381	23.4044044044	0.006305590296963631	-0.008697523460764587	-0.014978621149294224	-0.12400215908876969	0.17293279184291674	0.03814361248140932
random	identity	0	999	6193	6.1991991992	24103	24.1271271271	0.006441688662662662	-0.03985495405432596	-0.013964155044187914	-0.19272949231221756	0.08671776303731375	0.036614619975848604
random	identity	0	999	6393	6.399399399400001	24815	24.8398398398	0.006182527460794128	-0.019669663199195168	0.02833935769140751	-0.15787994875712982	0.1206697224132423	0.04643609969062525
random	identity	0	999	6593	6.5995995996	25504	25.5295295295	0.0061185040103436785	-0.026659460321931592	0.00263079429017991	-0.13490291450447725	0.16037695293285698	0.034099317827242306
random	identity	0	999	6793	6.799799799800001	26338	26.3643643644	0.006062421085418751	-0.01678461842052314	-0.0028734503865089967	-0.13565135543771634	0.12668722283213596	0.041168599061618655
random	identity	0	999	6993	7.0	27062	27.0890890891	0.005809529947280613	-0.031258617354124746	0.01805579853251952	-0.16208999795510307	0.12417852069472547	0.05449310318609123
random	identity	0	999	7192	7.1991991992	27887	27.9149149149	0.005489099537871206	-0.04678869042253521	0.007574255107645281	-0.2051905983479265	0.08179848694933507	0.04701935775613559
random	identity	0	999	7392	7.399399399400001	28666	28.694694694699997	0.005769684593927261	-0.025827487867203222	0.02128756185065261	-0.1572442038343955	0.11058991156235186	0.055263825804148466
random	identity	0	999	7592	7.5995995996	29415	29.444444444400002	0.005704092759092426	-0.032162655301810866	-0.007950329151245187	-0.16107663515171933	0.10915460494629387	0.05280554469668846
random	identity	0	999	7792	7.799799799800001	30188	30.2182182182	0.005673812415081747	-0.035241199275653924	0.02069878610693753	-0.1614872207874729	0.13497561651666962	0.05417599778254654
random	identity	0	999	7992	8.0	30958	30.988988989	0.005490489564898231	-0.026559721579476864	0.030880308262269677	-0.17545223496440368	0.11256018450797382	0.05338672234691772
random	identity	0	999	8191	8.199199199199999	31725	31.756756756799998	0.005529818498164832	-0.0520737373138833	0.04434202323934154	-0.20647023319688598	0.0828300082512205	0.04999617592206998
random	identity	0	999	8391	8.3993993994	32539	32.571571571599996	0.006400663131798466	-0.02038157809859155	0.002609910230911361	-0.1265458016653425	0.14179819813603567	0.04318914111403417
random	identity	0	999	8591	8.599599599600001	33310	33.3433433433	0.006075571751084418	-0.026193542293762577	0.038543016700639796	-0.13217798024516145	0.1590292116837743	0.052647955715263574
random	identity	0	999	8791	8.7997997998	34038	34.0720720721	0.006180381134801468	-0.03569923682092555	0.020866436635015456	-0.1706427900500309	0.12684658636134918	0.05085636570767077
random	identity	0	999	8991	9.0	34869	34.9039039039	0.0062271314928261596	-0.020003158641851104	-0.002435282722682948	-0.13294645572900302	0.12542440810890754	0.05636220687741783
random	identity	0	999	9190	9.199199199199999	35672	35.7077077077	0.005646613135468801	-0.032799413118712276	-0.019175420249362893	-0.14720977823511883	0.13650093774348399	0.04948929859809558
random	identity	0	999	9390	9.3993993994	36453	36.489489489499995	0.005869655447781115	-0.007672672394366196	0.00742290066456771	-0.09485039556383439	0.17896259674548137	0.05143020190724888
random	identity	0	999	9590	9.599599599600001	37158	37.1951951952	0.006013555729396062	-0.01807098439637827	-0.0018012390711457994	-0.14663523682206145	0.13403653180938507	0.051172251691575285
random	identity	0	999	9790	9.7997997998	37914	37.951951951999995	0.005897297334668001	-0.05546580390342052	0.028696112185654814	-0.23437882050199255	0.09053050649346918	0.053398673537578295
random	identity	0	999	9990	10.0	38691	38.7297297297	0.005546765548882215	-0.051908334849094566	0.06261350230531029	-0.24288238197397616	0.06428158456808258	0.05695361231191653
random	identity	1	999	0	0.0	0	0.0	0.008753499597597598	0.04916119412474848	-0.07900445827009693	0.01897601415543384	0.2865067909529468	0.022624003012784135
random	identity	1	999	199	0.199199199199	724	0.7247247247249999	0.007349922182849516	0.009718986167002012	-0.004362890423728697	-0.06434188400608436	0.24245876574682643	0.03873132686579508
random	identity	1	999	399	0.39939939939900004	1533	1.5345345345299999	0.006645651343009675	0.01850010938631791	0.01176291015059481	-0.021731049755910337	0.25801292113707586	0.04705142289748782
random	identity	1	999	599	0.5995995996	2423	2.42542542543	0.007057216351351352	0.02692416207243461	-0.028851065046766055	-0.009318447206640313	0.2884952510058336	0.029682515253363215
random	identity	1	999	799	0.7997997998	3218	3.22122122122	0.0058142684744744745	0.011067792233400403	0.017738878399953265	-0.05540965202413144	0.26259243187248954	0.046458290657280306
random	identity	1	999	999	1.0	4091	4.0950950951	0.006192214374708041	0.006556461820925552	0.00786976512452962	-0.08113265637081057	0.23859568596606556	0.04254887470939796
